gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	best_label	labels	rep	rep_gene
CTO	unknown	1h	1	RK-13	NC_001491.2	-	39	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	1	1	1	CTO::1
CTO	unknown	1h	1	RK-13	NC_001491.2	-	39	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	1	1	2	CTO::2
CTO	unknown	1h	1	RK-13	NC_001491.2	-	29	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	1	1	3	CTO::3
CTO	unknown	2h	2	RK-13	NC_001491.2	-	5655	EHV-1_2h_1	RK-13_2h	0.00866489832007074	0.00813313945661209	0.00195518966469426	0.240397902325986	0.000531758863458647	FALSE	NA	1	1	1	CTO::1
CTO	unknown	2h	2	RK-13	NC_001491.2	-	4860	EHV-1_2h_2	RK-13_2h	0.00596707818930041	0.00813313945661209	0.00195518966469426	0.240397902325986	0.00216606126731168	TRUE	2	1	1	2	CTO::2
CTO	unknown	2h	2	RK-13	NC_001491.2	-	4300	EHV-1_2h_3	RK-13_2h	0.00976744186046512	0.00813313945661209	0.00195518966469426	0.240397902325986	0.00163430240385303	FALSE	NA	1	1	3	CTO::3
CTO	unknown	4h	4	RK-13	NC_001491.2	-	12810	EHV-1_4h_1	RK-13_4h	0.0110850897736144	0.0107160636250142	0.000610265599751269	0.0569486726755468	0.000369026148600132	FALSE	NA	1	1	1	CTO::1
CTO	unknown	4h	4	RK-13	NC_001491.2	-	12849	EHV-1_4h_2	RK-13_4h	0.0110514436921161	0.0107160636250142	0.000610265599751269	0.0569486726755468	0.000335380067101886	FALSE	NA	1	1	2	CTO::2
CTO	unknown	4h	4	RK-13	NC_001491.2	-	14583	EHV-1_4h_3	RK-13_4h	0.0100116574093122	0.0107160636250142	0.000610265599751269	0.0569486726755468	0.00070440621570202	TRUE	3	1	1	3	CTO::3
CTO	unknown	6h	6	RK-13	NC_001491.2	-	60842	EHV-1_6h_1	RK-13_6h	0.0213503829591401	0.0212703550099081	0.000250538001213111	0.0117787409329279	8.0027949231995e-05	FALSE	NA	1	1	1	CTO::1
CTO	unknown	6h	6	RK-13	NC_001491.2	-	61804	EHV-1_6h_2	RK-13_6h	0.0214711021940328	0.0212703550099081	0.000250538001213111	0.0117787409329279	0.000200747184124678	FALSE	NA	1	1	2	CTO::2
CTO	unknown	6h	6	RK-13	NC_001491.2	-	60268	EHV-1_6h_3	RK-13_6h	0.0209895798765514	0.0212703550099081	0.000250538001213111	0.0117787409329279	0.00028077513335667	TRUE	3	1	1	3	CTO::3
CTO	unknown	8h	8	RK-13	NC_001491.2	-	66847	EHV-1_8h_1	RK-13_8h	0.053570092898709	0.0498583156421038	0.00344649470197741	0.0691257748600507	0.0037117772566052	TRUE	1	1	1	1	CTO::1
CTO	unknown	8h	8	RK-13	NC_001491.2	-	87216	EHV-1_8h_2	RK-13_8h	0.0492455512749954	0.0498583156421038	0.00344649470197741	0.0691257748600507	0.000612764367108387	FALSE	NA	1	1	2	CTO::2
CTO	unknown	8h	8	RK-13	NC_001491.2	-	117089	EHV-1_8h_3	RK-13_8h	0.046759302752607	0.0498583156421038	0.00344649470197741	0.0691257748600507	0.00309901288949681	FALSE	NA	1	1	3	CTO::3
CTO	unknown	12h	12	RK-13	NC_001491.2	-	255018	EHV-1_12h_1	RK-13_12h	0.0605682736120588	0.0665212041709703	0.0053939384093151	0.0810860007201884	0.00595293055891157	TRUE	1	1	1	1	CTO::1
CTO	unknown	12h	12	RK-13	NC_001491.2	-	167717	EHV-1_12h_2	RK-13_12h	0.0710840284526911	0.0665212041709703	0.0053939384093151	0.0810860007201884	0.00456282428172082	FALSE	NA	1	1	2	CTO::2
CTO	unknown	12h	12	RK-13	NC_001491.2	-	201557	EHV-1_12h_3	RK-13_12h	0.0679113104481611	0.0665212041709703	0.0053939384093151	0.0810860007201884	0.00139010627719074	FALSE	NA	1	1	3	CTO::3
CTO	unknown	18h	18	RK-13	NC_001491.2	-	299234	EHV-1_18h_1	RK-13_18h	0.0390898093131128	0.0374662136470832	0.00159718049577063	0.0426298881124053	0.00162359566602959	TRUE	1	1	1	1	CTO::1
CTO	unknown	18h	18	RK-13	NC_001491.2	-	261778	EHV-1_18h_2	RK-13_18h	0.035896828610502	0.0374662136470832	0.00159718049577063	0.0426298881124053	0.0015693850365812	FALSE	NA	1	1	2	CTO::2
CTO	unknown	18h	18	RK-13	NC_001491.2	-	239923	EHV-1_18h_3	RK-13_18h	0.0374120030176348	0.0374662136470832	0.00159718049577063	0.0426298881124053	5.42106294484021e-05	FALSE	NA	1	1	3	CTO::3
CTO	unknown	24h	24	RK-13	NC_001491.2	-	180540	EHV-1_24h_1	RK-13_24h	0.0400243713304531	0.0390838771815359	0.000890780066945515	0.022791496933839	0.000940494148917205	TRUE	1	1	1	1	CTO::1
CTO	unknown	24h	24	RK-13	NC_001491.2	-	162445	EHV-1_24h_2	RK-13_24h	0.0382529471513435	0.0390838771815359	0.000890780066945515	0.022791496933839	0.000830930030192349	FALSE	NA	1	1	2	CTO::2
CTO	unknown	24h	24	RK-13	NC_001491.2	-	134037	EHV-1_24h_3	RK-13_24h	0.038974313062811	0.0390838771815359	0.000890780066945515	0.022791496933839	0.000109564118724863	FALSE	NA	1	1	3	CTO::3
CTO	unknown	48h	48	RK-13	NC_001491.2	-	234801	EHV-1_48h_1	RK-13_48h	0.0432323542063279	0.0450552302887016	0.00183073557542888	0.0406331421168647	0.00182287608237371	FALSE	NA	1	1	1	CTO::1
CTO	unknown	48h	48	RK-13	NC_001491.2	-	212779	EHV-1_48h_2	RK-13_48h	0.0468937254146321	0.0450552302887016	0.00183073557542888	0.0406331421168647	0.00183849512593047	TRUE	2	1	1	2	CTO::2
CTO	unknown	48h	48	RK-13	NC_001491.2	-	233772	EHV-1_48h_3	RK-13_48h	0.0450396112451448	0.0450552302887016	0.00183073557542888	0.0406331421168647	1.56190435567707e-05	FALSE	NA	1	1	3	CTO::3
NOIR_1	unknown	1h	1	RK-13	NC_001491.2	+	39	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	2	2	1	NOIR_1::1
NOIR_1	unknown	1h	1	RK-13	NC_001491.2	+	39	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	2	2	2	NOIR_1::2
NOIR_1	unknown	1h	1	RK-13	NC_001491.2	+	29	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	2	2	3	NOIR_1::3
