gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
CTO	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	11	0.404528986436619	9	12.3216180956083	0.515068067660104
NOIR_1	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.140807302356436	8	1.97050953173418	0.082371205546282
NOIR_2	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	5	0.140771195112317	11	6.67784685225582	0.279147239236984
ORF1	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	6	0.310584735738101	7	3.12483569263879	0.130624327866195
ORF10	6	0.689051478036021	0.878062695973578	0.731678670647206	0.0303874839044423	0.0163709722267545	0.00474701233762036	-0.891627323768113	0.273729447026131	0.429263639986398	7	0	1	0	0
ORF11	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	11	0.691214618826661	1	1.76603317513248	0.0738236884052864
ORF12	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.454953519933252	1	2.23277903193722	0.0933345906818683
ORF13	4	0.927865021435498	0.984644526289824	0.714915470295699	0.0110512046733586	0.00313283915331883	0.00490972957020543	-1.36430026166696	0.796497728268496	0.0290060998757735	9	0.514671611974115	3	3.50714514143928	0.146605620867969
ORF14	8	0.966696717390598	0.991457454370036	0.8591641554053	0.00664506686107925	0.00214734147742414	0.00392722008568658	-1.7307215238721	0.654149905060267	0.486367760825528	2	-0.218926572121894	6	6.00999518195372	0.251229715204269
ORF15	9	0.759660971305766	0.893568673326936	0.831013618125833	0.0277895979603222	0.0161101829573773	0.00404594707209209	-1.10195544471465	0.143776958590621	0.628216541274445	4	0.74241844202253	3	8.0786159368106	0.337702164411689
ORF16	9	0.759660971305766	0.893568673326936	0.831013618125833	0.0277895979603222	0.0161101829573773	0.00404594707209209	-1.10195544471465	0.143776958590621	0.628216541274445	4	0.801413934121422	1	1.65982231181559	0.0693838637240915
ORF17	5	0.951941162057395	0.987267245624675	0.835936731400771	0.00861041805726435	0.0029081195997602	0.00410749195156252	-1.60608072984967	0.628186293641167	0.35481279548597	1	0.233720629507432	3	1.66521974431063	0.0696094871043954
ORF18	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	10	0.269788930509702	9	6.20233547614486	0.259269920873159
ORF19	10	0.712285076987428	0.922020374168003	0.579023895259503	0.029125674440056	0.0113429226821821	0.00525688840970097	-0.809095208314826	0.609698211460366	0.409118108560993	2	0.460842134984834	1	1.06013776471322	0.0443158606026721
ORF2	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	11	0.603712035890264	4	4.21596883571139	0.176235856741823
ORF20	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	10	0.650532598041127	1	6.3190129257976	0.264147269616305
ORF21	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	5	0.264789247284085	10	5.86491283189208	0.245164985302888
ORF22	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	11	0.201778738366627	11	6.64046065117914	0.277584421902743
ORF23	8	0.966696717390598	0.991457454370036	0.8591641554053	0.00664506686107925	0.00214734147742414	0.00392722008568658	-1.7307215238721	0.654149905060267	0.486367760825528	11	0.309901955915	1	2.4747744821726	0.103450480329487
ORF24	5	0.951941162057395	0.987267245624675	0.835936731400771	0.00861041805726435	0.0029081195997602	0.00410749195156252	-1.60608072984967	0.628186293641167	0.35481279548597	7	-0.203100518271691	9	3.64059601918931	0.15218413216388
ORF25	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	2	0.118340541734158	5	16.6975528965155	0.697990818927099
ORF26	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	10	0.504956919030238	5	6.64777700514547	0.277890260005377
ORF27	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.428967360328172	3	1.72675873659441	0.0721819390011678
ORF28	5	0.951941162057395	0.987267245624675	0.835936731400771	0.00861041805726435	0.0029081195997602	0.00410749195156252	-1.60608072984967	0.628186293641167	0.35481279548597	7	-0.11191301392861	8	3.67220744630566	0.153505552496377
ORF29	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	10	0.652301932274112	2	8.50576594699371	0.355557881788973
ORF3	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	10	0.242682082834346	10	3.20109527860717	0.133812129766929
ORF30	12	0.925096128669929	0.973679481076829	0.879945922989765	0.0131254949186348	0.00579457090310214	0.00361283577107254	-1.55628525064037	0.381568745984722	0.473467280910614	3	0.472796622227753	1	1.78326736750422	0.0745441118183247
ORF31	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	3	0.433125807009039	3	9.65289260659323	0.403510050679186
ORF32	5	0.951941162057395	0.987267245624675	0.835936731400771	0.00861041805726435	0.0029081195997602	0.00410749195156252	-1.60608072984967	0.628186293641167	0.35481279548597	7	-0.0572708330069611	6	3.49556036244562	0.146121354135772
ORF33	4	0.927865021435498	0.984644526289824	0.714915470295699	0.0110512046733586	0.00313283915331883	0.00490972957020543	-1.36430026166696	0.796497728268496	0.0290060998757735	11	0.536372535707654	2	1.46422520990123	0.0612075170347829
ORF34	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	10	0.422917575256343	4	19.064842333108	0.796948211230346
ORF35	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.408907272138453	4	2.2540448573939	0.0942235443517661
ORF35.5	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	2	0.349820602327808	4	5.97333502820333	0.249697248087871
ORF36	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	8	0.433168573244628	7	4.52067117320247	0.18897301861174
ORF37	10	0.712285076987428	0.922020374168003	0.579023895259503	0.029125674440056	0.0113429226821821	0.00525688840970097	-0.809095208314826	0.609698211460366	0.409118108560993	1	0.410027927386973	2	1.11101560614498	0.0464426552549359
ORF38	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	10	0.463955140402975	2	5.60334099555561	0.23423076390025
ORF39	8	0.966696717390598	0.991457454370036	0.8591641554053	0.00664506686107925	0.00214734147742414	0.00392722008568658	-1.7307215238721	0.654149905060267	0.486367760825528	2	0.229767490599113	2	1.56270347642153	0.0653241038377135
ORF4	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	10	0.334965648056847	6	7.8704694010765	0.32900122650574
ORF40	2	0.771771845916462	0.920447195121348	0.735555116694884	0.0253658752107366	0.0119837178259293	0.00474057435790726	-1.01889384640974	0.38919214107303	0.767664875278276	11	0.627808147585035	3	5.52387438841962	0.230908902155839
ORF41	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.431247611976374	2	2.18616725293228	0.0913861258977802
ORF42	4	0.927865021435498	0.984644526289824	0.714915470295699	0.0110512046733586	0.00313283915331883	0.00490972957020543	-1.36430026166696	0.796497728268496	0.0290060998757735	11	0.580777026518146	1	1.74742092081056	0.0730456592703137
ORF43	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	2	0.511002644015997	3	2.15846511985043	0.0902281218072608
ORF44	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	8	0.296512731142616	6	1.51491563408265	0.0633264772743724
ORF46	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	4	0.520057625648622	2	8.97395401674613	0.375129071426383
ORF48	8	0.966696717390598	0.991457454370036	0.8591641554053	0.00664506686107925	0.00214734147742414	0.00392722008568658	-1.7307215238721	0.654149905060267	0.486367760825528	4	0.223413695429191	3	1.9497030968353	0.0815014553125785
ORF49	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.240933908124828	7	1.40384983949767	0.0586837068398294
ORF5	3	0.106362359196608	0.698468798741998	0.374852706247014	0.0458834611324513	0.0274718457622158	0.00509673599790313	-0.10048692828838	0.419514754069774	0.942968114055003	12	0.561700643892449	2	2.41704053158163	0.101037086720098
ORF50	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	5	0.297303320807164	8	8.59976725270354	0.359487322753123
ORF51	10	0.712285076987428	0.922020374168003	0.579023895259503	0.029125674440056	0.0113429226821821	0.00525688840970097	-0.809095208314826	0.609698211460366	0.409118108560993	2	0.288760395146108	4	3.05521095329429	0.127713875709892
ORF52	9	0.759660971305766	0.893568673326936	0.831013618125833	0.0277895979603222	0.0161101829573773	0.00404594707209209	-1.10195544471465	0.143776958590621	0.628216541274445	4	0.720651706957472	5	2.26156776242084	0.0945380166982833
ORF53	12	0.925096128669929	0.973679481076829	0.879945922989765	0.0131254949186348	0.00579457090310214	0.00361283577107254	-1.55628525064037	0.381568745984722	0.473467280910614	3	0.367451819433915	2	5.39304373154194	0.225439921287758
ORF54	9	0.759660971305766	0.893568673326936	0.831013618125833	0.0277895979603222	0.0161101829573773	0.00404594707209209	-1.10195544471465	0.143776958590621	0.628216541274445	4	0.774990611770273	2	3.06593469875271	0.128162149533061
ORF57	8	0.966696717390598	0.991457454370036	0.8591641554053	0.00664506686107925	0.00214734147742414	0.00392722008568658	-1.7307215238721	0.654149905060267	0.486367760825528	7	-0.422263530777462	7	3.46933705482425	0.145025167881711
ORF58	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	9	0.541881490948154	1	8.5507034777867	0.357436359678108
ORF59	7	0.998067550440527	0.999512979974009	0.975097773352488	0.000895262758061931	0.000264473735806884	0.00197453888808973	-2.62977964391542	0.668139999791107	0.640845469889176	5	0.332047012729916	5	1.50907756963442	0.0630824346047415
ORF6	4	0.927865021435498	0.984644526289824	0.714915470295699	0.0110512046733586	0.00313283915331883	0.00490972957020543	-1.36430026166696	0.796497728268496	0.0290060998757735	9	0.318843295103947	4	4.17955955644271	0.174713876676194
ORF60	9	0.759660971305766	0.893568673326936	0.831013618125833	0.0277895979603222	0.0161101829573773	0.00404594707209209	-1.10195544471465	0.143776958590621	0.628216541274445	4	0.737094645008847	4	2.04454305956037	0.0854659538028514
ORF61	1	0.341613198446497	0.729756833358824	0.563310317235469	0.039627464735041	0.0254016482837413	0.0052405023145566	-0.385722598922804	0.226355127680518	0.4554379652401	3	0.418191507215047	5	3.01343827078659	0.125967694754333
ORF62	11	0.965202291264104	0.990416874568315	0.874748777443961	0.00693384758104144	0.00239254482889625	0.00369966217365944	-1.7457056899772	0.596575848754633	0.263688876195257	4	-0.100405366803095	6	4.84895213313883	0.202695813651483
ORF63	12	0.925096128669929	0.973679481076829	0.879945922989765	0.0131254949186348	0.00579457090310214	0.00361283577107254	-1.55628525064037	0.381568745984722	0.473467280910614	3	-0.2361185671424	3	6.34713104585278	0.265322662787128
ORF64_1	5	0.951941162057395	0.987267245624675	0.835936731400771	0.00861041805726435	0.0029081195997602	0.00410749195156252	-1.60608072984967	0.628186293641167	0.35481279548597	7	0.305970206714488	2	3.0882689577444	0.129095765843209
ORF65_1	3	0.106362359196608	0.698468798741998	0.374852706247014	0.0458834611324513	0.0274718457622158	0.00509673599790313	-0.10048692828838	0.419514754069774	0.942968114055003	12	0.607269997755217	1	5.34039498046492	0.223239099100969
