cluster	1h	2h	4h	6h	8h	12h	18h	24h	48h
cluster_1	0	34.3611111111111	42.5277777777778	100.111111111111	260.361111111111	443.5	102.166666666667	82.4722222222222	120.416666666667
cluster_10	0	0.333333333333333	1.46666666666667	14.0666666666667	22.2	31.7333333333333	9.6	5.6	11.6
cluster_11	0.166666666666667	0.611111111111111	1.72222222222222	127.555555555556	501.944444444445	2014.33333333333	1270.5	1305.77777777778	1645.91666666667
cluster_12	0	57.5555555555556	35.5555555555556	13.5555555555556	17.5555555555556	23.4444444444444	2.11111111111111	3.22222222222222	4.66666666666667
cluster_2	0	1.33333333333333	4.42424242424242	55.9393939393939	173.69696969697	407.757575757576	133.848484848485	136.727272727273	181.454545454545
cluster_3	0.333333333333333	150.888888888889	164.555555555556	161.333333333333	201.555555555556	230.666666666667	16.6666666666667	13	19.6666666666667
cluster_4	0.0833333333333333	0.166666666666667	0	1.75	39.9166666666667	204.75	44.6666666666667	221.75	152.625
cluster_5	0.111111111111111	20.1481481481482	10.1851851851852	23.9259259259259	98.0740740740741	126.37037037037	17.1481481481482	11.962962962963	40.1666666666667
cluster_6	0	15.6666666666667	8.66666666666667	5.33333333333333	31.3333333333333	75	35.3333333333333	71	162.5
cluster_7	0.111111111111111	1.37037037037037	0.555555555555556	2.22222222222222	15.2222222222222	63	10.0740740740741	11.8148148148148	13.9444444444444
cluster_8	0	0.428571428571429	0.428571428571429	2.28571428571429	28.8571428571429	68.6190476190476	9.90476190476191	27.1428571428571	28.0714285714286
cluster_9	0	0.0555555555555556	0	1.44444444444444	16	945	869.055555555556	1394.16666666667	1437.25
