gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	best_label	labels
ORF37	L	6h	6	RK-13	15.6666666666667	4.16333199893227	0.265744595676528	3	3
ORF37	L	8h	8	RK-13	22.3333333333333	9.07377172587747	0.406288286233319	3	3
ORF38	L	12h	12	RK-13	141.666666666667	48.9114846772548	0.345257538898269	1	1
ORF38	L	18h	18	RK-13	25	3	0.12	1	1
ORF38	L	1h	1	RK-13	0	0		1	1
ORF38	L	24h	24	RK-13	14	2	0.142857142857143	1	1
ORF38	L	2h	2	RK-13	5.66666666666667	0.577350269189626	0.101885341621699	1	1
ORF38	L	48h	48	RK-13	16.6666666666667	2.08166599946613	0.124899959967968	1	1
ORF38	L	4h	4	RK-13	12.3333333333333	1.52752523165195	0.123853397160969	1	1
ORF38	L	6h	6	RK-13	25	1	0.04	1	1
ORF38	L	8h	8	RK-13	95.3333333333333	35.1615320106126	0.36882725885258	1	1
ORF39	L	12h	12	RK-13	129.666666666667	52.4436205208349	0.404449515584845	2	2
ORF39	L	18h	18	RK-13	9.33333333333333	3.05505046330389	0.327326835353989	2	2
ORF39	L	1h	1	RK-13	0	0		2	2
ORF39	L	24h	24	RK-13	24.6666666666667	3.05505046330389	0.123853397160969	2	2
ORF39	L	2h	2	RK-13	0	0		2	2
ORF39	L	48h	48	RK-13	20.6666666666667	7.57187779440037	0.366381183600018	2	2
ORF39	L	4h	4	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	2	2
ORF39	L	6h	6	RK-13	2.66666666666667	1.52752523165195	0.57282196186948	2	2
ORF39	L	8h	8	RK-13	36.6666666666667	4.16333199893227	0.113545418152698	2	2
ORF4	unknown	12h	12	RK-13	53.3333333333333	6.35085296108588	0.11907849302036	1	1
ORF4	unknown	18h	18	RK-13	6	4.35889894354067	0.726483157256779	1	1
ORF4	unknown	1h	1	RK-13	0	0		1	1
ORF4	unknown	24h	24	RK-13	6.33333333333333	1.52752523165195	0.24118819447136	1	1
ORF4	unknown	2h	2	RK-13	5.33333333333333	1.52752523165195	0.28641098093474	1	1
ORF4	unknown	48h	48	RK-13	9	4	0.444444444444444	1	1
ORF4	unknown	4h	4	RK-13	9	2.64575131106459	0.293972367896066	1	1
ORF4	unknown	6h	6	RK-13	37	5.56776436283002	0.150480117914325	1	1
ORF4	unknown	8h	8	RK-13	39.3333333333333	8.14452781524708	0.207064266489332	1	1
ORF40	L	12h	12	RK-13	164	21.7025344142107	0.132332526915919	2	2
ORF40	L	18h	18	RK-13	60.6666666666667	24.0069434400411	0.395718847912766	2	2
ORF40	L	1h	1	RK-13	0	0		2	2
ORF40	L	24h	24	RK-13	73	21.1660104885167	0.289945349157763	2	2
ORF40	L	2h	2	RK-13	0	0		2	2
ORF40	L	48h	48	RK-13	68.3333333333333	5.77350269189626	0.0844902832960428	2	2
ORF40	L	4h	4	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	2	2
ORF40	L	6h	6	RK-13	15	2.64575131106459	0.176383420737639	2	2
ORF40	L	8h	8	RK-13	64.6666666666667	9.07377172587747	0.140316057616662	2	2
ORF41	L	12h	12	RK-13	16.6666666666667	9.86576572463249	0.59194594347795	2	2
ORF41	L	18h	18	RK-13	15	6	0.4	2	2
ORF41	L	1h	1	RK-13	0	0		2	2
ORF41	L	24h	24	RK-13	28.3333333333333	2.51661147842358	0.0888215815914206	2	2
ORF41	L	2h	2	RK-13	0	0		2	2
ORF41	L	48h	48	RK-13	17	8.88819441731559	0.522834965724447	2	2
ORF41	L	4h	4	RK-13	0	0		2	2
ORF41	L	6h	6	RK-13	0	0		2	2
ORF41	L	8h	8	RK-13	3.66666666666667	3.51188458428425	0.957786704804795	2	2
ORF42	L	12h	12	RK-13	2156.33333333333	696.04046817217	0.322788901610219	2	2
ORF42	L	18h	18	RK-13	433	153.528498983088	0.354569281716138	2	2
ORF42	L	1h	1	RK-13	0	0		2	2
ORF42	L	24h	24	RK-13	1023.33333333333	273.863713064242	0.267619263580692	2	2
