gene	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
CTO	unknown	cluster_2	0.920447195121348	0.771771845916462	12.3216180956083	0.404528986436619
NOIR_1	unknown	cluster_7	0.999512979974009	0.998067550440527	1.97050953173418	0.140807302356436
NOIR_2	unknown	cluster_1	0.729756833358824	0.341613198446497	6.67784685225582	0.140771195112317
ORF1	unknown	cluster_1	0.729756833358824	0.341613198446497	3.12483569263879	0.310584735738101
ORF10	L	cluster_6	0.878062695973578	0.689051478036021	0	0
ORF11	L	cluster_2	0.920447195121348	0.771771845916462	1.76603317513248	0.691214618826661
ORF12	L	cluster_7	0.999512979974009	0.998067550440527	2.23277903193722	0.454953519933252
ORF13	L	cluster_4	0.984644526289824	0.927865021435498	3.50714514143928	0.514671611974115
ORF14	L	cluster_8	0.991457454370036	0.966696717390598	6.00999518195372	-0.218926572121894
ORF15	unknown	cluster_9	0.893568673326936	0.759660971305766	8.0786159368106	0.74241844202253
ORF16	L	cluster_9	0.893568673326936	0.759660971305766	1.65982231181559	0.801413934121422
ORF17	L	cluster_5	0.987267245624675	0.951941162057395	1.66521974431063	0.233720629507432
ORF18	L	cluster_1	0.729756833358824	0.341613198446497	6.20233547614486	0.269788930509702
ORF19	L	cluster_10	0.922020374168003	0.712285076987428	1.06013776471322	0.460842134984834
ORF2	unknown	cluster_2	0.920447195121348	0.771771845916462	4.21596883571139	0.603712035890264
ORF20	E	cluster_1	0.729756833358824	0.341613198446497	6.3190129257976	0.650532598041127
ORF21	E	cluster_1	0.729756833358824	0.341613198446497	5.86491283189208	0.264789247284085
ORF22	L	cluster_2	0.920447195121348	0.771771845916462	6.64046065117914	0.201778738366627
ORF23	L	cluster_8	0.991457454370036	0.966696717390598	2.4747744821726	0.309901955915
ORF24	L	cluster_5	0.987267245624675	0.951941162057395	3.64059601918931	-0.203100518271691
ORF25	L	cluster_11	0.990416874568315	0.965202291264104	16.6975528965155	0.118340541734158
ORF26	L	cluster_2	0.920447195121348	0.771771845916462	6.64777700514547	0.504956919030238
ORF27	L	cluster_7	0.999512979974009	0.998067550440527	1.72675873659441	0.428967360328172
ORF28	L	cluster_5	0.987267245624675	0.951941162057395	3.67220744630566	-0.11191301392861
ORF29	L	cluster_2	0.920447195121348	0.771771845916462	8.50576594699371	0.652301932274112
ORF3	L	cluster_2	0.920447195121348	0.771771845916462	3.20109527860717	0.242682082834346
ORF30	E	cluster_12	0.973679481076829	0.925096128669929	1.78326736750422	0.472796622227753
ORF31	E	cluster_1	0.729756833358824	0.341613198446497	9.65289260659323	0.433125807009039
ORF32	E	cluster_5	0.987267245624675	0.951941162057395	3.49556036244562	-0.0572708330069611
ORF33	L	cluster_4	0.984644526289824	0.927865021435498	1.46422520990123	0.536372535707654
ORF34	unknown	cluster_1	0.729756833358824	0.341613198446497	19.064842333108	0.422917575256343
ORF35	L	cluster_7	0.999512979974009	0.998067550440527	2.2540448573939	0.408907272138453
ORF35.5	L	cluster_11	0.990416874568315	0.965202291264104	5.97333502820333	0.349820602327808
ORF36	L	cluster_2	0.920447195121348	0.771771845916462	4.52067117320247	0.433168573244628
ORF37	L	cluster_10	0.922020374168003	0.712285076987428	1.11101560614498	0.410027927386973
ORF38	L	cluster_1	0.729756833358824	0.341613198446497	5.60334099555561	0.463955140402975
ORF39	L	cluster_8	0.991457454370036	0.966696717390598	1.56270347642153	0.229767490599113
ORF4	unknown	cluster_1	0.729756833358824	0.341613198446497	7.8704694010765	0.334965648056847
ORF40	L	cluster_2	0.920447195121348	0.771771845916462	5.52387438841962	0.627808147585035
ORF41	L	cluster_7	0.999512979974009	0.998067550440527	2.18616725293228	0.431247611976374
ORF42	L	cluster_4	0.984644526289824	0.927865021435498	1.74742092081056	0.580777026518146
ORF43	L	cluster_11	0.990416874568315	0.965202291264104	2.15846511985043	0.511002644015997
ORF44	L	cluster_7	0.999512979974009	0.998067550440527	1.51491563408265	0.296512731142616
ORF46	L	cluster_11	0.990416874568315	0.965202291264104	8.97395401674613	0.520057625648622
ORF48	L	cluster_8	0.991457454370036	0.966696717390598	1.9497030968353	0.223413695429191
ORF49	L	cluster_7	0.999512979974009	0.998067550440527	1.40384983949767	0.240933908124828
ORF5	E	cluster_3	0.698468798741998	0.106362359196608	2.41704053158163	0.561700643892449
ORF50	L	cluster_1	0.729756833358824	0.341613198446497	8.59976725270354	0.297303320807164
ORF51	E	cluster_10	0.922020374168003	0.712285076987428	3.05521095329429	0.288760395146108
ORF52	L	cluster_9	0.893568673326936	0.759660971305766	2.26156776242084	0.720651706957472
ORF53	E	cluster_12	0.973679481076829	0.925096128669929	5.39304373154194	0.367451819433915
ORF54	E	cluster_9	0.893568673326936	0.759660971305766	3.06593469875271	0.774990611770273
ORF57	L	cluster_8	0.991457454370036	0.966696717390598	3.46933705482425	-0.422263530777462
ORF58	L	cluster_11	0.990416874568315	0.965202291264104	8.5507034777867	0.541881490948154
ORF59	L	cluster_7	0.999512979974009	0.998067550440527	1.50907756963442	0.332047012729916
ORF6	L	cluster_4	0.984644526289824	0.927865021435498	4.17955955644271	0.318843295103947
ORF60	L	cluster_9	0.893568673326936	0.759660971305766	2.04454305956037	0.737094645008847
ORF61	E	cluster_1	0.729756833358824	0.341613198446497	3.01343827078659	0.418191507215047
ORF62	L	cluster_11	0.990416874568315	0.965202291264104	4.84895213313883	-0.100405366803095
ORF63	E	cluster_12	0.973679481076829	0.925096128669929	6.34713104585278	-0.2361185671424
ORF64_1	IE	cluster_5	0.987267245624675	0.951941162057395	3.0882689577444	0.305970206714488
ORF65_1	E	cluster_3	0.698468798741998	0.106362359196608	5.34039498046492	0.607269997755217
ORF66_1	unknown	cluster_10	0.922020374168003	0.712285076987428	2.01897025903554	0.326732229874413
ORF67_1	L	cluster_5	0.987267245624675	0.951941162057395	23.922310213452	-0.107455807531788
ORF68	L	cluster_8	0.991457454370036	0.966696717390598	1.97817986159299	0.0673983392463002
ORF69	E	cluster_3	0.698468798741998	0.106362359196608	5.46701122104181	0.346481684232087
ORF7	E	cluster_5	0.987267245624675	0.951941162057395	2.95654655133573	0.356164849549522
ORF70	L	cluster_7	0.999512979974009	0.998067550440527	12.867001496423	0.101787808973566
ORF71	unknown	cluster_8	0.991457454370036	0.966696717390598	2.6514788777145	0.0921815375595291
ORF72	L	cluster_9	0.893568673326936	0.759660971305766	9.04172968837206	0.217185990385534
ORF73	L	cluster_2	0.920447195121348	0.771771845916462	5.42836776940194	0.456182967889102
ORF74	L	cluster_5	0.987267245624675	0.951941162057395	3.78761846797322	0.0102991467560052
ORF75	unknown	cluster_5	0.987267245624675	0.951941162057395	3.73964243838147	-0.0565224288406678
ORF76	L	cluster_10	0.922020374168003	0.712285076987428	3.24382326575478	-0.161889879868392
ORF8	L	cluster_2	0.920447195121348	0.771771845916462	2.23488431341757	0.413008127817212
ORF9	L	cluster_1	0.729756833358824	0.341613198446497	4.7497008160621	0.107061510923197
