gene	Kinetic_class	hpi	Time	cell_line	sample	seqnames	strand	norm_base	group	read_count	norm_read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	best_label	labels
ORF19	L	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	+	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	3	3
ORF19	L	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	+	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	3	3
ORF19	L	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	+	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	3	3
ORF19	L	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	+	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	3	3
ORF19	L	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	+	1	RK-13_4h	1	-0.186165348121032	2	1.73205080756888	0.866025403784439	1	FALSE	NA	3	3
ORF19	L	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	+	1	RK-13_4h	1	-0.000687625893181165	2	1.73205080756888	0.866025403784439	1	FALSE	NA	3	3
ORF19	L	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	+	1	RK-13_4h	4	1.45952197511435	2	1.73205080756888	0.866025403784439	2	TRUE	3	3	3
ORF19	L	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	+	1	RK-13_6h	13	2.37028661411371	12.6666666666667	2.51661147842358	0.198679853559757	0.333333333333334	FALSE	NA	3	3
ORF19	L	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	+	1	RK-13_6h	10	1.96777935319412	12.6666666666667	2.51661147842358	0.198679853559757	2.66666666666667	TRUE	2	3	3
ORF19	L	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	+	1	RK-13_6h	15	2.77947890273433	12.6666666666667	2.51661147842358	0.198679853559757	2.33333333333333	FALSE	NA	3	3
ORF19	L	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	+	1	RK-13_8h	20	1.27376709642084	29.3333333333333	10.0664459136943	0.343174292512307	9.33333333333333	FALSE	NA	3	3
ORF19	L	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	+	1	RK-13_8h	40	2.10247073489431	29.3333333333333	10.0664459136943	0.343174292512307	10.6666666666667	TRUE	2	3	3
ORF19	L	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	+	1	RK-13_8h	28	1.08803019948352	29.3333333333333	10.0664459136943	0.343174292512307	1.33333333333333	FALSE	NA	3	3
ORF19	L	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	+	1	RK-13_12h	68	1.07894851263563	45.3333333333333	20.2566861389847	0.446838664830544	22.6666666666667	TRUE	1	3	3
ORF19	L	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	+	1	RK-13_12h	29	0.441551651386153	45.3333333333333	20.2566861389847	0.446838664830544	16.3333333333333	FALSE	NA	3	3
ORF19	L	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	+	1	RK-13_12h	39	0.920809312886764	45.3333333333333	20.2566861389847	0.446838664830544	6.33333333333334	FALSE	NA	3	3
ORF19	L	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	+	1	RK-13_18h	10	0.436994893999482	8.33333333333333	2.88675134594813	0.346410161513775	1.66666666666667	FALSE	NA	3	3
ORF19	L	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	+	1	RK-13_18h	5	-0.082055052308059	8.33333333333333	2.88675134594813	0.346410161513775	3.33333333333333	TRUE	2	3	3
ORF19	L	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	+	1	RK-13_18h	10	1.16109705910336	8.33333333333333	2.88675134594813	0.346410161513775	1.66666666666667	FALSE	NA	3	3
ORF19	L	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	+	1	RK-13_24h	9	-0.0912469335714403	8.33333333333333	1.15470053837925	0.13856406460551	0.666666666666666	FALSE	NA	3	3
ORF19	L	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	+	1	RK-13_24h	7	0.0629636517217156	8.33333333333333	1.15470053837925	0.13856406460551	1.33333333333333	TRUE	2	3	3
ORF19	L	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	+	1	RK-13_24h	9	0.68651118617997	8.33333333333333	1.15470053837925	0.13856406460551	0.666666666666666	FALSE	NA	3	3
ORF19	L	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	+	1	RK-13_48h	16	0.434463649518738	12	4.58257569495584	0.381881307912987	4	FALSE	NA	3	3
ORF19	L	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	+	1	RK-13_48h	13	0.583400977442938	12	4.58257569495584	0.381881307912987	1	FALSE	NA	3	3
ORF19	L	48h	48	RK-13	EHV-1_48h_3	NC_001491.2	+	1	RK-13_48h	7	0.0969551531701616	12	4.58257569495584	0.381881307912987	5	TRUE	3	3	3
ORF2	unknown	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	-	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	-	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	-	1	RK-13_2h	0	-1.63673924139448	0	0		0		NA	2	2
ORF2	unknown	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	-	1	RK-13_4h	0	-1.63673924139448	0.666666666666667	0.577350269189626	0.866025403784439	0.666666666666667	TRUE	1	2	2
ORF2	unknown	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	-	1	RK-13_4h	1	-0.000687625893181165	0.666666666666667	0.577350269189626	0.866025403784439	0.333333333333333	FALSE	NA	2	2
ORF2	unknown	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	-	1	RK-13_4h	1	-0.402559166279246	0.666666666666667	0.577350269189626	0.866025403784439	0.333333333333333	FALSE	NA	2	2
ORF2	unknown	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	-	1	RK-13_6h	28	4.02809097958864	25	3.60555127546399	0.14422205101856	3	FALSE	NA	2	2
ORF2	unknown	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	-	1	RK-13_6h	21	3.56670366211258	25	3.60555127546399	0.14422205101856	4	TRUE	2	2	2
ORF2	unknown	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	-	1	RK-13_6h	26	3.96892299559838	25	3.60555127546399	0.14422205101856	1	FALSE	NA	2	2
ORF2	unknown	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	-	1	RK-13_8h	89	4.37381753975056	119.666666666667	33.2465537061112	0.277826354090065	30.6666666666667	FALSE	NA	2	2
ORF2	unknown	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	-	1	RK-13_8h	115	4.35858286045864	119.666666666667	33.2465537061112	0.277826354090065	4.66666666666667	FALSE	NA	2	2
ORF2	unknown	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	-	1	RK-13_8h	155	4.59929628983466	119.666666666667	33.2465537061112	0.277826354090065	35.3333333333333	TRUE	3	2	2
ORF2	unknown	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	-	1	RK-13_12h	314	4.22118946502363	253.333333333333	54.1233159861195	0.213644668366261	60.6666666666667	TRUE	1	2	2
ORF2	unknown	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	-	1	RK-13_12h	210	4.29640621575712	253.333333333333	54.1233159861195	0.213644668366261	43.3333333333334	FALSE	NA	2	2
ORF2	unknown	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	236	4.57651305214887	253.333333333333	54.1233159861195	0.213644668366261	17.3333333333333	FALSE	NA	2	2
ORF2	unknown	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	60	3.90175593135616	46.3333333333333	11.9303534454489	0.257489642707529	13.6666666666667	TRUE	1	2	2
ORF2	unknown	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	38	3.50383325623887	46.3333333333333	11.9303534454489	0.257489642707529	8.33333333333334	FALSE	NA	2	2
ORF2	unknown	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	41	4.07515226710196	46.3333333333333	11.9303534454489	0.257489642707529	5.33333333333334	FALSE	NA	2	2
ORF2	unknown	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	43	2.47007474051336	29	12.2882057274445	0.423731231980845	14	TRUE	1	2	2
ORF2	unknown	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	20	1.69822707909344	29	12.2882057274445	0.423731231980845	9	FALSE	NA	2	2
ORF2	unknown	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	24	2.51586911258963	29	12.2882057274445	0.423731231980845	5	FALSE	NA	2	2
ORF2	unknown	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	91	3.78547546386411	86	9.53939201416946	0.110923162955459	5	FALSE	NA	2	2
ORF2	unknown	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	75	4.03430509314034	86	9.53939201416946	0.110923162955459	11	TRUE	2	2	2
ORF2	unknown	48h	48	RK-13	EHV-1_48h_3	NC_001491.2	-	1	RK-13_48h	92	4.95384288383045	86	9.53939201416946	0.110923162955459	6	FALSE	NA	2	2
ORF20	E	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF20	E	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF20	E	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF20	E	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	-	1	RK-13_2h	52	6.8524330667648	47.6666666666667	6.65832811847939	0.139685205282785	4.33333333333334	FALSE	NA	1	1
ORF20	E	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	-	1	RK-13_2h	51	6.83117324196193	47.6666666666667	6.65832811847939	0.139685205282785	3.33333333333334	FALSE	NA	1	1
ORF20	E	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	-	1	RK-13_2h	40	6.57495910570367	47.6666666666667	6.65832811847939	0.139685205282785	7.66666666666666	TRUE	3	1	1
ORF20	E	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	-	1	RK-13_4h	37	6.39216766690373	50	11.3578166916005	0.227156333832011	13	TRUE	1	1	1
ORF20	E	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	-	1	RK-13_4h	55	7.36906580483351	50	11.3578166916005	0.227156333832011	5	FALSE	NA	1	1
ORF20	E	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	-	1	RK-13_4h	58	6.76797840963242	50	11.3578166916005	0.227156333832011	8	FALSE	NA	1	1
ORF20	E	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	-	1	RK-13_6h	140	7.03699013846547	144.333333333333	5.13160143944688	0.0355538205966297	4.33333333333334	FALSE	NA	1	1
ORF20	E	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	-	1	RK-13_6h	143	7.19027832569903	144.333333333333	5.13160143944688	0.0355538205966297	1.33333333333334	FALSE	NA	1	1
ORF20	E	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	-	1	RK-13_6h	150	7.23162726411389	144.333333333333	5.13160143944688	0.0355538205966297	5.66666666666666	TRUE	3	1	1
ORF20	E	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	-	1	RK-13_8h	236	6.23349500744733	332.333333333333	100.758787871497	0.303185921378627	96.3333333333333	FALSE	NA	1	1
ORF20	E	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	-	1	RK-13_8h	324	6.32667918019667	332.333333333333	100.758787871497	0.303185921378627	8.33333333333331	FALSE	NA	1	1
ORF20	E	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	-	1	RK-13_8h	437	6.53531184415431	332.333333333333	100.758787871497	0.303185921378627	104.666666666667	TRUE	3	1	1
ORF20	E	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	-	1	RK-13_12h	608	5.52660469347293	490.666666666667	101.63332786706	0.20713314103341	117.333333333333	TRUE	1	1	1
ORF20	E	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	-	1	RK-13_12h	430	5.69974787815516	490.666666666667	101.63332786706	0.20713314103341	60.6666666666667	FALSE	NA	1	1
ORF20	E	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	434	5.75688449928174	490.666666666667	101.63332786706	0.20713314103341	56.6666666666667	FALSE	NA	1	1
ORF20	E	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	147	5.67766999351755	100	40.853396431631	0.40853396431631	47	TRUE	1	1	1
ORF20	E	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	80	5.02856034909284	100	40.853396431631	0.40853396431631	20	FALSE	NA	1	1
ORF20	E	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	73	5.2298770294825	100	40.853396431631	0.40853396431631	27	FALSE	NA	1	1
ORF20	E	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	98	4.24019350111523	80.6666666666667	15.1437555888007	0.187732507299183	17.3333333333333	TRUE	1	1	1
ORF20	E	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	70	4.3487369149248	80.6666666666667	15.1437555888007	0.187732507299183	10.6666666666667	FALSE	NA	1	1
ORF20	E	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	74	4.89054391280403	80.6666666666667	15.1437555888007	0.187732507299183	6.66666666666667	FALSE	NA	1	1
ORF20	E	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	169	5.04128643393228	117	49.6890329952194	0.42469258970273	52	TRUE	1	1	1
ORF20	E	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	112	4.84579597390684	117	49.6890329952194	0.42469258970273	5	FALSE	NA	1	1
ORF20	E	48h	48	RK-13	EHV-1_48h_3	NC_001491.2	-	1	RK-13_48h	70	4.40744223318949	117	49.6890329952194	0.42469258970273	47	FALSE	NA	1	1
ORF21	E	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF21	E	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF21	E	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	1	1
ORF21	E	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	-	1	RK-13_2h	22	5.31018344918697	14	6.92820323027551	0.494871659305394	8	TRUE	1	1	1
ORF21	E	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	-	1	RK-13_2h	10	3.73408710301203	14	6.92820323027551	0.494871659305394	4	FALSE	NA	1	1
ORF21	E	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	-	1	RK-13_2h	10	3.93168134220856	14	6.92820323027551	0.494871659305394	4	FALSE	NA	1	1
ORF21	E	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	-	1	RK-13_4h	11	4.072616385594	15	3.60555127546399	0.240370085030933	4	TRUE	1	1	1
ORF21	E	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	-	1	RK-13_4h	16	5.17366454593939	15	3.60555127546399	0.240370085030933	1	FALSE	NA	1	1
ORF21	E	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	-	1	RK-13_4h	18	4.60236205661429	15	3.60555127546399	0.240370085030933	3	FALSE	NA	1	1
ORF21	E	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	-	1	RK-13_6h	12	2.20126361101015	10.3333333333333	4.72581562625261	0.457336996088962	1.66666666666667	FALSE	NA	1	1
ORF21	E	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	-	1	RK-13_6h	14	2.67952692135109	10.3333333333333	4.72581562625261	0.457336996088962	3.66666666666667	FALSE	NA	1	1
ORF21	E	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	-	1	RK-13_6h	5	0.691205895243983	10.3333333333333	4.72581562625261	0.457336996088962	5.33333333333333	TRUE	3	1	1
ORF21	E	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	-	1	RK-13_8h	57	3.44118343233346	93	31.2409987036266	0.335924717243297	36	TRUE	1	1	1
ORF21	E	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	-	1	RK-13_8h	109	4.24946252089848	93	31.2409987036266	0.335924717243297	16	FALSE	NA	1	1
ORF21	E	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	-	1	RK-13_8h	113	3.95423210831654	93	31.2409987036266	0.335924717243297	20	FALSE	NA	1	1
ORF21	E	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	-	1	RK-13_12h	250	3.74715898777592	185.333333333333	56.5714886964568	0.305241845484479	64.6666666666667	TRUE	1	1	1
ORF21	E	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	-	1	RK-13_12h	145	3.52144914794106	185.333333333333	56.5714886964568	0.305241845484479	40.3333333333333	FALSE	NA	1	1
ORF21	E	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	161	3.79121357560767	185.333333333333	56.5714886964568	0.305241845484479	24.3333333333333	FALSE	NA	1	1
ORF21	E	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	21	1.67086309719917	15	7.93725393319377	0.529150262212918	6	FALSE	NA	1	1
ORF21	E	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	18	1.89823968785126	15	7.93725393319377	0.529150262212918	3	FALSE	NA	1	1
ORF21	E	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	6	0.373317689472631	15	7.93725393319377	0.529150262212918	9	TRUE	3	1	1
ORF21	E	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	39	2.26213165185437	27	10.4403065089106	0.386678018848539	12	TRUE	1	1	1
ORF21	E	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	20	1.69822707909344	27	10.4403065089106	0.386678018848539	7	FALSE	NA	1	1
ORF21	E	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	22	2.32950242824375	27	10.4403065089106	0.386678018848539	5	FALSE	NA	1	1
ORF21	E	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	38	1.90993051750082	24.3333333333333	14.0118997046558	0.575831494711882	13.6666666666667	FALSE	NA	1	1
ORF21	E	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	25	1.69972301321736	24.3333333333333	14.0118997046558	0.575831494711882	0.666666666666668	FALSE	NA	1	1
ORF21	E	48h	48	RK-13	EHV-1_48h_3	NC_001491.2	-	1	RK-13_48h	10	0.567294766841396	24.3333333333333	14.0118997046558	0.575831494711882	14.3333333333333	TRUE	3	1	1
ORF22	L	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF22	L	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF22	L	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	-	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF22	L	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	-	1	RK-13_2h	3	1.22575536597652	4	1	0.25	1	TRUE	1	2	2
ORF22	L	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	-	1	RK-13_2h	4	1.77604967237454	4	1	0.25	0	FALSE	NA	2	2
ORF22	L	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	-	1	RK-13_2h	5	2.42958564032938	4	1	0.25	1	TRUE	3	2	2
ORF22	L	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	-	1	RK-13_4h	6	2.76615608722989	13.6666666666667	7.50555349946514	0.549186841424278	7.66666666666667	TRUE	1	2	2
ORF22	L	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	-	1	RK-13_4h	14	4.91151487794288	13.6666666666667	7.50555349946514	0.549186841424278	0.333333333333334	FALSE	NA	2	2
ORF22	L	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	-	1	RK-13_4h	21	4.90949237008219	13.6666666666667	7.50555349946514	0.549186841424278	7.33333333333333	FALSE	NA	2	2
ORF22	L	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	-	1	RK-13_6h	48	5.1117582037032	47.3333333333333	13.0128141972954	0.274918609802016	0.666666666666664	FALSE	NA	2	2
ORF22	L	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	-	1	RK-13_6h	34	4.56447218672416	47.3333333333333	13.0128141972954	0.274918609802016	13.3333333333333	TRUE	2	2	2
ORF22	L	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	-	1	RK-13_6h	60	5.626290096817	47.3333333333333	13.0128141972954	0.274918609802016	12.6666666666667	FALSE	NA	2	2
ORF22	L	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	-	1	RK-13_8h	129	5.11354496750548	184.333333333333	50.2128801537348	0.272402604812305	55.3333333333334	TRUE	1	2	2
ORF22	L	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	-	1	RK-13_8h	197	5.42205699928326	184.333333333333	50.2128801537348	0.272402604812305	12.6666666666667	FALSE	NA	2	2
ORF22	L	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	-	1	RK-13_8h	227	5.35028510888037	184.333333333333	50.2128801537348	0.272402604812305	42.6666666666667	FALSE	NA	2	2
ORF22	L	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	-	1	RK-13_12h	661	5.68280374858493	507.333333333333	133.978854052919	0.264084469223887	153.666666666667	TRUE	1	2	2
ORF22	L	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	-	1	RK-13_12h	446	5.76700571193965	507.333333333333	133.978854052919	0.264084469223887	61.3333333333333	FALSE	NA	2	2
ORF22	L	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	415	5.67430629052207	507.333333333333	133.978854052919	0.264084469223887	92.3333333333333	FALSE	NA	2	2
ORF22	L	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	300	6.93345708435718	228	63.9061812346818	0.280290268573166	72	TRUE	1	2	2
ORF22	L	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	206	6.75136895118672	228	63.9061812346818	0.280290268573166	22	FALSE	NA	2	2
ORF22	L	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	178	6.83461488966582	228	63.9061812346818	0.280290268573166	50	FALSE	NA	2	2
ORF22	L	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	426	6.97414165248085	330.333333333333	83.1043520721589	0.251577251479795	95.6666666666667	TRUE	1	2	2
ORF22	L	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	276	6.89847724502464	330.333333333333	83.1043520721589	0.251577251479795	54.3333333333333	FALSE	NA	2	2
ORF22	L	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	289	7.34125475185	330.333333333333	83.1043520721589	0.251577251479795	41.3333333333333	FALSE	NA	2	2
ORF22	L	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	473	6.90522267116827	321.666666666667	164.852459288096	0.512494692087345	151.333333333333	FALSE	NA	2	2
ORF22	L	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	346	6.90474274184389	321.666666666667	164.852459288096	0.512494692087345	24.3333333333333	FALSE	NA	2	2
ORF22	L	48h	48	RK-13	EHV-1_48h_3	NC_001491.2	-	1	RK-13_48h	146	5.83383249321623	321.666666666667	164.852459288096	0.512494692087345	175.666666666667	TRUE	3	2	2
ORF23	L	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	+	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF23	L	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	+	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF23	L	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	+	1	RK-13_1h	0	-1.63673924139448	0	0		0		NA	2	2
ORF23	L	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	+	1	RK-13_2h	2	0.572916685490956	1	1	1	1	TRUE	1	2	2
ORF23	L	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	+	1	RK-13_2h	1	-0.251553740452404	1	1	1	0	FALSE	NA	2	2
ORF23	L	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	+	1	RK-13_2h	0	-1.63673924139448	1	1	1	1	TRUE	3	2	2
ORF23	L	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	+	1	RK-13_4h	0	-1.63673924139448	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	2	2
ORF23	L	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	+	1	RK-13_4h	0	-1.63673924139448	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	2	2
ORF23	L	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	+	1	RK-13_4h	1	-0.402559166279246	0.333333333333333	0.577350269189626	1.73205080756888	0.666666666666667	TRUE	3	2	2
ORF23	L	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	+	1	RK-13_6h	4	0.310970455018958	4	1	0.25	0	FALSE	NA	2	2
ORF23	L	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	+	1	RK-13_6h	5	0.726878534349771	4	1	0.25	1	TRUE	2	2	2
ORF23	L	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	+	1	RK-13_6h	3	0.0149846062664909	4	1	0.25	1	TRUE	3	2	2
ORF23	L	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	+	1	RK-13_8h	29	1.98406118050083	43.3333333333333	16.2583311976763	0.375192258407914	14.3333333333333	FALSE	NA	2	2
ORF23	L	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	+	1	RK-13_8h	40	2.10247073489431	43.3333333333333	16.2583311976763	0.375192258407914	3.33333333333334	FALSE	NA	2	2
ORF23	L	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	+	1	RK-13_8h	61	2.61862100516121	43.3333333333333	16.2583311976763	0.375192258407914	17.6666666666667	TRUE	3	2	2
ORF23	L	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	+	1	RK-13_12h	117	2.10540217077285	93.3333333333333	20.5020324195757	0.219664633066883	23.6666666666667	TRUE	1	2	2
