cluster	1h	2h	4h	6h	8h	12h	18h	24h	48h
unclustered	0.10126582278481	18.9662447257384	19.8270042194093	53.7510548523207	163.877637130802	484.227848101266	244.084388185654	318.236286919831	379.303797468354
