gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	cluster	rep	rep_gene
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.000978811607554123	0.000955048620281387	5.9202965794668e-05	0.0619894783756925	2.37629872727354e-05	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.000887656033287101	0.000955048620281387	5.9202965794668e-05	0.0619894783756925	6.73925869942858e-05	TRUE	2	cluster_1	2	ORF1::2
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.000998678220002937	0.000955048620281387	5.9202965794668e-05	0.0619894783756925	4.36295997215503e-05	FALSE	NA	cluster_1	3	ORF1::3
ORF1	unknown	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.00154148726944134	0.00161069034155031	9.78679231343797e-05	0.0607614763742736	0.00020243901288959	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.00167989341365927	0.00161069034155031	9.78679231343797e-05	0.0607614763742736	0.000340845157107517	FALSE	NA	cluster_1	2	ORF1::2
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	unclustered	1	ORF2::1
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	14	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	unclustered	2	ORF2::2
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	8	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	unclustered	3	ORF2::3
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	2197	EHV-1_2h_1	RK-13_2h	0	0	0		0		NA	unclustered	1	ORF2::1
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	1685	EHV-1_2h_2	RK-13_2h	0	0	0		0		NA	unclustered	2	ORF2::2
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	1452	EHV-1_2h_3	RK-13_2h	0	0	0		0		NA	unclustered	3	ORF2::3
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	2051	EHV-1_4h_1	RK-13_4h	0	0.000231817690795576	0.000204366629501068	0.881583406338411	0.000231817690795576	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	2591	EHV-1_4h_2	RK-13_4h	0.000385951370127364	0.000231817690795576	0.000204366629501068	0.881583406338411	0.000154133679331789	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	3231	EHV-1_4h_3	RK-13_4h	0.000309501702259362	0.000231817690795576	0.000204366629501068	0.881583406338411	7.7684011463787e-05	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	14162	EHV-1_6h_1	RK-13_6h	0.00197712187544132	0.00176490070072637	0.000197728881014189	0.112033997682029	0.000212221174714954	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	13242	EHV-1_6h_2	RK-13_6h	0.00158586316266425	0.00176490070072637	0.000197728881014189	0.112033997682029	0.000179037538062118	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	15014	EHV-1_6h_3	RK-13_6h	0.00173171706407353	0.00176490070072637	0.000197728881014189	0.112033997682029	3.31836366528364e-05	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	15660	EHV-1_8h_1	RK-13_8h	0.00568326947637293	0.00565898099548004	0.000438065005876128	0.0774105808494535	2.42884808928853e-05	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	22076	EHV-1_8h_2	RK-13_8h	0.00520927704294256	0.00565898099548004	0.000438065005876128	0.0774105808494535	0.000449703952537478	TRUE	2	unclustered	2	ORF2::2
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	25475	EHV-1_8h_3	RK-13_8h	0.00608439646712463	0.00565898099548004	0.000438065005876128	0.0774105808494535	0.000425415471644592	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	73125	EHV-1_12h_1	RK-13_12h	0.00429401709401709	0.0044109464371024	0.000321112563821371	0.0727990168097153	0.000116929343085302	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	50424	EHV-1_12h_2	RK-13_12h	0.00416468348405521	0.0044109464371024	0.000321112563821371	0.0727990168097153	0.000246262953047185	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	49433	EHV-1_12h_3	RK-13_12h	0.00477413873323488	0.0044109464371024	0.000321112563821371	0.0727990168097153	0.000363192296132487	TRUE	3	unclustered	3	ORF2::3
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	64048	EHV-1_18h_1	RK-13_18h	0.000936797401948539	0.000965716398777882	9.58621648112058e-05	0.099265338077017	2.89189968293434e-05	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	42810	EHV-1_18h_2	RK-13_18h	0.00088764307404812	0.000965716398777882	9.58621648112058e-05	0.099265338077017	7.80733247297623e-05	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	38221	EHV-1_18h_3	RK-13_18h	0.00107270872033699	0.000965716398777882	9.58621648112058e-05	0.099265338077017	0.000106992321559106	TRUE	3	unclustered	3	ORF2::3
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	52104	EHV-1_24h_1	RK-13_24h	0.000825272531859358	0.000695002294810192	0.000135517825644205	0.194989033354509	0.000130270237049166	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	36050	EHV-1_24h_2	RK-13_24h	0.000554785020804438	0.000695002294810192	0.000135517825644205	0.194989033354509	0.000140217274005754	TRUE	2	unclustered	2	ORF2::2
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	34045	EHV-1_24h_3	RK-13_24h	0.000704949331766779	0.000695002294810192	0.000135517825644205	0.194989033354509	9.94703695658737e-06	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	48h	48	RK-13	NC_001491.2	-	75252	EHV-1_48h_1	RK-13_48h	0.00120927018551002	0.00132872708140125	0.000168937562288365	0.127142409192268	0.000615141406745012	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	48h	48	RK-13	NC_001491.2	-	51789	EHV-1_48h_2	RK-13_48h	0.00144818397729248	0.00132872708140125	0.000168937562288365	0.127142409192268	0.000376227614962556	FALSE	NA	unclustered	2	ORF2::2
ORF3	L	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_2	1	ORF3::1
ORF3	L	1h	1	RK-13	NC_001491.2	+	14	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_2	2	ORF3::2
ORF3	L	1h	1	RK-13	NC_001491.2	+	8	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_2	3	ORF3::3
ORF3	L	2h	2	RK-13	NC_001491.2	+	2197	EHV-1_2h_1	RK-13_2h	0	0.00019782393669634	0.000342641109311351	1.73205080756888	0.00019782393669634	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	2h	2	RK-13	NC_001491.2	+	1685	EHV-1_2h_2	RK-13_2h	0.000593471810089021	0.00019782393669634	0.000342641109311351	1.73205080756888	0.000395647873392681	TRUE	2	cluster_2	2	ORF3::2
ORF3	L	2h	2	RK-13	NC_001491.2	+	1452	EHV-1_2h_3	RK-13_2h	0	0.00019782393669634	0.000342641109311351	1.73205080756888	0.00019782393669634	FALSE	NA	cluster_2	3	ORF3::3
ORF3	L	4h	4	RK-13	NC_001491.2	+	2051	EHV-1_4h_1	RK-13_4h	0.00243783520234032	0.00256522036998738	0.00109070090506839	0.425187994696049	0.000127385167647054	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	4h	4	RK-13	NC_001491.2	+	2591	EHV-1_4h_2	RK-13_4h	0.00154380548050946	0.00256522036998738	0.00109070090506839	0.425187994696049	0.00102141488947792	FALSE	NA	cluster_2	2	ORF3::2
ORF3	L	4h	4	RK-13	NC_001491.2	+	3231	EHV-1_4h_3	RK-13_4h	0.00371402042711235	0.00256522036998738	0.00109070090506839	0.425187994696049	0.00114880005712497	TRUE	3	cluster_2	3	ORF3::3
ORF3	L	6h	6	RK-13	NC_001491.2	+	14162	EHV-1_6h_1	RK-13_6h	0.00571953113966954	0.0050345948787282	0.000638620282972901	0.126846409364764	0.000684936260941337	TRUE	1	cluster_2	1	ORF3::1
ORF3	L	6h	6	RK-13	NC_001491.2	+	13242	EHV-1_6h_2	RK-13_6h	0.00445552031415194	0.0050345948787282	0.000638620282972901	0.126846409364764	0.000579074564576261	FALSE	NA	cluster_2	2	ORF3::2
ORF3	L	6h	6	RK-13	NC_001491.2	+	15014	EHV-1_6h_3	RK-13_6h	0.00492873318236313	0.0050345948787282	0.000638620282972901	0.126846409364764	0.000105861696365075	FALSE	NA	cluster_2	3	ORF3::3
ORF3	L	8h	8	RK-13	NC_001491.2	+	15660	EHV-1_8h_1	RK-13_8h	0.00753512132822478	0.00731911729729638	0.000872235301491035	0.119172198785943	0.000216004030928398	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	8h	8	RK-13	NC_001491.2	+	22076	EHV-1_8h_2	RK-13_8h	0.00806305490125023	0.00731911729729638	0.000872235301491035	0.119172198785943	0.000743937603953849	FALSE	NA	cluster_2	2	ORF3::2
ORF3	L	8h	8	RK-13	NC_001491.2	+	25475	EHV-1_8h_3	RK-13_8h	0.00635917566241413	0.00731911729729638	0.000872235301491035	0.119172198785943	0.000959941634882247	TRUE	3	cluster_2	3	ORF3::3
ORF3	L	12h	12	RK-13	NC_001491.2	+	73125	EHV-1_12h_1	RK-13_12h	0.00490940170940171	0.00465467809366646	0.000236402031752342	0.0507880517181221	0.000254723615735248	TRUE	1	cluster_2	1	ORF3::1
ORF3	L	12h	12	RK-13	NC_001491.2	+	50424	EHV-1_12h_2	RK-13_12h	0.00444232904965889	0.00465467809366646	0.000236402031752342	0.0507880517181221	0.00021234904400757	FALSE	NA	cluster_2	2	ORF3::2
ORF3	L	12h	12	RK-13	NC_001491.2	+	49433	EHV-1_12h_3	RK-13_12h	0.00461230352193879	0.00465467809366646	0.000236402031752342	0.0507880517181221	4.23745717276769e-05	FALSE	NA	cluster_2	3	ORF3::3
ORF3	L	18h	18	RK-13	NC_001491.2	+	64048	EHV-1_18h_1	RK-13_18h	0.00159255558331252	0.00155245034391774	5.10546053851546e-05	0.0328864659569814	4.010523939478e-05	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	18h	18	RK-13	NC_001491.2	+	42810	EHV-1_18h_2	RK-13_18h	0.00149497780892315	0.00155245034391774	5.10546053851546e-05	0.0328864659569814	5.74725349945871e-05	TRUE	2	cluster_2	2	ORF3::2
ORF3	L	18h	18	RK-13	NC_001491.2	+	38221	EHV-1_18h_3	RK-13_18h	0.00156981763951754	0.00155245034391774	5.10546053851546e-05	0.0328864659569814	1.73672955998069e-05	FALSE	NA	cluster_2	3	ORF3::3
ORF3	L	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.00124750499001996	0.00136280308105377	0.000238111268054225	0.174721697774641	0.000115298091033807	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.00163661581137309	0.00136280308105377	0.000238111268054225	0.174721697774641	0.000273812730319326	TRUE	2	cluster_2	2	ORF3::2
ORF3	L	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.00120428844176825	0.00136280308105377	0.000238111268054225	0.174721697774641	0.000158514639285519	FALSE	NA	cluster_2	3	ORF3::3
ORF3	L	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.000903630468293201	0.000857306747788494	6.55116337973383e-05	0.0764156283224551	1.47788884742305e-05	FALSE	NA	cluster_2	1	ORF3::1
ORF3	L	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.000810983027283786	0.000857306747788494	6.55116337973383e-05	0.0764156283224551	0.000107426329483646	FALSE	NA	cluster_2	2	ORF3::2
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_1	1	ORF4::1
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	14	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_1	2	ORF4::2
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	8	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_1	3	ORF4::3
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	2197	EHV-1_2h_1	RK-13_2h	0.00182066454255803	0.00320298674404053	0.0015139512775653	0.472668605445262	0.0013823222014825	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	1685	EHV-1_2h_2	RK-13_2h	0.0029673590504451	0.00320298674404053	0.0015139512775653	0.472668605445262	0.000235627693595428	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	1452	EHV-1_2h_3	RK-13_2h	0.00482093663911846	0.00320298674404053	0.0015139512775653	0.472668605445262	0.00161794989507793	TRUE	3	cluster_1	3	ORF4::3
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	2051	EHV-1_4h_1	RK-13_4h	0.00341296928327645	0.00340486689046924	0.000313283324452113	0.0920104469660894	8.10239280721325e-06	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	2591	EHV-1_4h_2	RK-13_4h	0.00308761096101891	0.00340486689046924	0.000313283324452113	0.0920104469660894	0.000317255929450326	TRUE	2	cluster_1	2	ORF4::2
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	3231	EHV-1_4h_3	RK-13_4h	0.00371402042711235	0.00340486689046924	0.000313283324452113	0.0920104469660894	0.000309153536643112	FALSE	NA	cluster_1	3	ORF4::3
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	14162	EHV-1_6h_1	RK-13_6h	0.00303629430871346	0.00262875365071349	0.000459119860043131	0.17465305656105	0.000407540657999967	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	13242	EHV-1_6h_2	RK-13_6h	0.00271862256456729	0.00262875365071349	0.000459119860043131	0.17465305656105	8.98689138537942e-05	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	15014	EHV-1_6h_3	RK-13_6h	0.00213134407885973	0.00262875365071349	0.000459119860043131	0.17465305656105	0.000497409571853761	TRUE	3	cluster_1	3	ORF4::3
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	15660	EHV-1_8h_1	RK-13_8h	0.00191570881226054	0.00187665437657085	9.67911025644762e-05	0.051576413735458	3.90544356896863e-05	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	22076	EHV-1_8h_2	RK-13_8h	0.00194781663344809	0.00187665437657085	9.67911025644762e-05	0.051576413735458	7.11622568772385e-05	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	25475	EHV-1_8h_3	RK-13_8h	0.00176643768400393	0.00187665437657085	9.67911025644762e-05	0.051576413735458	0.000110216692566925	TRUE	3	cluster_1	3	ORF4::3
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	73125	EHV-1_12h_1	RK-13_12h	0.00077948717948718	0.000948275687080371	0.000189379936937557	0.199709788532737	0.000168788507593191	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	50424	EHV-1_12h_2	RK-13_12h	0.000912264001269237	0.000948275687080371	0.000189379936937557	0.199709788532737	3.6011685811134e-05	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	49433	EHV-1_12h_3	RK-13_12h	0.0011530758804847	0.000948275687080371	0.000189379936937557	0.199709788532737	0.000204800193404325	TRUE	3	cluster_1	3	ORF4::3
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	64048	EHV-1_18h_1	RK-13_18h	0.000171746190357232	0.000114557728463602	5.00872250513205e-05	0.437222575229698	5.71884618936301e-05	TRUE	1	cluster_1	1	ORF4::1
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	42810	EHV-1_18h_2	RK-13_18h	9.34361130576968e-05	0.000114557728463602	5.00872250513205e-05	0.437222575229698	2.11216154059052e-05	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	38221	EHV-1_18h_3	RK-13_18h	7.84908819758771e-05	0.000114557728463602	5.00872250513205e-05	0.437222575229698	3.60668464877249e-05	FALSE	NA	cluster_1	3	ORF4::3
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	52104	EHV-1_24h_1	RK-13_24h	0.000115154306771073	0.00016294455752037	6.34879569692478e-05	0.389629196184176	4.77902507492965e-05	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	36050	EHV-1_24h_2	RK-13_24h	0.00013869625520111	0.00016294455752037	6.34879569692478e-05	0.389629196184176	2.42483023192602e-05	FALSE	NA	cluster_1	2	ORF4::2
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	34045	EHV-1_24h_3	RK-13_24h	0.000234983110588926	0.00016294455752037	6.34879569692478e-05	0.389629196184176	7.20385530685567e-05	TRUE	3	cluster_1	3	ORF4::3
ORF4	unknown	48h	48	RK-13	NC_001491.2	-	75252	EHV-1_48h_1	RK-13_48h	0.000172752883644289	0.000173267480459693	7.27749795498682e-07	0.00420015223611438	6.2307116356057e-06	FALSE	NA	cluster_1	1	ORF4::1
ORF4	unknown	48h	48	RK-13	NC_001491.2	-	51789	EHV-1_48h_2	RK-13_48h	0.000173782077275097	0.000173267480459693	7.27749795498682e-07	0.00420015223611438	7.25990526641418e-06	FALSE	NA	cluster_1	2	ORF4::2
ORF5	E	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_1	1	ORF5::1
ORF5	E	1h	1	RK-13	NC_001491.2	-	14	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_1	2	ORF5::2
ORF5	E	1h	1	RK-13	NC_001491.2	-	8	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_1	3	ORF5::3
ORF5	E	2h	2	RK-13	NC_001491.2	-	2197	EHV-1_2h_1	RK-13_2h	0.0810195721438325	0.0905927504882305	0.00977138720742631	0.107860586578567	0.009573178344398	FALSE	NA	cluster_1	1	ORF5::1
ORF5	E	2h	2	RK-13	NC_001491.2	-	1685	EHV-1_2h_2	RK-13_2h	0.0902077151335311	0.0905927504882305	0.00977138720742631	0.107860586578567	0.000385035354699345	FALSE	NA	cluster_1	2	ORF5::2
ORF5	E	2h	2	RK-13	NC_001491.2	-	1452	EHV-1_2h_3	RK-13_2h	0.100550964187328	0.0905927504882305	0.00977138720742631	0.107860586578567	0.00995821369909733	TRUE	3	cluster_1	3	ORF5::3
ORF5	E	4h	4	RK-13	NC_001491.2	-	2051	EHV-1_4h_1	RK-13_4h	0.0667966845441248	0.0671971018325709	0.00565573211856125	0.0841663102175618	0.000400417288446031	FALSE	NA	cluster_1	1	ORF5::1
ORF5	E	4h	4	RK-13	NC_001491.2	-	2591	EHV-1_4h_2	RK-13_4h	0.0617522192203782	0.0671971018325709	0.00565573211856125	0.0841663102175618	0.00544488261219263	FALSE	NA	cluster_1	2	ORF5::2
ORF5	E	4h	4	RK-13	NC_001491.2	-	3231	EHV-1_4h_3	RK-13_4h	0.0730424017332095	0.0671971018325709	0.00565573211856125	0.0841663102175618	0.00584529990063867	TRUE	3	cluster_1	3	ORF5::3
ORF5	E	6h	6	RK-13	NC_001491.2	-	14162	EHV-1_6h_1	RK-13_6h	0.00988560937720661	0.010282938568695	0.00127104064744425	0.12360675296785	0.000397329191488369	FALSE	NA	cluster_1	1	ORF5::1
ORF5	E	6h	6	RK-13	NC_001491.2	-	13242	EHV-1_6h_2	RK-13_6h	0.0117051804863314	0.010282938568695	0.00127104064744425	0.12360675296785	0.00142224191763639	TRUE	2	cluster_1	2	ORF5::2
ORF5	E	6h	6	RK-13	NC_001491.2	-	15014	EHV-1_6h_3	RK-13_6h	0.00925802584254696	0.010282938568695	0.00127104064744425	0.12360675296785	0.00102491272614802	FALSE	NA	cluster_1	3	ORF5::3
ORF5	E	8h	8	RK-13	NC_001491.2	-	15660	EHV-1_8h_1	RK-13_8h	0.00836526181353768	0.00735222650227568	0.000984753229135531	0.13393945750049	0.001013035311262	TRUE	1	cluster_1	1	ORF5::1
ORF5	E	8h	8	RK-13	NC_001491.2	-	22076	EHV-1_8h_2	RK-13_8h	0.00729298786011959	0.00735222650227568	0.000984753229135531	0.13393945750049	5.92386421560918e-05	FALSE	NA	cluster_1	2	ORF5::2
ORF5	E	8h	8	RK-13	NC_001491.2	-	25475	EHV-1_8h_3	RK-13_8h	0.00639842983316977	0.00735222650227568	0.000984753229135531	0.13393945750049	0.000953796669105905	FALSE	NA	cluster_1	3	ORF5::3
ORF5	E	12h	12	RK-13	NC_001491.2	-	73125	EHV-1_12h_1	RK-13_12h	0.00381538461538462	0.00387418435983147	0.000207935420294065	0.0536720509354156	5.8799744446857e-05	FALSE	NA	cluster_1	1	ORF5::1
ORF5	E	12h	12	RK-13	NC_001491.2	-	50424	EHV-1_12h_2	RK-13_12h	0.00410518800571157	0.00387418435983147	0.000207935420294065	0.0536720509354156	0.000231003645880093	TRUE	2	cluster_1	2	ORF5::2
ORF5	E	12h	12	RK-13	NC_001491.2	-	49433	EHV-1_12h_3	RK-13_12h	0.00370198045839824	0.00387418435983147	0.000207935420294065	0.0536720509354156	0.000172203901433236	FALSE	NA	cluster_1	3	ORF5::3
ORF5	E	18h	18	RK-13	NC_001491.2	-	64048	EHV-1_18h_1	RK-13_18h	0.000562078441169123	0.000529971192177407	0.000142904369679637	0.26964554260489	3.21072489917165e-05	FALSE	NA	cluster_1	1	ORF5::1
