gene	Kinetic_class	cluster	EHV-1_1h_1	EHV-1_1h_2	EHV-1_1h_3	EHV-1_2h_1	EHV-1_2h_2	EHV-1_2h_3	EHV-1_4h_1	EHV-1_4h_2	EHV-1_4h_3	EHV-1_6h_1	EHV-1_6h_2	EHV-1_6h_3	EHV-1_8h_1	EHV-1_8h_2	EHV-1_8h_3	EHV-1_12h_1	EHV-1_12h_2	EHV-1_12h_3	EHV-1_18h_1	EHV-1_18h_2	EHV-1_18h_3	EHV-1_24h_1	EHV-1_24h_2	EHV-1_24h_3	EHV-1_48h_1	EHV-1_48h_2
ORF11	L	cluster_2	0	0	0	0.000455166135639508	0.00118694362017804	0.00137741046831956	0.000487567040468064	0.00115785411038209	0.000928505106778087	0.0040954667419856	0.00475758948799275	0.00492873318236313	0.00938697318007663	0.0100108715346983	0.0102453385672228	0.00757606837606838	0.00692130731397747	0.006615014261728	0.00201411441418936	0.00268628825040878	0.00248554459590278	0.00289805005373868	0.00224687933425798	0.00229108532824203	0.00318928400574071	0.00328255034852961
ORF12	L	cluster_5	0	0	0	0	0	0	0	0	0.000619003404518725	0.000706114955514758	0.000830690228062226	0.000666045024643666	0.0033205619412516	0.00231020112339192	0.00251226692836114	0.00854700854700855	0.00763525305410122	0.0072825845083244	0.00754121908568574	0.00845596823172156	0.00879097878129824	0.0200944265315523	0.0193065187239945	0.0178293435159348	0.0157205124116303	0.0153700592789975
ORF13	L	cluster_5	0	0	0	0.000455166135639508	0.000593471810089021	0	0	0	0	7.06114955514758e-05	0	0	0.00108556832694764	0.000588874796158724	0.000667320902845927	0.00388376068376068	0.0036292241789624	0.00291303380332976	0.00254496627529353	0.00200887643074048	0.001700635776144	0.00988407799785045	0.00965325936199723	0.00816566309296519	0.00684367192898528	0.00623684566220626
ORF14	L	cluster_2	0	0	0	0.000910332271279017	0.00178041543026706	0.00068870523415978	0.00243783520234032	0.00115785411038209	0.000309501702259362	0.000776726451066234	0.00105724210844283	0.000932463034501132	0.00638569604086846	0.00602464214531618	0.00612365063788028	0.00369230769230769	0.00319292400444233	0.00356037464851415	0.00096802398201349	0.000840925017519271	0.000758745192433479	0.00170812221710425	0.00149791955617198	0.00108679688647378	0.00118269281879551	0.00104269246365058
ORF15	unknown	cluster_5	0	0	0	0	0	0	0	0	0	0.000211834486654427	0.000151034586920405	6.66045024643666e-05	0.00121328224776501	0.000815365102373619	0.000863591756624141	0.0596649572649573	0.0605267333016024	0.0594137519470799	0.079502872845366	0.0856575566456435	0.0829648622485021	0.096173038538308	0.100166435506241	0.101806432662652	0.0422978791261362	0.0427117727702794
ORF16	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0.000127713920817369	4.52980612429788e-05	0.000196270853778214	0.0133333333333333	0.0115024591464382	0.0113082353893148	0.00713527354484137	0.00798878766643308	0.00800606996153947	0.0289037309995394	0.0295977808599168	0.0283154648259656	0.016703874980067	0.0152928228002085
ORF17	L	cluster_1	0	0	0	0.00182066454255803	0.0029673590504451	0.00275482093663912	0.000487567040468064	0.000771902740254728	0.000619003404518725	0.000353057477757379	7.55172934602024e-05	0.000266418009857466	0.000127713920817369	0.000407682551186809	0.000628066732090285	0.000328205128205128	0.000277645565603681	0.000445046831064269	0.000140519610292281	0.000116795141322121	7.84908819758771e-05	9.59619223092277e-05	0.000166435506241331	5.87457776472316e-05	7.97321001435178e-05	9.6545598486165e-05
ORF18	L	cluster_2	0	0	0	0.0154756486117433	0.00830860534124629	0.00757575757575758	0.0126767430521697	0.00887688151292937	0.01454658000619	0.0064256460951843	0.00755172934602024	0.00706007726122286	0.0213920817369093	0.0264993658271426	0.0278312070657507	0.014591452991453	0.0137037918451531	0.0157991625027815	0.00204534099425431	0.00179864517636066	0.00164830852149342	0.00188085367726086	0.00185852981969487	0.00208547510647672	0.00208632328708871	0.0021626214060901
ORF19	L	cluster_2	0	0	0	0	0	0	0.000487567040468064	0.000385951370127364	0.00123800680903745	0.000917949442169185	0.000755172934602024	0.000999067536965499	0.00127713920817369	0.00181192244971915	0.001099116781158	0.00092991452991453	0.00057512295732191	0.000788946655068477	0.000156132900324756	0.000116795141322121	0.000261636273252924	0.00017273146015661	0.000194174757281553	0.000264355999412542	0.000212618933716047	0.000251018556064029
ORF20	E	cluster_1	0	0	0	0.0236686390532544	0.0302670623145401	0.0275482093663912	0.0180399804973184	0.021227325357005	0.017951098731043	0.00988560937720661	0.0107989729648089	0.00999067536965499	0.0150702426564496	0.0146765718427251	0.0171540726202159	0.00831452991452992	0.00852768522925591	0.0087795602128133	0.00229515363477392	0.00186872226115394	0.00190994479474634	0.00188085367726086	0.00194174757281553	0.00217359377294757	0.00224578748737575	0.0021626214060901
ORF21	E	cluster_1	0	0	0	0.0100136549840692	0.00593471810089021	0.0068870523415978	0.00536323744514871	0.00617522192203782	0.00557103064066852	0.000847337946617709	0.00105724210844283	0.000333022512321833	0.00363984674329502	0.00493748867548469	0.00443572129538763	0.00341880341880342	0.00287561478660955	0.00325693362733397	0.000327879090681989	0.000420462508759636	0.000156981763951754	0.000748502994011976	0.000554785020804438	0.000646203554119548	0.000504969967575613	0.000482727992430825
ORF22	L	cluster_4	0	0	0	0.00136549840691853	0.00237388724035608	0.0034435261707989	0.00292540224280839	0.0054033191817831	0.00649953574744661	0.00338935178647084	0.00256758797764688	0.003996270147862	0.00823754789272031	0.00892371806486682	0.00891069676153091	0.00903931623931624	0.00884499444708869	0.00839520158598507	0.00468398700974269	0.00481195982247139	0.00465712566390204	0.0081759557807462	0.00765603328710125	0.00848876487002497	0.00628554722798065	0.00668095541524262
ORF23	L	cluster_4	0	0	0	0.000910332271279017	0.000593471810089021	0	0	0	0.000309501702259362	0.000282445982205903	0.000377586467301012	0.0001998135073931	0.00185185185185185	0.00181192244971915	0.00239450441609421	0.0016	0.00162620974139299	0.00163858151437299	0.000281039220584562	0.000490539593552908	0.000418618037204678	0.00157377552587133	0.00171983356449376	0.00123366133059186	0.00100993993515123	0.00113923806213675
ORF24	L	cluster_4	0	0	0	0	0	0	0	0	0	0	0	0	0.000127713920817369	0.000181192244971915	0.000353287536800785	0.000300854700854701	0.000237981913374584	0.000303441021180183	6.24531601299026e-05	4.67180565288484e-05	5.23272546505848e-05	0.000191923844618455	0.000166435506241331	0.000117491555294463	0.000252484983787806	0.000173782077275097
ORF25	L	cluster_4	0	0.142857142857143	0.125	0.000455166135639508	0.00118694362017804	0.00068870523415978	0.000975134080936129	0.000771902740254728	0.000309501702259362	0.0416607823753707	0.0439510647938378	0.0470893832423072	0.117816091954023	0.106676934227215	0.0895387634936212	0.150550427350427	0.168332540060289	0.158699654077236	0.126842368223832	0.135739313244569	0.136077025718846	0.136381083985874	0.139778085991678	0.140813629020414	0.12466113857439	0.116453300894012
ORF26	L	cluster_2	0	0	0	0	0	0.00068870523415978	0	0	0	0.00183589888433837	0.00173689774958466	0.000799254029572399	0.00261813537675607	0.00280847979706469	0.00427870461236506	0.00207863247863248	0.00180469617642393	0.00190156373272915	0.00060891831126655	0.000747488904461574	0.000340127155228801	0.000441424842622447	0.000499306518723995	0.0005580848876487	0.000677722851219901	0.000791673907586553
ORF27	L	cluster_4	0	0	0	0	0	0	0	0.000385951370127364	0	7.06114955514758e-05	0	0	6.38569604086846e-05	0	7.85083415112856e-05	0.000109401709401709	0.000178486435030938	0.000121376408472073	4.68398700974269e-05	4.67180565288484e-05	7.84908819758771e-05	0.000191923844618455	0.000194174757281553	0.000117491555294463	5.31547334290119e-05	0.000135163837880631
ORF28	L	cluster_2	0	0	0	0	0	0	0	0	0.000309501702259362	0	7.55172934602024e-05	0	0.000191570881226054	4.52980612429788e-05	3.92541707556428e-05	6.83760683760684e-05	3.96636522290973e-05	0.000121376408472073	1.56132900324756e-05	2.33590282644242e-05	0	5.75771533855366e-05	0	0	2.65773667145059e-05	0
ORF29	L	cluster_2	0	0	0	0.000455166135639508	0.00118694362017804	0.00068870523415978	0.00243783520234032	0.00463141644152837	0.00526152893840916	0.0166643129501483	0.0142727684639783	0.0158518715865193	0.0275862068965517	0.0282206921543758	0.0234347399411187	0.0161777777777778	0.0162819292400444	0.0156980154957215	0.0053865850612041	0.00506890913338005	0.00562517987493786	0.00689006602180255	0.00679611650485437	0.00731384931708034	0.0029367990219529	0.00252949468033752
ORF30	E	cluster_1	0	0	0	0.0204824761037779	0.0183976261127596	0.0179063360881543	0.0112140419307655	0.00926283288305673	0.010213556174559	0.000706114955514758	0.00030206917384081	0.000466231517250566	0.000383141762452107	0.000317086428700852	0.000510304219823356	0.000218803418803419	0.00013882278280184	0.000222523415532134	1.56132900324756e-05	4.67180565288484e-05	2.61636273252924e-05	1.91923844618455e-05	8.32177531206658e-05	2.93728888236158e-05	3.98660500717589e-05	3.8618239394466e-05
ORF31	E	cluster_1	0	0	0	0.0678197542102868	0.0694362017804154	0.0633608815426997	0.0672842515845929	0.0872250096487843	0.070875889817394	0.00790848750176529	0.00709862558525903	0.00872518982283203	0.0244572158365262	0.0216524732741439	0.0211579980372915	0.0157264957264957	0.0143384102808187	0.0126838346853317	0.00162378216337747	0.00149497780892315	0.00107270872033699	0.00414555504375864	0.00374479889042996	0.00396533999118813	0.00198001382023069	0.0018150572515399
ORF32	E	cluster_4	0	0	0	0	0.000593471810089021	0	0	0.000385951370127364	0	7.06114955514758e-05	0	0	0.000319284802043423	0.000181192244971915	0.000471050049067714	0.00015042735042735	7.93273044581945e-05	0.000141605809884086	1.56132900324756e-05	0	2.61636273252924e-05	0	0.000110957004160888	0	1.3288683357253e-05	1.9309119697233e-05
ORF33	L	cluster_4	0	0	0	0	0.000593471810089021	0.00068870523415978	0.000487567040468064	0.00308761096101891	0.000619003404518725	0.000211834486654427	0.00113275940190304	0.0003996270147862	0.00600255427841635	0.00502808479797065	0.00573110893032385	0.00775384615384616	0.00614786609551007	0.00738373151538446	0.00176430177366975	0.0021256715720626	0.0013866722482405	0.00765776140027637	0.00754507628294036	0.0074313408723748	0.00495667889225536	0.00476935256521655
ORF34	unknown	cluster_1	0	0	0	0.0928538916704597	0.0931750741839763	0.0977961432506887	0.0658215504631887	0.0578927055191046	0.0653048591767255	0.0498517158593419	0.0447817550219	0.0511522578926335	0.0674329501915709	0.0676300054357674	0.071756624141315	0.0454290598290598	0.0423607805806759	0.0450711063459632	0.0175961778666001	0.0189675309507125	0.0184976845189817	0.0142023645017657	0.0140083217753121	0.0147451901894551	0.0133684154573965	0.0136322385062465
ORF35.5	L	cluster_4	0	0	0	0.000455166135639508	0	0.00068870523415978	0.000487567040468064	0.00308761096101891	0.00123800680903745	0.00748481852845643	0.00830690228062226	0.00779272678833089	0.0255427841634738	0.0244156550099656	0.0270461236506379	0.0279111111111111	0.0278637156909408	0.0271883154977444	0.0188764676492631	0.019715019855174	0.0196750477486199	0.0332795946568402	0.0358668515950069	0.0351593479218681	0.0160660181789188	0.0164320608623453
ORF35	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98318261145486e-05	6.06882042360367e-05	1.56132900324756e-05	2.33590282644242e-05	2.61636273252924e-05	7.67695378473822e-05	0.000166435506241331	0.000117491555294463	0.000119598150215277	7.7236478788932e-05
ORF36	L	cluster_4	0	0	0	0.000455166135639508	0	0	0.00146270112140419	0.00154380548050946	0.000619003404518725	0.00134161841547804	0.00120827669536324	0.000865858532036766	0.00338441890166028	0.00394093132813916	0.00341511285574092	0.00314529914529915	0.00343090591781691	0.00311532781744988	0.00109293030227329	0.000864284045783695	0.000994217838361111	0.00213035467526485	0.00183079056865465	0.00193861066235864	0.00118269281879551	0.00104269246365058
ORF37	L	cluster_2	0	0	0	0.000455166135639508	0.000593471810089021	0	0.00146270112140419	0.000385951370127364	0.000928505106778087	0.00120039542437509	0.000830690228062226	0.00126548554682297	0.000766283524904215	0.00131364377604639	0.00102060843964671	0.000396581196581197	0.000356972870061875	0.000343899824004208	0.000218586060454659	0.000116795141322121	7.84908819758771e-05	0.000211116229080301	0.00013869625520111	8.81186664708474e-05	0.000252484983787806	9.6545598486165e-05
ORF38	L	cluster_1	0	0	0	0.00273099681383705	0.0029673590504451	0.00413223140495868	0.00536323744514871	0.0054033191817831	0.00371402042711235	0.00176528738878689	0.00196344962996526	0.0015985080591448	0.00434227330779055	0.00375973908316724	0.00529931305201178	0.00270769230769231	0.00218150087260035	0.00236683996520543	0.000437172120909318	0.000513898621817332	0.000654090683132309	0.000268693382465838	0.000332871012482663	0.000469966221177853	0.000252484983787806	0.000308945915155728
ORF39	L	cluster_4	0	0	0	0	0	0	0.000487567040468064	0.000385951370127364	0	7.06114955514758e-05	0.000226551880380607	0.000266418009857466	0.00204342273307791	0.00172132632723319	0.00157016683022571	0.0025982905982906	0.00206250991591306	0.00192179313414116	0.000187359480389708	0.000233590282644242	0.000156981763951754	0.000537386764931675	0.000665742024965326	0.000646203554119548	0.000345505767288577	0.000231709436366796
CTO	unknown	cluster_4	0	0	0	0.00455166135639508	0.000593471810089021	0.00550964187327824	0.00780107264748903	0.00849093014280201	0.00464252553389044	0.0109447818104787	0.0120827669536324	0.0118556014386573	0.0299489144316731	0.0304855952165247	0.0286555446516192	0.0332991452991453	0.0356972870061875	0.0361903991260899	0.0188296277791656	0.0149964961457603	0.0170586850160906	0.0192115768463074	0.0178085991678225	0.0203554119547658	0.0194413437516611	0.0208538492730116
ORF40	L	cluster_4	0	0	0	0	0	0	0	0.000385951370127364	0.000309501702259362	0.000847337946617709	0.00128379398882344	0.00106567203942987	0.0037037037037037	0.00276318173582171	0.00294406280667321	0.00258461538461538	0.00297477391718229	0.00309509841603787	0.00137396952285786	0.00100443821537024	0.00133434499358991	0.00186166129279902	0.00158113730929265	0.00190923777353503	0.000863764418221443	0.00125509278032015
ORF41	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181192244971915	0.0002747791952895	0.000382905982905983	0.000237981913374584	0.000202294014120122	0.000327879090681989	0.000210231254379818	0.000392454409879386	0.000594963918317212	0.00072122052704577	0.000822440887061243	0.00035879445064583	0.000270327675761262
ORF42	L	cluster_4	0	0	0	0.00273099681383705	0.000593471810089021	0.00482093663911846	0.00341296928327645	0.00192975685063682	0.00216651191581554	0.00275384832650756	0.00347379549916931	0.0031970161182896	0.0395274584929757	0.0412212357311107	0.0382728164867517	0.040382905982906	0.036688878311915	0.0337021827524124	0.00943042717961529	0.00906330296659659	0.00803223358886476	0.0256410256410256	0.0251872399445215	0.0242620061683067	0.0158533992452028	0.0137674023441271
ORF43	L	cluster_4	0	0	0	0	0.00178041543026706	0.00068870523415978	0.00195026816187226	0.00154380548050946	0.00154750851129681	0.00218895636209575	0.00332276091224891	0.00346343412814706	0.0132183908045977	0.0113245153107447	0.0123650637880275	0.0166290598290598	0.0143979057591623	0.0154552626787773	0.00679178116412691	0.00710114459238496	0.00711650663247953	0.0121295869798864	0.0120665742024965	0.0133646644147452	0.0113086695370223	0.0117013265365232
ORF44	L	cluster_4	0	0	0	0	0	0	0	0	0	7.06114955514758e-05	0	0	0.000255427841634738	0.000452980612429788	0.000157016683022571	0.000369230769230769	0.000277645565603681	0.000343899824004208	0.00010929303022733	7.00770847932726e-05	0.00010465450930117	0.000268693382465838	0.000388349514563107	0.000234983110588926	9.30207835007707e-05	1.9309119697233e-05
ORF45	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73504273504274e-05	0	0	0	0	0	0	0	0	1.3288683357253e-05	0
ORF46	L	cluster_4	0	0	0	0.000455166135639508	0	0.00068870523415978	0	0.000385951370127364	0	0.000917949442169185	0.000453103760761214	0.000599440522179299	0.0037037037037037	0.00317086428700852	0.00341511285574092	0.0047042735042735	0.00410518800571157	0.00438978010640665	0.00156132900324756	0.00193879934594721	0.00167447214881871	0.00253339474896361	0.0029126213592233	0.00281979732706712	0.00353478977302929	0.00363011450307981
ORF48	L	cluster_5	0	0	0	0	0	0	0	0	0	0	7.55172934602024e-05	0	0.000127713920817369	0.00036238448994383	0.000196270853778214	0.00092991452991453	0.000535459305092813	0.000586652640948354	0.000187359480389708	0.000256949310908666	0.000261636273252924	0.00090204206970674	0.00072122052704577	0.000939932442355706	0.00049168128421836	0.000695128309100388
ORF49	L	cluster_4	0	0	0	0.000455166135639508	0	0	0.000487567040468064	0	0	0	0.000226551880380607	0.000133209004928733	0.000638569604086846	0.000226490306214894	0.000353287536800785	0.000464957264957265	0.000277645565603681	0.000404588028240244	6.24531601299026e-05	0.000163513197850969	5.23272546505848e-05	0.000191923844618455	0.000249653259361997	0.000146864444118079	0.0002259076170733	0.000212400316669563
ORF50	L	cluster_1	0	0	0	0.00136549840691853	0.00237388724035608	0.00137741046831956	0.00341296928327645	0.00231570822076418	0.00216651191581554	0.00105917243327214	0.00113275940190304	0.000666045024643666	0.00197956577266922	0.00172132632723319	0.00188420019627085	0.0012034188034188	0.000971759479612883	0.00129468169036878	0.000171746190357232	0.000186872226115394	0.000209309018602339	0.000307078151389529	0.000332871012482663	0.000469966221177853	0.000252484983787806	0.000154472957577864
ORF51	E	cluster_2	0	0	0	0.000455166135639508	0.000593471810089021	0	0.00195026816187226	0.000771902740254728	0.00154750851129681	0.00148284140658099	0.00211448421688567	0.00206473957639536	0.00197956577266922	0.000951259286102555	0.000471050049067714	0.000574358974358975	0.000614786609551007	0.000525964436712318	0.000515238571071696	0.000747488904461574	0.000470945291855263	0.000249500998003992	0.000221914008321775	0.000234983110588926	0.000624568117790889	0.000482727992430825
ORF52	L	cluster_5	0	0	0	0	0	0	0	0	0	0.000211834486654427	0.000151034586920405	0.000266418009857466	0.00140485312899106	0.00113245153107447	0.00184494602551521	0.00562051282051282	0.00608837061716643	0.0061295086278397	0.0066044216837372	0.0064704508292455	0.00698568849585307	0.0176569937048979	0.0179195561719834	0.0183874284035835	0.0204114176367406	0.0217999961381761
ORF53	E	cluster_1	0	0	0	0.0191169776968594	0.0166172106824926	0.0117079889807163	0.00438810336421258	0.00270165959089155	0.00433302383163107	0.000282445982205903	0.000226551880380607	0.0001998135073931	0.000383141762452107	0.000452980612429788	0.000471050049067713	0.000505982905982906	0.000317309217832778	0.000323670422592196	6.24531601299026e-05	9.34361130576968e-05	0.000156981763951754	0.000134346691232919	0.000194174757281553	0.000293728888236158	0.0002259076170733	0.000115854718183398
ORF54	E	cluster_5	0	0	0	0	0	0	0.000487567040468064	0	0	7.06114955514758e-05	0.000151034586920405	0.0001998135073931	0.00102171136653895	0.00108715346983149	0.0013738959764475	0.00992820512820513	0.00878549896874504	0.0101551595088301	0.0203597302023482	0.0177528614809624	0.0164307579602836	0.0703208966682021	0.0680998613037448	0.0660889998531356	0.0678918832722054	0.0595686342659638
ORF55	L	cluster_2	0	0	0	0.000455166135639508	0	0	0.00146270112140419	0	0.00185701021355617	0.000706114955514758	0.000830690228062226	0.000732649527108033	0.00102171136653895	0.000905961224859576	0.000863591756624141	0.000369230769230769	0.000317309217832778	0.000303441021180183	7.80664501623782e-05	0.000116795141322121	0	0	2.77392510402219e-05	8.81186664708474e-05	1.3288683357253e-05	1.9309119697233e-05
ORF56	L	cluster_1	0	0	0	0.000455166135639508	0	0	0.000975134080936129	0.000385951370127364	0	7.06114955514758e-05	0	6.66045024643666e-05	0.000127713920817369	0.000135894183728936	0.000157016683022571	0.00025982905982906	0.00013882278280184	0.000262982218356159	4.68398700974269e-05	2.33590282644242e-05	0	0.000153539075694764	5.54785020804438e-05	5.87457776472316e-05	0.000106309466858024	3.8618239394466e-05
ORF57	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	6.66045024643666e-05	0	0.000135894183728936	3.92541707556428e-05	0.000123076923076923	7.93273044581945e-05	6.06882042360367e-05	3.12265800649513e-05	0.000116795141322121	2.61636273252924e-05	0.000287885766927683	0.00013869625520111	0.000293728888236158	0.000239196300430553	0.000308945915155728
ORF58	L	cluster_4	0	0	0	0	0	0	0	0	0	0.000776726451066234	0.000679655641141822	0.000599440522179299	0.00229885057471264	0.0029896720420366	0.00282630029440628	0.00471794871794872	0.00424401078851341	0.00485505633888293	0.00234199350487135	0.00277972436346648	0.00319196253368567	0.0029940119760479	0.00244105409153953	0.00308415332647966	0.00385371817360336	0.00393906041823553
ORF59	L	cluster_4	0	0	0	0	0	0	0	0.000385951370127364	0	0.000141222991102952	0.000226551880380607	0.000133209004928733	0.000255427841634738	0.000226490306214894	0.000157016683022571	0.00015042735042735	9.91591305727431e-05	0.000141605809884086	0.000156132900324756	9.34361130576968e-05	0.000183145391277047	0.000115154306771073	8.32177531206657e-05	8.81186664708474e-05	0.000119598150215277	0.000231709436366796
ORF60	L	cluster_5	0	0	0	0	0.000593471810089021	0	0	0	0	0.000211834486654427	0.000226551880380607	6.66045024643666e-05	0.0016602809706258	0.00172132632723319	0.00102060843964671	0.018817094017094	0.0194351895922577	0.018206461270811	0.0092274544091931	0.00901658491006774	0.0089217969179247	0.0233187471211423	0.0220804438280166	0.0231752092818329	0.0185510019667251	0.018478827550252
ORF61	E	cluster_1	0	0	0	0.0154756486117433	0.00830860534124629	0.0151515151515152	0.0180399804973184	0.0219992280972597	0.011142061281337	0.00282445982205903	0.00294517444494789	0.00293059810843213	0.00593869731800766	0.0062058343902881	0.00529931305201178	0.0038974358974359	0.00382754244010789	0.00370198045839824	0.000624531601299026	0.000537257650081757	0.000497108919180555	0.00120912022109627	0.000915395284327323	0.000998678220002937	0.000744166268006166	0.000695128309100388
ORF62	L	cluster_4	0	0	0	0	0	0	0	0.000385951370127364	0.000309501702259362	0.000776726451066234	0.00105724210844283	0.00106567203942987	0.00683269476372925	0.00634172857401703	0.00529931305201178	0.012157264957265	0.0109669998413454	0.0111868589808428	0.00331001748688484	0.00334034104181266	0.0037937259621674	0.0131467833563642	0.0138141470180305	0.0123953590835659	0.00990006910115346	0.00973179632740543
ORF63	E	cluster_1	0	0	0	0.0842057350933091	0.0908011869436202	0.0764462809917355	0.0390053632374452	0.038209185642609	0.034973692355308	0.00282445982205903	0.00370034737954992	0.0027973891035034	0.00261813537675607	0.00312556622576554	0.00255152109911678	0.000902564102564103	0.000852768522925591	0.00119353468330872	0.000124906320259805	0.000140154169586545	0.000209309018602339	0.000115154306771073	0.000277392510402219	0.000117491555294463	0.000146175516929783	0.000135163837880631
ORF64_1	IE	cluster_6	0.3	0.214285714285714	0.375	0.00409649522075558	0.00415430267062315	0.00826446280991736	0.00438810336421258	0.000385951370127364	0.00154750851129681	7.06114955514758e-05	0.000377586467301012	0.0001998135073931	0.00070242656449553	0.000679470918644682	0.00211972522080471	0.000287179487179487	0.000813104870696494	0.000768717253656464	6.24531601299026e-05	9.34361130576968e-05	0	5.75771533855366e-05	2.77392510402219e-05	2.93728888236158e-05	0.000119598150215277	9.6545598486165e-05
