Ref_Class	gene	seqnames	gene_cluster	gene_region	Kinetic_class	hpi	Time	cell_line	group	cmp_ref	strand	sample	class_code	read_count	parent	norm_base	sum_read_count	norm_read_count	mean	sd	varcoeff	Isoform_nr	Description	rep	sum_abundance	mean_abundance	min_abundance	max_abundance
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	ORF39.5	+	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	4	NA	1	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	ORF39.5	+	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	4	NA	2	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	ORF39.5	+	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	4	NA	3	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	ORF39.5	+	EHV-1_2h_1	=	0	NA	1	0	0	0	0	NA	4	NA	1	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	ORF39.5	+	EHV-1_2h_2	=	0	NA	1	0	0	0	0	NA	4	NA	2	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	ORF39.5	+	EHV-1_2h_3	=	0	NA	1	0	0	0	0	NA	4	NA	3	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	ORF39.5	+	EHV-1_4h_1	=	0	NA	1	0	0	0	0	NA	4	NA	1	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	ORF39.5	+	EHV-1_4h_2	=	0	NA	1	0	0	0	0	NA	4	NA	2	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	ORF39.5	+	EHV-1_4h_3	=	0	NA	1	0	0	0	0	NA	4	NA	3	0	0	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	ORF39.5	+	EHV-1_6h_1	=	2	NA	1	2	1	0.5	0.5	1	4	NA	1	1.5	1	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	ORF39.5	+	EHV-1_6h_2	=	0	NA	1	1	0	0.5	0.5	1	4	NA	2	1.5	1	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	ORF39.5	+	EHV-1_6h_3	=	2	NA	1	4	0.5	0.5	0.5	1	4	NA	3	1.5	1	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	ORF39.5	+	EHV-1_8h_1	=	1	NA	1	26	0.0384615384615385	0.0422322775263952	0.044238338992647	1.04750066971875	4	NA	1	0.126696832579186	0.0882352941176471	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	ORF39.5	+	EHV-1_8h_2	=	0	NA	1	26	0	0.0422322775263952	0.044238338992647	1.04750066971875	4	NA	2	0.126696832579186	0.0882352941176471	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	ORF39.5	+	EHV-1_8h_3	=	3	NA	1	34	0.0882352941176471	0.0422322775263952	0.044238338992647	1.04750066971875	4	NA	3	0.126696832579186	0.0882352941176471	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	ORF39.5	+	EHV-1_12h_1	=	9	NA	1	151	0.0596026490066225	0.0575296843774224	0.0195388137888672	0.339630123132315	4	NA	1	0.172589053132267	0.0759493670886076	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	ORF39.5	+	EHV-1_12h_2	=	3	NA	1	81	0.037037037037037	0.0575296843774224	0.0195388137888672	0.339630123132315	4	NA	2	0.172589053132267	0.0759493670886076	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	ORF39.5	+	EHV-1_12h_3	=	6	NA	1	79	0.0759493670886076	0.0575296843774224	0.0195388137888672	0.339630123132315	4	NA	3	0.172589053132267	0.0759493670886076	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	ORF39.5	+	EHV-1_18h_1	=	7	NA	1	17	0.411764705882353	0.307889822595705	0.194653099472544	0.632216738544639	4	NA	1	0.923669467787115	0.428571428571429	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	ORF39.5	+	EHV-1_18h_2	=	1	NA	1	12	0.0833333333333333	0.307889822595705	0.194653099472544	0.632216738544639	4	NA	2	0.923669467787115	0.428571428571429	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	ORF39.5	+	EHV-1_18h_3	=	3	NA	1	7	0.428571428571429	0.307889822595705	0.194653099472544	0.632216738544639	4	NA	3	0.923669467787115	0.428571428571429	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	ORF39.5	+	EHV-1_24h_1	=	1	NA	1	26	0.0384615384615385	0.049526862026862	0.0121322596883277	0.244963221811782	4	NA	1	0.148580586080586	0.0625	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	ORF39.5	+	EHV-1_24h_2	=	1	NA	1	21	0.0476190476190476	0.049526862026862	0.0121322596883277	0.244963221811782	4	NA	2	0.148580586080586	0.0625	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	ORF39.5	+	EHV-1_24h_3	=	1	NA	1	16	0.0625	0.049526862026862	0.0121322596883277	0.244963221811782	4	NA	3	0.148580586080586	0.0625	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	ORF39.5	+	EHV-1_48h_1	=	5	NA	1	23	0.217391304347826	0.255797101449275	0.227445056965959	0.88916197907372	4	NA	1	0.767391304347826	0.5	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	ORF39.5	+	EHV-1_48h_2	=	9	NA	1	18	0.5	0.255797101449275	0.227445056965959	0.88916197907372	4	NA	2	0.767391304347826	0.5	0	1
ORF39.5	ORF39	NC_001491.2	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	ORF39.5	+	EHV-1_48h_3	=	1	NA	1	20	0.05	0.255797101449275	0.227445056965959	0.88916197907372	4	NA	3	0.767391304347826	0.5	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4	-	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4	-	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4	-	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4	-	EHV-1_2h_1	=	4	NA	1	4	1	1	0	0	1	NA	1	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4	-	EHV-1_2h_2	=	5	NA	1	5	1	1	0	0	1	NA	2	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4	-	EHV-1_2h_3	=	5	NA	1	5	1	1	0	0	1	NA	3	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4	-	EHV-1_4h_1	=	7	NA	1	7	1	1	0	0	1	NA	1	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4	-	EHV-1_4h_2	=	8	NA	1	8	1	1	0	0	1	NA	2	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4	-	EHV-1_4h_3	=	12	NA	1	12	1	1	0	0	1	NA	3	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4	-	EHV-1_6h_1	=	39	NA	1	39	1	1	0	0	1	NA	1	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4	-	EHV-1_6h_2	=	27	NA	1	27	1	1	0	0	1	NA	2	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4	-	EHV-1_6h_3	=	29	NA	1	29	1	1	0	0	1	NA	3	3	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4	-	EHV-1_8h_1	=	27	NA	1	28	0.964285714285714	0.95021645021645	0.0166610436345678	0.0175339456928709	1	NA	1	2.85064935064935	0.964285714285714	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4	-	EHV-1_8h_2	=	42	NA	1	44	0.954545454545455	0.95021645021645	0.0166610436345678	0.0175339456928709	1	NA	2	2.85064935064935	0.964285714285714	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4	-	EHV-1_8h_3	=	41	NA	1	44	0.931818181818182	0.95021645021645	0.0166610436345678	0.0175339456928709	1	NA	3	2.85064935064935	0.964285714285714	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4	-	EHV-1_12h_1	=	53	NA	1	58	0.913793103448276	0.937241973328581	0.0208046937210284	0.022197782763763	1	NA	1	2.81172591998574	0.953488372093023	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4	-	EHV-1_12h_2	=	41	NA	1	43	0.953488372093023	0.937241973328581	0.0208046937210284	0.022197782763763	1	NA	2	2.81172591998574	0.953488372093023	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4	-	EHV-1_12h_3	=	51	NA	1	54	0.944444444444444	0.937241973328581	0.0208046937210284	0.022197782763763	1	NA	3	2.81172591998574	0.953488372093023	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4	-	EHV-1_18h_1	=	10	NA	1	11	0.909090909090909	0.903030303030303	0.100137646314293	0.110890682160123	1	NA	1	2.70909090909091	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4	-	EHV-1_18h_2	=	4	NA	1	5	0.8	0.903030303030303	0.100137646314293	0.110890682160123	1	NA	2	2.70909090909091	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4	-	EHV-1_18h_3	=	3	NA	1	3	1	0.903030303030303	0.100137646314293	0.110890682160123	1	NA	3	2.70909090909091	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4	-	EHV-1_24h_1	=	5	NA	1	10	0.5	0.574074074074074	0.0848625128695526	0.14782502241793	1	NA	1	1.72222222222222	0.666666666666667	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4	-	EHV-1_24h_2	=	5	NA	1	9	0.555555555555556	0.574074074074074	0.0848625128695526	0.14782502241793	1	NA	2	1.72222222222222	0.666666666666667	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4	-	EHV-1_24h_3	=	8	NA	1	12	0.666666666666667	0.574074074074074	0.0848625128695526	0.14782502241793	1	NA	3	1.72222222222222	0.666666666666667	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4	-	EHV-1_48h_1	=	12	NA	1	13	0.923076923076923	0.907692307692308	0.100883669604646	0.111143025835627	1	NA	1	2.72307692307692	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4	-	EHV-1_48h_2	=	8	NA	1	10	0.8	0.907692307692308	0.100883669604646	0.111143025835627	1	NA	2	2.72307692307692	1	0	1
ORF4	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4	-	EHV-1_48h_3	=	3	NA	1	3	1	0.907692307692308	0.100883669604646	0.111143025835627	1	NA	3	2.72307692307692	1	0	1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	2	NA	1	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	2	NA	2	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	2	NA	3	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_2h_1	=	0	NA	1	4	0	0	0	NA	2	NA	1	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_2h_2	=	0	NA	1	5	0	0	0	NA	2	NA	2	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_2h_3	=	0	NA	1	5	0	0	0	NA	2	NA	3	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_4h_1	=	0	NA	1	7	0	0	0	NA	2	NA	1	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_4h_2	=	0	NA	1	8	0	0	0	NA	2	NA	2	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_4h_3	=	0	NA	1	12	0	0	0	NA	2	NA	3	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_6h_1	=	0	NA	1	39	0	0	0	NA	2	NA	1	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_6h_2	=	0	NA	1	27	0	0	0	NA	2	NA	2	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_6h_3	=	0	NA	1	29	0	0	0	NA	2	NA	3	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_8h_1	=	0	NA	1	28	0	0.00757575757575758	0.0131215970270369	1.73205080756888	2	NA	1	0.0227272727272727	0.0227272727272727	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_8h_2	=	0	NA	1	44	0	0.00757575757575758	0.0131215970270369	1.73205080756888	2	NA	2	0.0227272727272727	0.0227272727272727	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_8h_3	=	1	NA	1	44	0.0227272727272727	0.00757575757575758	0.0131215970270369	1.73205080756888	2	NA	3	0.0227272727272727	0.0227272727272727	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_12h_1	=	0	NA	1	58	0	0	0	NA	2	NA	1	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_12h_2	=	0	NA	1	43	0	0	0	NA	2	NA	2	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_12h_3	=	0	NA	1	54	0	0	0	NA	2	NA	3	0	0	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_18h_1	=	1	NA	1	11	0.0909090909090909	0.0303030303030303	0.0524863881081478	1.73205080756888	2	NA	1	0.0909090909090909	0.0909090909090909	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_18h_2	=	0	NA	1	5	0	0.0303030303030303	0.0524863881081478	1.73205080756888	2	NA	2	0.0909090909090909	0.0909090909090909	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_18h_3	=	0	NA	1	3	0	0.0303030303030303	0.0524863881081478	1.73205080756888	2	NA	3	0.0909090909090909	0.0909090909090909	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_24h_1	=	0	NA	1	10	0	0.0277777777777778	0.0481125224324688	1.73205080756888	2	NA	1	0.0833333333333333	0.0833333333333333	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_24h_2	=	0	NA	1	9	0	0.0277777777777778	0.0481125224324688	1.73205080756888	2	NA	2	0.0833333333333333	0.0833333333333333	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	24h	24	RK-13	RK-13_24h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_24h_3	=	1	NA	1	12	0.0833333333333333	0.0277777777777778	0.0481125224324688	1.73205080756888	2	NA	3	0.0833333333333333	0.0833333333333333	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_48h_1	=	0	NA	1	13	0	0.0333333333333333	0.0577350269189626	1.73205080756888	2	NA	1	0.1	0.1	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_48h_2	=	1	NA	1	10	0.1	0.0333333333333333	0.0577350269189626	1.73205080756888	2	NA	2	0.1	0.1	0	0.1
ORF4-ORF3-ORF2-CX-Long-2	ORF4	NC_001491.2	ORF4	ORF4	unknown	48h	48	RK-13	RK-13_48h	ORF4-ORF3-ORF2-CX-Long-2	-	EHV-1_48h_3	=	0	NA	1	3	0	0.0333333333333333	0.0577350269189626	1.73205080756888	2	NA	3	0.1	0.1	0	0.1
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	3	NA	1	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	3	NA	2	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	1h	1	RK-13	RK-13_1h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	3	NA	3	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_2h_1	=	0	NA	1	4	0	0	0	NA	3	NA	1	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_2h_2	=	0	NA	1	5	0	0	0	NA	3	NA	2	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	2h	2	RK-13	RK-13_2h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_2h_3	=	0	NA	1	5	0	0	0	NA	3	NA	3	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_4h_1	=	0	NA	1	7	0	0	0	NA	3	NA	1	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_4h_2	=	0	NA	1	8	0	0	0	NA	3	NA	2	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	4h	4	RK-13	RK-13_4h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_4h_3	=	0	NA	1	12	0	0	0	NA	3	NA	3	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_6h_1	=	0	NA	1	39	0	0	0	NA	3	NA	1	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_6h_2	=	0	NA	1	27	0	0	0	NA	3	NA	2	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	6h	6	RK-13	RK-13_6h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_6h_3	=	0	NA	1	29	0	0	0	NA	3	NA	3	0	0	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_8h_1	=	0	NA	1	28	0	0.00757575757575758	0.0131215970270369	1.73205080756888	3	NA	1	0.0227272727272727	0.0227272727272727	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_8h_2	=	1	NA	1	44	0.0227272727272727	0.00757575757575758	0.0131215970270369	1.73205080756888	3	NA	2	0.0227272727272727	0.0227272727272727	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	8h	8	RK-13	RK-13_8h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_8h_3	=	0	NA	1	44	0	0.00757575757575758	0.0131215970270369	1.73205080756888	3	NA	3	0.0227272727272727	0.0227272727272727	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_12h_1	=	1	NA	1	58	0.0172413793103448	0.0180928054491273	0.0185331924657644	1.02434044946072	3	NA	1	0.0542784163473819	0.037037037037037	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_12h_2	=	0	NA	1	43	0	0.0180928054491273	0.0185331924657644	1.02434044946072	3	NA	2	0.0542784163473819	0.037037037037037	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	12h	12	RK-13	RK-13_12h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_12h_3	=	2	NA	1	54	0.037037037037037	0.0180928054491273	0.0185331924657644	1.02434044946072	3	NA	3	0.0542784163473819	0.037037037037037	0	0.222222222222222
ORF4-ORF3-ORF2-CX-Long-3	ORF4	NC_001491.2	ORF4	ORF4	unknown	18h	18	RK-13	RK-13_18h	ORF4-ORF3-ORF2-CX-Long-3	-	EHV-1_18h_1	=	0	NA	1	11	0	0.0666666666666667	0.115470053837925	1.73205080756888	3	NA	1	0.2	0.2	0	0.222222222222222
