Ref_Class	gene	seqnames	gene_cluster	gene_region	Kinetic_class	hpi	Time	cell_line	group	cmp_ref	strand	sample	class_code	read_count	parent	norm_base	sum_read_count	norm_read_count	mean	sd	varcoeff	Isoform_nr	Description	rep	sum_abundance	mean_abundance	min_abundance	max_abundance
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	12h	12	RK-13	RK-13_12h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_12h_2	Monocistronic-Long	1	NA	1	591	0.00169204737732657	0.000901397708771473	0.000851442850747044	0.944580668956311	1	NA	2	0.00270419312631442	0.00169204737732657	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	12h	12	RK-13	RK-13_12h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_12h_3	Monocistronic-Long	0	NA	1	511	0	0.000901397708771473	0.000851442850747044	0.944580668956311	1	NA	3	0.00270419312631442	0.00169204737732657	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	18h	18	RK-13	RK-13_18h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_18h_1	Monocistronic-Long	0	NA	1	78	0	0	0	NA	1	NA	1	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	18h	18	RK-13	RK-13_18h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_18h_2	Monocistronic-Long	0	NA	1	48	0	0	0	NA	1	NA	2	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	18h	18	RK-13	RK-13_18h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_18h_3	Monocistronic-Long	0	NA	1	27	0	0	0	NA	1	NA	3	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	24h	24	RK-13	RK-13_24h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_24h_1	Monocistronic-Long	0	NA	1	178	0	0	0	NA	1	NA	1	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	24h	24	RK-13	RK-13_24h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_24h_2	Monocistronic-Long	0	NA	1	103	0	0	0	NA	1	NA	2	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	24h	24	RK-13	RK-13_24h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_24h_3	Monocistronic-Long	0	NA	1	108	0	0	0	NA	1	NA	3	0	0	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_48h_1	Monocistronic-Long	1	NA	1	123	0.00813008130081301	0.00677506775067751	0.00620945216118678	0.916515138991168	1	NA	1	0.0203252032520325	0.0121951219512195	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_48h_2	Monocistronic-Long	0	NA	1	71	0	0.00677506775067751	0.00620945216118678	0.916515138991168	1	NA	2	0.0203252032520325	0.0121951219512195	0	0.0121951219512195
ORF31-Monocistronic-Long-novTX_66	ORF31	NC_001491.2	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	ORF31-Monocistronic-Long-novTX_66	+	EHV-1_48h_3	Monocistronic-Long	1	NA	1	82	0.0121951219512195	0.00677506775067751	0.00620945216118678	0.916515138991168	1	NA	3	0.0203252032520325	0.0121951219512195	0	0.0121951219512195
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_2h_1	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_2h_2	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_2h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	4h	4	RK-13	RK-13_4h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_4h_1	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	4h	4	RK-13	RK-13_4h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_4h_2	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	4h	4	RK-13	RK-13_4h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_4h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	6h	6	RK-13	RK-13_6h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_6h_1	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	1	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	6h	6	RK-13	RK-13_6h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_6h_2	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	6h	6	RK-13	RK-13_6h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_6h_3	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	3	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	8h	8	RK-13	RK-13_8h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_8h_1	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	8h	8	RK-13	RK-13_8h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_8h_2	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	2	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	8h	8	RK-13	RK-13_8h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_8h_3	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	3	0	0	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	12h	12	RK-13	RK-13_12h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_12h_1	Monocistronic-Long	2	NA	1	4	0.5	0.351851851851852	0.13981174880131	0.397359707119513	1	NA	1	1.05555555555556	0.5	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	12h	12	RK-13	RK-13_12h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_12h_2	Monocistronic-Long	1	NA	1	3	0.333333333333333	0.351851851851852	0.13981174880131	0.397359707119513	1	NA	2	1.05555555555556	0.5	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	12h	12	RK-13	RK-13_12h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_12h_3	Monocistronic-Long	2	NA	1	9	0.222222222222222	0.351851851851852	0.13981174880131	0.397359707119513	1	NA	3	1.05555555555556	0.5	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	18h	18	RK-13	RK-13_18h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_18h_1	Monocistronic-Long	0	NA	1	11	0	0.333333333333333	0.577350269189626	1.73205080756888	1	NA	1	1	1	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	18h	18	RK-13	RK-13_18h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_18h_2	Monocistronic-Long	0	NA	1	5	0	0.333333333333333	0.577350269189626	1.73205080756888	1	NA	2	1	1	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	18h	18	RK-13	RK-13_18h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_18h_3	Monocistronic-Long	1	NA	1	1	1	0.333333333333333	0.577350269189626	1.73205080756888	1	NA	3	1	1	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	24h	24	RK-13	RK-13_24h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_24h_1	Monocistronic-Long	1	NA	1	6	0.166666666666667	0.0972222222222222	0.0867360833110889	0.892142571199771	1	NA	1	0.291666666666667	0.166666666666667	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	24h	24	RK-13	RK-13_24h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_24h_2	Monocistronic-Long	1	NA	1	8	0.125	0.0972222222222222	0.0867360833110889	0.892142571199771	1	NA	2	0.291666666666667	0.166666666666667	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	24h	24	RK-13	RK-13_24h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_24h_3	Monocistronic-Long	0	NA	1	8	0	0.0972222222222222	0.0867360833110889	0.892142571199771	1	NA	3	0.291666666666667	0.166666666666667	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_48h_1	Monocistronic-Long	2	NA	1	9	0.222222222222222	0.0997150997150997	0.112850725472013	1.13173156116219	1	NA	1	0.299145299145299	0.222222222222222	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_48h_2	Monocistronic-Long	1	NA	1	13	0.0769230769230769	0.0997150997150997	0.112850725472013	1.13173156116219	1	NA	2	0.299145299145299	0.222222222222222	0	1
ORF35-Monocistronic-Long-novTX_699	ORF35	NC_001491.2	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	ORF35-Monocistronic-Long-novTX_699	-	EHV-1_48h_3	Monocistronic-Long	0	NA	1	5	0	0.0997150997150997	0.112850725472013	1.13173156116219	1	NA	3	0.299145299145299	0.222222222222222	0	1
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_2h_1	Monocistronic-Long	0	NA	1	7	0	0	0	NA	1	NA	1	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_2h_2	Monocistronic-Long	0	NA	1	5	0	0	0	NA	1	NA	2	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_2h_3	Monocistronic-Long	0	NA	1	6	0	0	0	NA	1	NA	3	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	4h	4	RK-13	RK-13_4h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_4h_1	Monocistronic-Long	0	NA	1	5	0	0	0	NA	1	NA	1	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	4h	4	RK-13	RK-13_4h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_4h_2	Monocistronic-Long	0	NA	1	4	0	0	0	NA	1	NA	2	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	4h	4	RK-13	RK-13_4h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_4h_3	Monocistronic-Long	0	NA	1	3	0	0	0	NA	1	NA	3	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	6h	6	RK-13	RK-13_6h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_6h_1	Monocistronic-Long	0	NA	1	20	0	0	0	NA	1	NA	1	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	6h	6	RK-13	RK-13_6h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_6h_2	Monocistronic-Long	0	NA	1	19	0	0	0	NA	1	NA	2	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	6h	6	RK-13	RK-13_6h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_6h_3	Monocistronic-Long	0	NA	1	20	0	0	0	NA	1	NA	3	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	8h	8	RK-13	RK-13_8h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_8h_1	Monocistronic-Long	0	NA	1	320	0	0.000367917586460633	0.000730063827556454	1.98431348329844	1	NA	1	0.00165562913907285	0.00165562913907285	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	8h	8	RK-13	RK-13_8h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_8h_2	Monocistronic-Long	0	NA	1	560	0	0.000367917586460633	0.000730063827556454	1.98431348329844	1	NA	2	0.00165562913907285	0.00165562913907285	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	8h	8	RK-13	RK-13_8h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_8h_3	Monocistronic-Long	1	NA	1	604	0.00165562913907285	0.000367917586460633	0.000730063827556454	1.98431348329844	1	NA	3	0.00165562913907285	0.00165562913907285	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	12h	12	RK-13	RK-13_12h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_12h_1	Monocistronic-Long	2	NA	1	1880	0.00106382978723404	0.000285284664355442	0.000450917131269524	1.58058664768506	1	NA	1	0.00106382978723404	0.00106382978723404	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	12h	12	RK-13	RK-13_12h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_12h_2	Monocistronic-Long	0	NA	1	1029	0	0.000285284664355442	0.000450917131269524	1.58058664768506	1	NA	2	0.00106382978723404	0.00106382978723404	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	12h	12	RK-13	RK-13_12h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_12h_3	Monocistronic-Long	0	NA	1	1025	0	0.000285284664355442	0.000450917131269524	1.58058664768506	1	NA	3	0.00106382978723404	0.00106382978723404	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	18h	18	RK-13	RK-13_18h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_18h_1	Monocistronic-Long	1	NA	1	162	0.00617283950617284	0.000685871056241427	0.00205761316872428	3	1	NA	1	0.00617283950617284	0.00617283950617284	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	18h	18	RK-13	RK-13_18h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_18h_2	Monocistronic-Long	0	NA	1	145	0	0.000685871056241427	0.00205761316872428	3	1	NA	2	0.00617283950617284	0.00617283950617284	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	18h	18	RK-13	RK-13_18h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_18h_3	Monocistronic-Long	0	NA	1	111	0	0.000685871056241427	0.00205761316872428	3	1	NA	3	0.00617283950617284	0.00617283950617284	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	24h	24	RK-13	RK-13_24h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_24h_1	Monocistronic-Long	0	NA	1	821	0	0	0	NA	1	NA	1	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	24h	24	RK-13	RK-13_24h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_24h_2	Monocistronic-Long	0	NA	1	580	0	0	0	NA	1	NA	2	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	24h	24	RK-13	RK-13_24h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_24h_3	Monocistronic-Long	0	NA	1	470	0	0	0	NA	1	NA	3	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_48h_1	Monocistronic-Long	0	NA	1	477	0	0.000350508236943568	0.0010515247108307	3	1	NA	1	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_48h_2	Monocistronic-Long	0	NA	1	290	0	0.000350508236943568	0.0010515247108307	3	1	NA	2	0	0	0	0.00617283950617284
ORF42-Monocistronic-Long-novTX_104	ORF42	NC_001491.2	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	ORF42-Monocistronic-Long-novTX_104	+	EHV-1_48h_3	Monocistronic-Long	0	NA	1	317	0	0.000350508236943568	0.0010515247108307	3	1	NA	3	0	0	0	0.00617283950617284
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_2h_1	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	1	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_2h_1	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	1	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_2h_1	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	1	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_2h_2	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	2	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_2h_2	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	2	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_2h_2	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	2	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_2h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_2h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_2h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_4h_1	Monocistronic-Long	0	NA	1	3	0	0	0	NA	1	NA	1	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_4h_1	Monocistronic-Long	0	NA	1	3	0	0	0	NA	1	NA	1	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_4h_1	Monocistronic-Long	0	NA	1	3	0	0	0	NA	1	NA	1	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_4h_2	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	2	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_4h_2	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	2	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_4h_2	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	2	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_4h_3	Monocistronic-Long	0	NA	1	4	0	0	0	NA	1	NA	3	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_4h_3	Monocistronic-Long	0	NA	1	4	0	0	0	NA	1	NA	3	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	4h	4	RK-13	RK-13_4h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_4h_3	Monocistronic-Long	0	NA	1	4	0	0	0	NA	1	NA	3	0	0	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_6h_1	Monocistronic-Long	0	NA	1	21	0	0.00529100529100529	0.0158730158730159	3	1	NA	1	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_6h_1	Monocistronic-Long	0	NA	1	21	0	0.00529100529100529	0.0158730158730159	3	1	NA	1	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_6h_1	Monocistronic-Long	1	NA	1	21	0.0476190476190476	0.00529100529100529	0.0158730158730159	3	1	NA	1	0.0476190476190476	0.0476190476190476	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_6h_2	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	2	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_6h_2	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	2	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_6h_2	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	2	0.0476190476190476	0.0476190476190476	0	0.0714285714285714
ORF51-Monocistronic-Long-novTX_180	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_180	+	EHV-1_6h_3	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	3	0	0	0	0.2
ORF51-Monocistronic-Long-novTX_182	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_182	+	EHV-1_6h_3	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	3	0	0	0	0.166666666666667
ORF51-Monocistronic-Long-novTX_291	ORF51	NC_001491.2	ORF51	ORF51	unknown	6h	6	RK-13	RK-13_6h	ORF51-Monocistronic-Long-novTX_291	+	EHV-1_6h_3	Monocistronic-Long	0	NA	1	26	0	0.00529100529100529	0.0158730158730159	3	1	NA	3	0.0476190476190476	0.0476190476190476	0	0.0714285714285714
