Ref_Class	gene	seqnames	gene_cluster	gene_region	Kinetic_class	hpi	Time	cell_line	group	cmp_ref	strand	sample	class_code	read_count	parent	norm_base	sum_read_count	norm_read_count	mean	sd	varcoeff	Isoform_nr	Description	rep	sum_abundance	mean_abundance	min_abundance	max_abundance
ORF49-Antisense-Long-novTX_706	ORF49	NC_001491.2	ORF49	ORF49	unknown	24h	24	RK-13	RK-13_24h	ORF49-Antisense-Long-novTX_706	-	EHV-1_24h_2	Antisense-Long	0	NA	1	9	0	0	0	NA	1	NA	2	0	0	0	0.5
ORF49-Antisense-Long-novTX_706	ORF49	NC_001491.2	ORF49	ORF49	unknown	24h	24	RK-13	RK-13_24h	ORF49-Antisense-Long-novTX_706	-	EHV-1_24h_3	Antisense-Long	0	NA	1	10	0	0	0	NA	1	NA	3	0	0	0	0.5
ORF49-Antisense-Long-novTX_706	ORF49	NC_001491.2	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	ORF49-Antisense-Long-novTX_706	-	EHV-1_48h_1	Antisense-Long	0	NA	1	9	0	0	0	NA	1	NA	1	0	0	0	0.5
ORF49-Antisense-Long-novTX_706	ORF49	NC_001491.2	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	ORF49-Antisense-Long-novTX_706	-	EHV-1_48h_2	Antisense-Long	0	NA	1	9	0	0	0	NA	1	NA	2	0	0	0	0.5
ORF49-Antisense-Long-novTX_706	ORF49	NC_001491.2	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	ORF49-Antisense-Long-novTX_706	-	EHV-1_48h_3	Antisense-Long	0	NA	1	6	0	0	0	NA	1	NA	3	0	0	0	0.5
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-L	-	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-L	-	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-L	-	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-L	-	EHV-1_2h_1	=	0	NA	1	10	0	0.037037037037037	0.0641500299099584	1.73205080756888	1	NA	1	0.111111111111111	0.111111111111111	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-L	-	EHV-1_2h_2	=	0	NA	1	1	0	0.037037037037037	0.0641500299099584	1.73205080756888	1	NA	2	0.111111111111111	0.111111111111111	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-L	-	EHV-1_2h_3	=	1	NA	1	9	0.111111111111111	0.037037037037037	0.0641500299099584	1.73205080756888	1	NA	3	0.111111111111111	0.111111111111111	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-L	-	EHV-1_4h_1	=	0	NA	1	11	0	0.0541125541125541	0.0478643817911168	0.884533775499839	1	NA	1	0.162337662337662	0.0909090909090909	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-L	-	EHV-1_4h_2	=	1	NA	1	11	0.0909090909090909	0.0541125541125541	0.0478643817911168	0.884533775499839	1	NA	2	0.162337662337662	0.0909090909090909	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-L	-	EHV-1_4h_3	=	1	NA	1	14	0.0714285714285714	0.0541125541125541	0.0478643817911168	0.884533775499839	1	NA	3	0.162337662337662	0.0909090909090909	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-L	-	EHV-1_6h_1	=	0	NA	1	133	0	0.00252525252525253	0.00437386567567898	1.73205080756888	1	NA	1	0.00757575757575758	0.00757575757575758	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-L	-	EHV-1_6h_2	=	0	NA	1	118	0	0.00252525252525253	0.00437386567567898	1.73205080756888	1	NA	2	0.00757575757575758	0.00757575757575758	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-L	-	EHV-1_6h_3	=	1	NA	1	132	0.00757575757575758	0.00252525252525253	0.00437386567567898	1.73205080756888	1	NA	3	0.00757575757575758	0.00757575757575758	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-L	-	EHV-1_8h_1	=	3	NA	1	367	0.00817438692098093	0.0075930307388389	0.000610802975807314	0.0804425790986217	1	NA	1	0.0227790922165167	0.00817438692098093	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-L	-	EHV-1_8h_2	=	4	NA	1	523	0.00764818355640535	0.0075930307388389	0.000610802975807314	0.0804425790986217	1	NA	2	0.0227790922165167	0.00817438692098093	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-L	-	EHV-1_8h_3	=	4	NA	1	575	0.00695652173913044	0.0075930307388389	0.000610802975807314	0.0804425790986217	1	NA	3	0.0227790922165167	0.00817438692098093	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-L	-	EHV-1_12h_1	=	11	NA	1	1895	0.00580474934036939	0.00535914183409614	0.000542228604861302	0.101178252348448	1	NA	1	0.0160774255022884	0.00580474934036939	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-L	-	EHV-1_12h_2	=	8	NA	1	1450	0.00551724137931034	0.00535914183409614	0.000542228604861302	0.101178252348448	1	NA	2	0.0160774255022884	0.00580474934036939	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-L	-	EHV-1_12h_3	=	7	NA	1	1472	0.0047554347826087	0.00535914183409614	0.000542228604861302	0.101178252348448	1	NA	3	0.0160774255022884	0.00580474934036939	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-L	-	EHV-1_18h_1	=	3	NA	1	925	0.00324324324324324	0.00345203277777612	0.00127572874156505	0.369558698798596	1	NA	1	0.0103560983333284	0.00481927710843374	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-L	-	EHV-1_18h_2	=	2	NA	1	415	0.00481927710843374	0.00345203277777612	0.00127572874156505	0.369558698798596	1	NA	2	0.0103560983333284	0.00481927710843374	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-L	-	EHV-1_18h_3	=	1	NA	1	436	0.00229357798165138	0.00345203277777612	0.00127572874156505	0.369558698798596	1	NA	3	0.0103560983333284	0.00481927710843374	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-L	-	EHV-1_24h_1	=	6	NA	1	690	0.00869565217391304	0.00666975517877298	0.00205483494093627	0.308082513654466	1	NA	1	0.0200092655363189	0.00869565217391304	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-L	-	EHV-1_24h_2	=	2	NA	1	436	0.00458715596330275	0.00666975517877298	0.00205483494093627	0.308082513654466	1	NA	2	0.0200092655363189	0.00869565217391304	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-L	-	EHV-1_24h_3	=	3	NA	1	446	0.00672645739910314	0.00666975517877298	0.00205483494093627	0.308082513654466	1	NA	3	0.0200092655363189	0.00869565217391304	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-L	-	EHV-1_48h_1	=	3	NA	1	936	0.00320512820512821	0.00402006483835459	0.00190033147870093	0.47271164896901	1	NA	1	0.0120601945150638	0.00619195046439629	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-L	-	EHV-1_48h_2	=	2	NA	1	751	0.00266311584553928	0.00402006483835459	0.00190033147870093	0.47271164896901	1	NA	2	0.0120601945150638	0.00619195046439629	0	0.111111111111111
CTO-L	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-L	-	EHV-1_48h_3	=	4	NA	1	646	0.00619195046439629	0.00402006483835459	0.00190033147870093	0.47271164896901	1	NA	3	0.0120601945150638	0.00619195046439629	0	0.111111111111111
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-S	-	EHV-1_1h_1	=	0	NA	1	0	0	0	0	NA	2	NA	1	0	0	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-S	-	EHV-1_1h_2	=	0	NA	1	0	0	0	0	NA	2	NA	2	0	0	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	CTO-S	-	EHV-1_1h_3	=	0	NA	1	0	0	0	0	NA	2	NA	3	0	0	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-S	-	EHV-1_2h_1	=	10	NA	1	10	1	0.962962962962963	0.0641500299099585	0.0666173387526492	2	NA	1	2.88888888888889	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-S	-	EHV-1_2h_2	=	1	NA	1	1	1	0.962962962962963	0.0641500299099585	0.0666173387526492	2	NA	2	2.88888888888889	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	CTO-S	-	EHV-1_2h_3	=	8	NA	1	9	0.888888888888889	0.962962962962963	0.0641500299099585	0.0666173387526492	2	NA	3	2.88888888888889	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-S	-	EHV-1_4h_1	=	11	NA	1	11	1	0.945887445887446	0.0478643817911169	0.0506026187356888	2	NA	1	2.83766233766234	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-S	-	EHV-1_4h_2	=	10	NA	1	11	0.909090909090909	0.945887445887446	0.0478643817911169	0.0506026187356888	2	NA	2	2.83766233766234	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	CTO-S	-	EHV-1_4h_3	=	13	NA	1	14	0.928571428571429	0.945887445887446	0.0478643817911169	0.0506026187356888	2	NA	3	2.83766233766234	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-S	-	EHV-1_6h_1	=	132	NA	1	133	0.992481203007519	0.984867471709577	0.0200543591520521	0.0203624951865258	2	NA	1	2.95460241512873	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-S	-	EHV-1_6h_2	=	118	NA	1	118	1	0.984867471709577	0.0200543591520521	0.0203624951865258	2	NA	2	2.95460241512873	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	CTO-S	-	EHV-1_6h_3	=	127	NA	1	132	0.962121212121212	0.984867471709577	0.0200543591520521	0.0203624951865258	2	NA	3	2.95460241512873	1	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-S	-	EHV-1_8h_1	=	361	NA	1	367	0.983651226158038	0.987190417586805	0.00385879661834148	0.00390886757974651	2	NA	1	2.96157125276042	0.991304347826087	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-S	-	EHV-1_8h_2	=	516	NA	1	523	0.986615678776291	0.987190417586805	0.00385879661834148	0.00390886757974651	2	NA	2	2.96157125276042	0.991304347826087	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	CTO-S	-	EHV-1_8h_3	=	570	NA	1	575	0.991304347826087	0.987190417586805	0.00385879661834148	0.00390886757974651	2	NA	3	2.96157125276042	0.991304347826087	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-S	-	EHV-1_12h_1	=	1877	NA	1	1895	0.990501319261214	0.99158764615054	0.000982425187377262	0.000990759809474385	2	NA	1	2.97476293845162	0.992413793103448	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-S	-	EHV-1_12h_2	=	1439	NA	1	1450	0.992413793103448	0.99158764615054	0.000982425187377262	0.000990759809474385	2	NA	2	2.97476293845162	0.992413793103448	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	CTO-S	-	EHV-1_12h_3	=	1460	NA	1	1472	0.991847826086957	0.99158764615054	0.000982425187377262	0.000990759809474385	2	NA	3	2.97476293845162	0.992413793103448	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-S	-	EHV-1_18h_1	=	913	NA	1	925	0.987027027027027	0.986230555746417	0.00278651051355242	0.00282541490660212	2	NA	1	2.95869166723925	0.988532110091743	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-S	-	EHV-1_18h_2	=	408	NA	1	415	0.983132530120482	0.986230555746417	0.00278651051355242	0.00282541490660212	2	NA	2	2.95869166723925	0.988532110091743	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	CTO-S	-	EHV-1_18h_3	=	431	NA	1	436	0.988532110091743	0.986230555746417	0.00278651051355242	0.00282541490660212	2	NA	3	2.95869166723925	0.988532110091743	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-S	-	EHV-1_24h_1	=	682	NA	1	690	0.988405797101449	0.990104766941552	0.00261766314601225	0.002643824404662	2	NA	1	2.97031430082466	0.993119266055046	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-S	-	EHV-1_24h_2	=	433	NA	1	436	0.993119266055046	0.990104766941552	0.00261766314601225	0.002643824404662	2	NA	2	2.97031430082466	0.993119266055046	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	CTO-S	-	EHV-1_24h_3	=	441	NA	1	446	0.988789237668161	0.990104766941552	0.00261766314601225	0.002643824404662	2	NA	3	2.97031430082466	0.993119266055046	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-S	-	EHV-1_48h_1	=	921	NA	1	936	0.983974358974359	0.987567470657613	0.00339117554228142	0.00343386719696555	2	NA	1	2.96270241197284	0.990712074303406	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-S	-	EHV-1_48h_2	=	742	NA	1	751	0.988015978695073	0.987567470657613	0.00339117554228142	0.00343386719696555	2	NA	2	2.96270241197284	0.990712074303406	0	1
CTO-S	CTO	NC_001491.2	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	CTO-S	-	EHV-1_48h_3	=	640	NA	1	646	0.990712074303406	0.987567470657613	0.00339117554228142	0.00343386719696555	2	NA	3	2.96270241197284	0.990712074303406	0	1
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	2h	2	RK-13	RK-13_2h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_2h_1	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	1	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	2h	2	RK-13	RK-13_2h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_2h_2	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	2h	2	RK-13	RK-13_2h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_2h_3	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	3	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	4h	4	RK-13	RK-13_4h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_4h_1	Monocistronic-Long	0	NA	1	1	0	0	0	NA	1	NA	1	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	4h	4	RK-13	RK-13_4h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_4h_2	Monocistronic-Long	0	NA	1	0	0	0	0	NA	1	NA	2	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	4h	4	RK-13	RK-13_4h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_4h_3	Monocistronic-Long	0	NA	1	2	0	0	0	NA	1	NA	3	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	6h	6	RK-13	RK-13_6h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_6h_1	Monocistronic-Long	0	NA	1	10	0	0	0	NA	1	NA	1	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	6h	6	RK-13	RK-13_6h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_6h_2	Monocistronic-Long	0	NA	1	11	0	0	0	NA	1	NA	2	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	6h	6	RK-13	RK-13_6h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_6h_3	Monocistronic-Long	0	NA	1	10	0	0	0	NA	1	NA	3	0	0	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	8h	8	RK-13	RK-13_8h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_8h_1	Monocistronic-Long	0	NA	1	48	0	0.0053763440860215	0.00931210111596171	1.73205080756888	1	NA	1	0.0161290322580645	0.0161290322580645	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	8h	8	RK-13	RK-13_8h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_8h_2	Monocistronic-Long	0	NA	1	47	0	0.0053763440860215	0.00931210111596171	1.73205080756888	1	NA	2	0.0161290322580645	0.0161290322580645	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	8h	8	RK-13	RK-13_8h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_8h_3	Monocistronic-Long	1	NA	1	62	0.0161290322580645	0.0053763440860215	0.00931210111596171	1.73205080756888	1	NA	3	0.0161290322580645	0.0161290322580645	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	12h	12	RK-13	RK-13_12h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_12h_1	Monocistronic-Long	1	NA	1	580	0.00172413793103448	0.00258274477219222	0.00310247298075869	1.20123095946694	1	NA	1	0.00774823431657665	0.00602409638554217	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	12h	12	RK-13	RK-13_12h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_12h_2	Monocistronic-Long	0	NA	1	366	0	0.00258274477219222	0.00310247298075869	1.20123095946694	1	NA	2	0.00774823431657665	0.00602409638554217	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	12h	12	RK-13	RK-13_12h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_12h_3	Monocistronic-Long	2	NA	1	332	0.00602409638554217	0.00258274477219222	0.00310247298075869	1.20123095946694	1	NA	3	0.00774823431657665	0.00602409638554217	0	0.0161290322580645
ORF12-Monocistronic-Long-novTX_193	ORF12	NC_001491.2	ORF12	ORF12	unknown	18h	18	RK-13	RK-13_18h	ORF12-Monocistronic-Long-novTX_193	+	EHV-1_18h_1	Monocistronic-Long	0	NA	1	444	0	0.0011037527593819	0.00191175585824379	1.73205080756888	1	NA	1	0.0033112582781457	0.0033112582781457	0	0.0161290322580645
