seqnames,strand,gene,score,support,CAGE_significance
NC_001491.2,-,CAGE_cluster_1346,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1347,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1348,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1349,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1350,309.564999042,2,*
NC_001491.2,-,CAGE_cluster_1351,670.497568528,3,**
NC_001491.2,-,CAGE_cluster_1352,424.530874562,2,*
NC_001491.2,-,CAGE_cluster_1353,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1354,664.597964262,3,**
NC_001491.2,-,CAGE_cluster_1355,140580.608043472,9,***
NC_001491.2,-,CAGE_cluster_1356,622.276573593,3,**
NC_001491.2,-,CAGE_cluster_1357,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1358,408.072757607,2,*
NC_001491.2,-,CAGE_cluster_1359,1504.938173968,4,**
NC_001491.2,-,CAGE_cluster_1360,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1361,1712.321467903,6,***
NC_001491.2,-,CAGE_cluster_1362,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1363,507.310698073,2,*
NC_001491.2,-,CAGE_cluster_1364,868.243267559,4,**
NC_001491.2,-,CAGE_cluster_1365,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1366,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1367,931.085406178,4,**
NC_001491.2,-,CAGE_cluster_1368,183306.123209144,9,***
NC_001491.2,-,CAGE_cluster_1369,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1370,4624.196614647,7,***
NC_001491.2,-,CAGE_cluster_1371,1037.005101923,5,***
NC_001491.2,-,CAGE_cluster_1372,664.597964262,2,*
NC_001491.2,-,CAGE_cluster_1373,2355.195040295,7,***
NC_001491.2,-,CAGE_cluster_1374,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1375,3464.48283009,6,***
NC_001491.2,-,CAGE_cluster_1376,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1377,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1378,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1379,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1380,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1381,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1382,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1383,1051.6765119,4,**
NC_001491.2,-,CAGE_cluster_1384,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1385,536.350174573,3,**
NC_001491.2,-,CAGE_cluster_1386,1257.134506731,4,**
NC_001491.2,-,CAGE_cluster_1387,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1388,223.638600022,1,*
NC_001491.2,-,CAGE_cluster_1389,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1390,1595.371420078,5,***
NC_001491.2,-,CAGE_cluster_1391,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1392,825.92187689,4,**
NC_001491.2,-,CAGE_cluster_1393,223.638600022,1,*
NC_001491.2,-,CAGE_cluster_1394,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1395,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1396,1058.079205463,3,**
NC_001491.2,-,CAGE_cluster_1397,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1398,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1399,705.056397104,3,**
NC_001491.2,-,CAGE_cluster_1400,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1401,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1402,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1403,372.407137661,3,**
NC_001491.2,-,CAGE_cluster_1404,989.864913802,4,**
NC_001491.2,-,CAGE_cluster_1405,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1406,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1407,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1408,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1409,309.564999042,2,*
NC_001491.2,-,CAGE_cluster_1410,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1411,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1412,302.909228319,2,*
NC_001491.2,-,CAGE_cluster_1413,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1414,651.26043826,2,*
NC_001491.2,-,CAGE_cluster_1415,380.925866211,2,*
NC_001491.2,-,CAGE_cluster_1416,1602.035909376,6,***
NC_001491.2,-,CAGE_cluster_1417,18254.315869814,9,***
NC_001491.2,-,CAGE_cluster_1418,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1419,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1420,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1421,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1422,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1423,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1424,867.940035772,2,*
NC_001491.2,-,CAGE_cluster_1425,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1426,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1427,804.953651477,3,**
NC_001491.2,-,CAGE_cluster_1428,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1429,374.270095488,2,*
NC_001491.2,-,CAGE_cluster_1430,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1431,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1432,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1433,395.491398062,1,*
NC_001491.2,-,CAGE_cluster_1434,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1435,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1436,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1437,558.678268517,2,*
NC_001491.2,-,CAGE_cluster_1438,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1439,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1440,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1441,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1442,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1443,1547.065164335,4,**
NC_001491.2,-,CAGE_cluster_1444,1192.535288412,4,**
NC_001491.2,-,CAGE_cluster_1445,1240.65040522,5,***
NC_001491.2,-,CAGE_cluster_1446,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1447,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1448,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1449,310.848616724,1,*
NC_001491.2,-,CAGE_cluster_1450,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1451,507.310698073,2,*
NC_001491.2,-,CAGE_cluster_1452,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1453,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1454,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1455,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1456,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1457,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1458,763.079738271,3,**
NC_001491.2,-,CAGE_cluster_1459,570.152836692,4,**
NC_001491.2,-,CAGE_cluster_1460,408.072757607,2,*
NC_001491.2,-,CAGE_cluster_1461,310.848616724,1,*
NC_001491.2,-,CAGE_cluster_1462,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1463,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1464,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1465,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1466,664.597964262,2,*
NC_001491.2,-,CAGE_cluster_1467,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1468,1581.37091575,6,***
NC_001491.2,-,CAGE_cluster_1469,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1470,718.921374331,3,**
NC_001491.2,-,CAGE_cluster_1471,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1472,374.270095488,2,*
NC_001491.2,-,CAGE_cluster_1473,3190.138735031,6,***
NC_001491.2,-,CAGE_cluster_1474,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1475,129341.528625536,9,***
NC_001491.2,-,CAGE_cluster_1476,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1477,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1478,774.554306446,4,**
NC_001491.2,-,CAGE_cluster_1479,775.661097816,3,**
NC_001491.2,-,CAGE_cluster_1480,395.491398062,1,*
NC_001491.2,-,CAGE_cluster_1481,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1482,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1483,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1484,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1485,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1486,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1487,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1488,612.474227361,3,**
NC_001491.2,-,CAGE_cluster_1489,1132.366284979,4,**
NC_001491.2,-,CAGE_cluster_1490,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1491,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1492,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1493,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1494,1320.677199974,5,***
NC_001491.2,-,CAGE_cluster_1495,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1496,28888.189070445,9,***
NC_001491.2,-,CAGE_cluster_1497,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1498,1096.891400917,3,**
NC_001491.2,-,CAGE_cluster_1499,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1500,538.2131324,1,*
NC_001491.2,-,CAGE_cluster_1501,4426.976824916,6,***
NC_001491.2,-,CAGE_cluster_1502,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1503,813.472380027,2,*
NC_001491.2,-,CAGE_cluster_1504,210.327058576,1,*
NC_001491.2,-,CAGE_cluster_1505,677.153339251,2,*
NC_001491.2,-,CAGE_cluster_1506,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1507,2072.223496869,5,***
NC_001491.2,-,CAGE_cluster_1508,570.152836692,4,**
NC_001491.2,-,CAGE_cluster_1509,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1510,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1511,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1512,19588.798271905,9,***
NC_001491.2,-,CAGE_cluster_1513,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1514,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1515,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1516,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1517,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1518,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1519,705.056397104,3,**
NC_001491.2,-,CAGE_cluster_1520,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1521,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1522,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1523,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1524,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1525,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1526,811.6094222,3,**
NC_001491.2,-,CAGE_cluster_1527,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1528,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1529,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1530,196155.685728494,9,***
NC_001491.2,-,CAGE_cluster_1531,414.72852833,3,**
NC_001491.2,-,CAGE_cluster_1532,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1533,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1534,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1535,656.185113838,2,*
NC_001491.2,-,CAGE_cluster_1536,761.348643126,3,**
NC_001491.2,-,CAGE_cluster_1537,380.925866211,2,*
NC_001491.2,-,CAGE_cluster_1538,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1539,593.237097093,2,*
NC_001491.2,-,CAGE_cluster_1540,1334.212960857,3,**
NC_001491.2,-,CAGE_cluster_1541,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1542,811.6094222,3,**
NC_001491.2,-,CAGE_cluster_1543,904.085713817,3,**
NC_001491.2,-,CAGE_cluster_1544,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1545,1289.653551168,5,***
NC_001491.2,-,CAGE_cluster_1546,2280.852348945,5,***
NC_001491.2,-,CAGE_cluster_1547,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1548,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1549,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1550,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1551,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1552,1972.715213261,4,**
NC_001491.2,-,CAGE_cluster_1553,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1554,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1555,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1556,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1557,565.33403924,2,*
NC_001491.2,-,CAGE_cluster_1558,608.939047591,2,*
NC_001491.2,-,CAGE_cluster_1559,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1560,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1561,618.399816183,2,*
NC_001491.2,-,CAGE_cluster_1562,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1563,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1564,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1565,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1566,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1567,822.801285937,3,**
NC_001491.2,-,CAGE_cluster_1568,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1569,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1570,677.153339251,2,*
NC_001491.2,-,CAGE_cluster_1571,3175.032342251,7,***
NC_001491.2,-,CAGE_cluster_1572,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1573,380.925866211,2,*
NC_001491.2,-,CAGE_cluster_1574,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1575,1937.737764945,3,**
NC_001491.2,-,CAGE_cluster_1576,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1577,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1578,1847.699371554,3,**
NC_001491.2,-,CAGE_cluster_1579,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1580,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1581,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1582,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1583,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1584,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1585,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1586,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1587,2068.794195224,5,***
NC_001491.2,-,CAGE_cluster_1588,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1589,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1590,1227.765813888,4,**
NC_001491.2,-,CAGE_cluster_1591,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1592,365.751366938,2,*
NC_001491.2,-,CAGE_cluster_1593,1177.808266601,5,***
NC_001491.2,-,CAGE_cluster_1594,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1595,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1596,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1597,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1598,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1599,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1600,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1601,960.522205515,2,*
NC_001491.2,-,CAGE_cluster_1602,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1603,3499.453721938,7,***
NC_001491.2,-,CAGE_cluster_1604,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1605,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1606,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1607,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1608,1257.078894898,3,**
NC_001491.2,-,CAGE_cluster_1609,1530.857059516,4,**
NC_001491.2,-,CAGE_cluster_1610,578.671565242,3,**
NC_001491.2,-,CAGE_cluster_1611,625.055586906,3,**
NC_001491.2,-,CAGE_cluster_1612,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1613,1231.215621184,4,**
NC_001491.2,-,CAGE_cluster_1614,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1615,486.089395499,3,**
NC_001491.2,-,CAGE_cluster_1616,2009.832558625,6,***
NC_001491.2,-,CAGE_cluster_1617,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1618,421.384299053,2,*
NC_001491.2,-,CAGE_cluster_1619,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1620,464.989307404,3,**
NC_001491.2,-,CAGE_cluster_1621,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1622,699.790122189,2,*
NC_001491.2,-,CAGE_cluster_1623,1234.750800954,6,***
NC_001491.2,-,CAGE_cluster_1624,980.06256757,4,**
NC_001491.2,-,CAGE_cluster_1625,656.079235712,3,**
NC_001491.2,-,CAGE_cluster_1626,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1627,1030.455209326,4,**
NC_001491.2,-,CAGE_cluster_1628,365.751366938,2,*
NC_001491.2,-,CAGE_cluster_1629,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1630,117024.764956876,9,***
NC_001491.2,-,CAGE_cluster_1631,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1632,558.678268517,2,*
NC_001491.2,-,CAGE_cluster_1633,9746.277418234,9,***
NC_001491.2,-,CAGE_cluster_1634,1023.364344133,3,**
NC_001491.2,-,CAGE_cluster_1635,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1636,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1637,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1638,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1639,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1640,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1641,223.638600022,1,*
NC_001491.2,-,CAGE_cluster_1642,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1643,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1644,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1645,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1646,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1647,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1648,593.237097093,2,*
NC_001491.2,-,CAGE_cluster_1649,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1650,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1651,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1652,918.200814846,2,*
NC_001491.2,-,CAGE_cluster_1653,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1654,13512.047141939,9,***
NC_001491.2,-,CAGE_cluster_1655,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1656,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1657,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1658,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1659,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1660,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1661,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1662,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1663,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1664,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1665,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1666,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1667,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1668,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1669,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1670,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1671,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1672,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1673,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1674,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1675,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1676,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1677,788.972639262,2,*
NC_001491.2,-,CAGE_cluster_1678,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1679,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1680,1464.420867925,4,**
NC_001491.2,-,CAGE_cluster_1681,421.384299053,2,*
NC_001491.2,-,CAGE_cluster_1682,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1683,1143.702372695,3,**
NC_001491.2,-,CAGE_cluster_1684,2444.55438368,6,***
NC_001491.2,-,CAGE_cluster_1685,2622.603399996,6,***
NC_001491.2,-,CAGE_cluster_1686,782.316868539,3,**
NC_001491.2,-,CAGE_cluster_1687,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1688,2125.065823928,5,***
NC_001491.2,-,CAGE_cluster_1689,6585.117890563,8,***
NC_001491.2,-,CAGE_cluster_1690,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1691,178356.775404572,9,***
NC_001491.2,-,CAGE_cluster_1692,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1693,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1694,822.801285937,4,**
NC_001491.2,-,CAGE_cluster_1695,656.185113838,2,*
NC_001491.2,-,CAGE_cluster_1696,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1697,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1698,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1699,14846.151271311,9,***
NC_001491.2,-,CAGE_cluster_1700,309.564999042,2,*
NC_001491.2,-,CAGE_cluster_1701,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1702,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1703,424.530874562,2,*
NC_001491.2,-,CAGE_cluster_1704,918.200814846,2,*
NC_001491.2,-,CAGE_cluster_1705,810.219926392,4,**
NC_001491.2,-,CAGE_cluster_1706,210.327058576,1,*
NC_001491.2,-,CAGE_cluster_1707,565.33403924,2,*
NC_001491.2,-,CAGE_cluster_1708,380.925866211,2,*
NC_001491.2,-,CAGE_cluster_1709,558.678268517,2,*
NC_001491.2,-,CAGE_cluster_1710,769.76149355,4,**
NC_001491.2,-,CAGE_cluster_1711,395.491398062,1,*
NC_001491.2,-,CAGE_cluster_1712,651.26043826,2,*
NC_001491.2,-,CAGE_cluster_1713,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1714,1653.959788768,6,***
NC_001491.2,-,CAGE_cluster_1715,1002.699350508,4,**
NC_001491.2,-,CAGE_cluster_1716,106959.151707728,9,***
NC_001491.2,-,CAGE_cluster_1717,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1718,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1719,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1720,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1721,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1722,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1723,47799.552804398,9,***
NC_001491.2,-,CAGE_cluster_1724,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1725,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1726,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1727,1794.712687153,5,***
NC_001491.2,-,CAGE_cluster_1728,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1729,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1730,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1731,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1732,424.530874562,2,*
NC_001491.2,-,CAGE_cluster_1733,464.989307404,3,**
NC_001491.2,-,CAGE_cluster_1734,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1735,868.243267559,4,**
NC_001491.2,-,CAGE_cluster_1736,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1737,3163.772483687,7,***
NC_001491.2,-,CAGE_cluster_1738,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1739,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1740,1584.044050937,5,***
NC_001491.2,-,CAGE_cluster_1741,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1742,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1743,742.111512858,2,*
NC_001491.2,-,CAGE_cluster_1744,56833.789480478,9,***
NC_001491.2,-,CAGE_cluster_1745,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1746,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1747,260.58783765,2,*
NC_001491.2,-,CAGE_cluster_1748,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1749,639.650746034,3,**
NC_001491.2,-,CAGE_cluster_1750,464.989307404,3,**
NC_001491.2,-,CAGE_cluster_1751,4447.052856904,7,***
NC_001491.2,-,CAGE_cluster_1752,4045.2770264,7,***
NC_001491.2,-,CAGE_cluster_1753,395.491398062,1,*
NC_001491.2,-,CAGE_cluster_1754,7269.082918147,9,***
NC_001491.2,-,CAGE_cluster_1755,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1756,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1757,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1758,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1759,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1760,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1761,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1762,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1763,302.909228319,2,*
NC_001491.2,-,CAGE_cluster_1764,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1765,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1766,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1767,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1768,395.491398062,2,*
NC_001491.2,-,CAGE_cluster_1769,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1770,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1771,458.333536681,3,**
NC_001491.2,-,CAGE_cluster_1772,421.384299053,2,*
NC_001491.2,-,CAGE_cluster_1773,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1774,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1775,11075.494764475,9,***
NC_001491.2,-,CAGE_cluster_1776,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1777,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1778,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1779,197.745699031,1,*
