gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	best_label	labels	norm.method	EndType
ORF25	L	6h	6	RK-13	0.0442337434705052	0.00272531782895274	0.0616117383501572	4	4	viral_read.count	TSS
ORF25	L	8h	8	RK-13	0.104677263224953	0.0142443265654199	0.136078515300965	4	4	viral_read.count	TSS
ORF26	L	12h	12	RK-13	0.00192829746259518	0.000138911099813286	0.0720382111722189	2	2	viral_read.count	TSS
ORF26	L	18h	18	RK-13	0.000565511456985642	0.000207120773785295	0.366253894995011	2	2	viral_read.count	TSS
ORF26	L	1h	1	RK-13	0	0		2	2	viral_read.count	TSS
ORF26	L	24h	24	RK-13	0.000499605416331714	5.8330596870054e-05	0.116753331655887	2	2	viral_read.count	TSS
ORF26	L	2h	2	RK-13	0.000229568411386593	0.000397624152334453	1.73205080756888	2	2	viral_read.count	TSS
ORF26	L	48h	48	RK-13	0.000693840993077702	9.08525666331369e-05	0.130941480165561	2	2	viral_read.count	TSS
ORF26	L	4h	4	RK-13	0	0		2	2	viral_read.count	TSS
ORF26	L	6h	6	RK-13	0.00145735022116514	0.000572073644046188	0.392543697278763	2	2	viral_read.count	TSS
ORF26	L	8h	8	RK-13	0.00323510659539527	0.000908779602188076	0.280911795451067	2	2	viral_read.count	TSS
ORF27	L	12h	12	RK-13	0.000136421517634907	3.69180350385502e-05	0.270617389973265	4	4	viral_read.count	TSS
ORF27	L	18h	18	RK-13	5.73496028673842e-05	1.83089860831717e-05	0.319252186026633	4	4	viral_read.count	TSS
ORF27	L	1h	1	RK-13	0	0		4	4	viral_read.count	TSS
ORF27	L	24h	24	RK-13	0.000167863385731491	4.363780045026e-05	0.259960206688919	4	4	viral_read.count	TSS
ORF27	L	2h	2	RK-13	0	0		4	4	viral_read.count	TSS
ORF27	L	48h	48	RK-13	8.31770644507694e-05	4.5201779289795e-05	0.543440425413774	4	4	viral_read.count	TSS
ORF27	L	4h	4	RK-13	0.000128650456709121	0.000222829127437138	1.73205080756888	4	4	viral_read.count	TSS
ORF27	L	6h	6	RK-13	2.35371651838253e-05	4.07675659645266e-05	1.73205080756888	4	4	viral_read.count	TSS
ORF27	L	8h	8	RK-13	4.745510063999e-05	4.17451275554058e-05	0.879676304389238	4	4	viral_read.count	TSS
ORF28	L	12h	12	RK-13	7.64720430257463e-05	4.14536154919227e-05	0.542075428506157	2	2	viral_read.count	TSS
ORF28	L	18h	18	RK-13	1.29907727656333e-05	1.18982876068662e-05	0.915902989107994	2	2	viral_read.count	TSS
ORF28	L	1h	1	RK-13	0	0		2	2	viral_read.count	TSS
ORF28	L	24h	24	RK-13	1.91923844618455e-05	3.32421850063119e-05	1.73205080756888	2	2	viral_read.count	TSS
ORF28	L	2h	2	RK-13	0	0		2	2	viral_read.count	TSS
ORF28	L	48h	48	RK-13	2.92633295857237e-05	3.06945772367647e-05	1.04890925507463	2	2	viral_read.count	TSS
ORF28	L	4h	4	RK-13	0.000103167234086454	0.00017869089111409	1.73205080756888	2	2	viral_read.count	TSS
ORF28	L	6h	6	RK-13	2.51724311534008e-05	4.35999297077198e-05	1.73205080756888	2	2	viral_read.count	TSS
ORF28	L	8h	8	RK-13	9.20410377415584e-05	8.62483301930641e-05	0.937063860962111	2	2	viral_read.count	TSS
ORF29	L	12h	12	RK-13	0.0160525741711812	0.000311441443181375	0.0194013396144587	2	2	viral_read.count	TSS
ORF29	L	18h	18	RK-13	0.00536022468984067	0.000279070665534972	0.0520632401966096	2	2	viral_read.count	TSS
ORF29	L	1h	1	RK-13	0	0		2	2	viral_read.count	TSS
ORF29	L	24h	24	RK-13	0.00700001061457908	0.000275821819884596	0.0394030573768182	2	2	viral_read.count	TSS
ORF29	L	2h	2	RK-13	0.000776938329992443	0.000373782531854483	0.481096783908343	2	2	viral_read.count	TSS
ORF29	L	48h	48	RK-13	0.00341362607387277	0.0011960895135258	0.350386799151915	2	2	viral_read.count	TSS
ORF29	L	4h	4	RK-13	0.00411026019409262	0.00148223292854382	0.360617785383545	2	2	viral_read.count	TSS
ORF29	L	6h	6	RK-13	0.0155963176668819	0.00121608063536678	0.077972292007688	2	2	viral_read.count	TSS
ORF29	L	8h	8	RK-13	0.0264138796640154	0.00259944186355546	0.098411967367928	2	2	viral_read.count	TSS
ORF3	L	12h	12	RK-13	0.00465467809366646	0.000236402031752342	0.0507880517181221	2	2	viral_read.count	TSS
ORF3	L	18h	18	RK-13	0.00155245034391774	5.10546053851546e-05	0.0328864659569814	2	2	viral_read.count	TSS
ORF3	L	1h	1	RK-13	0	0		2	2	viral_read.count	TSS
ORF3	L	24h	24	RK-13	0.00136280308105377	0.000238111268054225	0.174721697774641	2	2	viral_read.count	TSS
ORF3	L	2h	2	RK-13	0.00019782393669634	0.000342641109311351	1.73205080756888	2	2	viral_read.count	TSS
ORF3	L	48h	48	RK-13	0.000918409356767432	0.000115526938648513	0.125790245708231	2	2	viral_read.count	TSS
ORF3	L	4h	4	RK-13	0.00256522036998738	0.00109070090506839	0.425187994696049	2	2	viral_read.count	TSS
ORF3	L	6h	6	RK-13	0.0050345948787282	0.000638620282972901	0.126846409364764	2	2	viral_read.count	TSS
ORF3	L	8h	8	RK-13	0.00731911729729638	0.000872235301491035	0.119172198785943	2	2	viral_read.count	TSS
ORF30	E	12h	12	RK-13	0.000193383205712465	4.72873070184276e-05	0.244526440877899	1	1	viral_read.count	TSS
ORF30	E	18h	18	RK-13	2.94983246288721e-05	1.58182419781196e-05	0.536242046866524	1	1	viral_read.count	TSS
ORF30	E	1h	1	RK-13	0	0		1	1	viral_read.count	TSS
ORF30	E	24h	24	RK-13	4.3927675468709e-05	3.44048444072575e-05	0.783215684421205	1	1	viral_read.count	TSS
ORF30	E	2h	2	RK-13	0.0189288127682306	0.0013677513634565	0.0722576413113495	1	1	viral_read.count	TSS
ORF30	E	48h	48	RK-13	7.71719481909626e-05	6.56993091967109e-05	0.851336667491372	1	1	viral_read.count	TSS
ORF30	E	4h	4	RK-13	0.0102301436627937	0.000975710277459233	0.0953760093328717	1	1	viral_read.count	TSS
ORF30	E	6h	6	RK-13	0.000491471882202045	0.000203202006484412	0.413456016189498	1	1	viral_read.count	TSS
ORF30	E	8h	8	RK-13	0.000403510803658772	9.82061712995881e-05	0.243379286029318	1	1	viral_read.count	TSS
ORF31	E	12h	12	RK-13	0.014249580230882	0.00152327431416118	0.106899592091836	1	1	viral_read.count	TSS
ORF31	E	18h	18	RK-13	0.0013971562308792	0.000288265989590132	0.20632337545296	1	1	viral_read.count	TSS
ORF31	E	1h	1	RK-13	0	0		1	1	viral_read.count	TSS
