gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	cluster	rep	rep_gene	norm.method	EndType
ORF49	L	18h	18	RK-13	NC_001491.2	+	64048	EHV-1_18h_1	RK-13_18h	6.24531601299026e-05	9.27645375438189e-05	6.14789654425515e-05	0.662742111051984	3.03113774139163e-05	FALSE		cluster_4	1	ORF49::1	viral_read.count	TSS
ORF49	L	18h	18	RK-13	NC_001491.2	+	42810	EHV-1_18h_2	RK-13_18h	0.000163513197850969	9.27645375438189e-05	6.14789654425515e-05	0.662742111051984	7.07486603071505e-05	TRUE	2	cluster_4	2	ORF49::2	viral_read.count	TSS
ORF49	L	18h	18	RK-13	NC_001491.2	+	38221	EHV-1_18h_3	RK-13_18h	5.23272546505848e-05	9.27645375438189e-05	6.14789654425515e-05	0.662742111051984	4.04372828932342e-05	FALSE		cluster_4	3	ORF49::3	viral_read.count	TSS
ORF49	L	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.000191923844618455	0.000196147182699511	5.15243881402027e-05	0.262682274764741	4.22333808105515e-06	FALSE		cluster_4	1	ORF49::1	viral_read.count	TSS
ORF49	L	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.000249653259361997	0.000196147182699511	5.15243881402027e-05	0.262682274764741	5.35060766624867e-05	TRUE	2	cluster_4	2	ORF49::2	viral_read.count	TSS
ORF49	L	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.000146864444118079	0.000196147182699511	5.15243881402027e-05	0.262682274764741	4.92827385814316e-05	FALSE		cluster_4	3	ORF49::3	viral_read.count	TSS
ORF49	L	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.0002259076170733	0.000219153966871432	9.55110371100645e-06	0.043581705808728	8.39024677590317e-06	TRUE	1	cluster_4	1	ORF49::1	viral_read.count	TSS
ORF49	L	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.000212400316669563	0.000219153966871432	9.55110371100645e-06	0.043581705808728	5.11705362783415e-06	FALSE		cluster_4	2	ORF49::2	viral_read.count	TSS
ORF50	L	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_1	RK-13_1h	0	0	0		0			cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	1h	1	RK-13	NC_001491.2	+	14	EHV-1_1h_2	RK-13_1h	0	0	0		0			cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	1h	1	RK-13	NC_001491.2	+	8	EHV-1_1h_3	RK-13_1h	0	0	0		0			cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	2h	2	RK-13	NC_001491.2	+	2197	EHV-1_2h_1	RK-13_2h	0.00136549840691853	0.00170559870519806	0.000578785494781488	0.33934447359602	0.000340100298279531	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	2h	2	RK-13	NC_001491.2	+	1685	EHV-1_2h_2	RK-13_2h	0.00237388724035608	0.00170559870519806	0.000578785494781488	0.33934447359602	0.000668288535158027	TRUE	2	cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	2h	2	RK-13	NC_001491.2	+	1452	EHV-1_2h_3	RK-13_2h	0.00137741046831956	0.00170559870519806	0.000578785494781488	0.33934447359602	0.000328188236878497	FALSE		cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	4h	4	RK-13	NC_001491.2	+	2051	EHV-1_4h_1	RK-13_4h	0.00341296928327645	0.00263172980661872	0.000680673360922044	0.258641050160306	0.000781239476657727	TRUE	1	cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	4h	4	RK-13	NC_001491.2	+	2591	EHV-1_4h_2	RK-13_4h	0.00231570822076418	0.00263172980661872	0.000680673360922044	0.258641050160306	0.00031602158585454	FALSE		cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	4h	4	RK-13	NC_001491.2	+	3231	EHV-1_4h_3	RK-13_4h	0.00216651191581554	0.00263172980661872	0.000680673360922044	0.258641050160306	0.000465217890803187	FALSE		cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	6h	6	RK-13	NC_001491.2	+	14162	EHV-1_6h_1	RK-13_6h	0.00105917243327214	0.000952658953272946	0.00025092711800701	0.26339658819657	0.000106513479999191	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	6h	6	RK-13	NC_001491.2	+	13242	EHV-1_6h_2	RK-13_6h	0.00113275940190304	0.000952658953272946	0.00025092711800701	0.26339658819657	0.00018010044863009	FALSE		cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	6h	6	RK-13	NC_001491.2	+	15014	EHV-1_6h_3	RK-13_6h	0.000666045024643666	0.000952658953272946	0.00025092711800701	0.26339658819657	0.00028661392862928	TRUE	3	cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	8h	8	RK-13	NC_001491.2	+	15660	EHV-1_8h_1	RK-13_8h	0.00197956577266922	0.00186169743205776	0.000130582095222505	0.0701414166308276	0.000117868340611465	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	8h	8	RK-13	NC_001491.2	+	22076	EHV-1_8h_2	RK-13_8h	0.00172132632723319	0.00186169743205776	0.000130582095222505	0.0701414166308276	0.000140371104824562	TRUE	2	cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	8h	8	RK-13	NC_001491.2	+	25475	EHV-1_8h_3	RK-13_8h	0.00188420019627085	0.00186169743205776	0.000130582095222505	0.0701414166308276	2.25027642130975e-05	FALSE		cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	12h	12	RK-13	NC_001491.2	+	73125	EHV-1_12h_1	RK-13_12h	0.0012034188034188	0.00115661999113349	0.000166470072906082	0.143928061232057	4.67988122853141e-05	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	12h	12	RK-13	NC_001491.2	+	50424	EHV-1_12h_2	RK-13_12h	0.000971759479612883	0.00115661999113349	0.000166470072906082	0.143928061232057	0.000184860511520607	TRUE	2	cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	12h	12	RK-13	NC_001491.2	+	49433	EHV-1_12h_3	RK-13_12h	0.00129468169036878	0.00115661999113349	0.000166470072906082	0.143928061232057	0.000138061699235293	FALSE		cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	18h	18	RK-13	NC_001491.2	+	64048	EHV-1_18h_1	RK-13_18h	0.000171746190357232	0.000189309145024988	1.88996149900416e-05	0.0998346645511866	1.75629546677562e-05	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	18h	18	RK-13	NC_001491.2	+	42810	EHV-1_18h_2	RK-13_18h	0.000186872226115394	0.000189309145024988	1.88996149900416e-05	0.0998346645511866	2.43691890959466e-06	FALSE		cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	18h	18	RK-13	NC_001491.2	+	38221	EHV-1_18h_3	RK-13_18h	0.000209309018602339	0.000189309145024988	1.88996149900416e-05	0.0998346645511866	1.99998735773508e-05	TRUE	3	cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.000307078151389529	0.000369971795016681	8.75527376403439e-05	0.236647060180348	6.28936436271528e-05	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.000332871012482663	0.000369971795016681	8.75527376403439e-05	0.236647060180348	3.71007825340185e-05	FALSE		cluster_1	2	ORF50::2	viral_read.count	TSS
ORF50	L	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.000469966221177853	0.000369971795016681	8.75527376403439e-05	0.236647060180348	9.99944261611714e-05	TRUE	3	cluster_1	3	ORF50::3	viral_read.count	TSS
ORF50	L	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.000252484983787806	0.000203478970682835	6.93049683708838e-05	0.340600152135182	0.000117816047830967	FALSE		cluster_1	1	ORF50::1	viral_read.count	TSS
ORF50	L	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.000154472957577864	0.000203478970682835	6.93049683708838e-05	0.340600152135182	0.000215828074040909	FALSE		cluster_1	2	ORF50::2	viral_read.count	TSS
ORF51	E	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_1	RK-13_1h	0	0	0		0			cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	1h	1	RK-13	NC_001491.2	+	14	EHV-1_1h_2	RK-13_1h	0	0	0		0			cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	1h	1	RK-13	NC_001491.2	+	8	EHV-1_1h_3	RK-13_1h	0	0	0		0			cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	2h	2	RK-13	NC_001491.2	+	2197	EHV-1_2h_1	RK-13_2h	0.000455166135639508	0.00034954598190951	0.000310513944933309	0.888335043180942	0.000105620153729999	FALSE		cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	2h	2	RK-13	NC_001491.2	+	1685	EHV-1_2h_2	RK-13_2h	0.000593471810089021	0.00034954598190951	0.000310513944933309	0.888335043180942	0.000243925828179511	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	2h	2	RK-13	NC_001491.2	+	1452	EHV-1_2h_3	RK-13_2h	0	0.00034954598190951	0.000310513944933309	0.888335043180942	0.00034954598190951	TRUE	3	cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	4h	4	RK-13	NC_001491.2	+	2051	EHV-1_4h_1	RK-13_4h	0.00195026816187226	0.00142322647114127	0.000598933039533539	0.420827641754908	0.000527041690730992	FALSE		cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	4h	4	RK-13	NC_001491.2	+	2591	EHV-1_4h_2	RK-13_4h	0.000771902740254728	0.00142322647114127	0.000598933039533539	0.420827641754908	0.000651323730886538	TRUE	2	cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	4h	4	RK-13	NC_001491.2	+	3231	EHV-1_4h_3	RK-13_4h	0.00154750851129681	0.00142322647114127	0.000598933039533539	0.420827641754908	0.000124282040155546	FALSE		cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	6h	6	RK-13	NC_001491.2	+	14162	EHV-1_6h_1	RK-13_6h	0.00148284140658099	0.00188735506662067	0.000351200951284877	0.186081017555274	0.000404513660039683	TRUE	1	cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	6h	6	RK-13	NC_001491.2	+	13242	EHV-1_6h_2	RK-13_6h	0.00211448421688567	0.00188735506662067	0.000351200951284877	0.186081017555274	0.000227129150264992	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	6h	6	RK-13	NC_001491.2	+	15014	EHV-1_6h_3	RK-13_6h	0.00206473957639536	0.00188735506662067	0.000351200951284877	0.186081017555274	0.00017738450977469	FALSE		cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	8h	8	RK-13	NC_001491.2	+	15660	EHV-1_8h_1	RK-13_8h	0.00197956577266922	0.00113395836927983	0.000770674469755945	0.679632066427091	0.000845607403389391	TRUE	1	cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	8h	8	RK-13	NC_001491.2	+	22076	EHV-1_8h_2	RK-13_8h	0.000951259286102555	0.00113395836927983	0.000770674469755945	0.679632066427091	0.000182699083177275	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	8h	8	RK-13	NC_001491.2	+	25475	EHV-1_8h_3	RK-13_8h	0.000471050049067714	0.00113395836927983	0.000770674469755945	0.679632066427091	0.000662908320212116	FALSE		cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	12h	12	RK-13	NC_001491.2	+	73125	EHV-1_12h_1	RK-13_12h	0.000574358974358975	0.000571703340207433	4.44705958078666e-05	0.0777861395592532	2.65563415154124e-06	FALSE		cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	12h	12	RK-13	NC_001491.2	+	50424	EHV-1_12h_2	RK-13_12h	0.000614786609551007	0.000571703340207433	4.44705958078666e-05	0.0777861395592532	4.30832693435742e-05	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	12h	12	RK-13	NC_001491.2	+	49433	EHV-1_12h_3	RK-13_12h	0.000525964436712318	0.000571703340207433	4.44705958078666e-05	0.0777861395592532	4.57389034951156e-05	TRUE	3	cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	18h	18	RK-13	NC_001491.2	+	64048	EHV-1_18h_1	RK-13_18h	0.000515238571071696	0.000577890922462844	0.000148536461077634	0.257032002587277	6.26523513911482e-05	FALSE		cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	18h	18	RK-13	NC_001491.2	+	42810	EHV-1_18h_2	RK-13_18h	0.000747488904461574	0.000577890922462844	0.000148536461077634	0.257032002587277	0.00016959798199873	TRUE	2	cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	18h	18	RK-13	NC_001491.2	+	38221	EHV-1_18h_3	RK-13_18h	0.000470945291855263	0.000577890922462844	0.000148536461077634	0.257032002587277	0.000106945630607582	FALSE		cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.000249500998003992	0.000235466038971565	1.379983386852e-05	0.058606472206323	1.40349590324274e-05	TRUE	1	cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.000221914008321775	0.000235466038971565	1.379983386852e-05	0.058606472206323	1.35520306497892e-05	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF51	E	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.000234983110588926	0.000235466038971565	1.379983386852e-05	0.058606472206323	4.82928382638154e-07	FALSE		cluster_2	3	ORF51::3	viral_read.count	TSS
ORF51	E	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.000624568117790889	0.000553648055110857	0.000100296114486451	0.181155001919711	0.000163650481319653	FALSE		cluster_2	1	ORF51::1	viral_read.count	TSS
ORF51	E	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.000482727992430825	0.000553648055110857	0.000100296114486451	0.181155001919711	2.18103559595892e-05	FALSE		cluster_2	2	ORF51::2	viral_read.count	TSS
ORF52	L	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_1	RK-13_1h	0	0	0		0			cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	1h	1	RK-13	NC_001491.2	-	14	EHV-1_1h_2	RK-13_1h	0	0	0		0			cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	1h	1	RK-13	NC_001491.2	-	8	EHV-1_1h_3	RK-13_1h	0	0	0		0			cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	2h	2	RK-13	NC_001491.2	-	2197	EHV-1_2h_1	RK-13_2h	0	0	0		0			cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	2h	2	RK-13	NC_001491.2	-	1685	EHV-1_2h_2	RK-13_2h	0	0	0		0			cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	2h	2	RK-13	NC_001491.2	-	1452	EHV-1_2h_3	RK-13_2h	0	0	0		0			cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	4h	4	RK-13	NC_001491.2	-	2051	EHV-1_4h_1	RK-13_4h	0	0	0		0			cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	4h	4	RK-13	NC_001491.2	-	2591	EHV-1_4h_2	RK-13_4h	0	0	0		0			cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	4h	4	RK-13	NC_001491.2	-	3231	EHV-1_4h_3	RK-13_4h	0	0	0		0			cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	6h	6	RK-13	NC_001491.2	-	14162	EHV-1_6h_1	RK-13_6h	0.000211834486654427	0.000209762361144099	5.77196140862543e-05	0.275166687538394	2.07212551032784e-06	FALSE		cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	6h	6	RK-13	NC_001491.2	-	13242	EHV-1_6h_2	RK-13_6h	0.000151034586920405	0.000209762361144099	5.77196140862543e-05	0.275166687538394	5.87277742236947e-05	TRUE	2	cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	6h	6	RK-13	NC_001491.2	-	15014	EHV-1_6h_3	RK-13_6h	0.000266418009857466	0.000209762361144099	5.77196140862543e-05	0.275166687538394	5.66556487133669e-05	FALSE		cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	8h	8	RK-13	NC_001491.2	-	15660	EHV-1_8h_1	RK-13_8h	0.00140485312899106	0.00146075022852691	0.000359521161344479	0.246120900290419	5.58970995358538e-05	FALSE		cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	8h	8	RK-13	NC_001491.2	-	22076	EHV-1_8h_2	RK-13_8h	0.00113245153107447	0.00146075022852691	0.000359521161344479	0.246120900290419	0.000328298697452444	FALSE		cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	8h	8	RK-13	NC_001491.2	-	25475	EHV-1_8h_3	RK-13_8h	0.00184494602551521	0.00146075022852691	0.000359521161344479	0.246120900290419	0.000384195796988297	TRUE	3	cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	12h	12	RK-13	NC_001491.2	-	73125	EHV-1_12h_1	RK-13_12h	0.00562051282051282	0.00594613068850632	0.000282742517050427	0.047550673179276	0.000325617867993497	TRUE	1	cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	12h	12	RK-13	NC_001491.2	-	50424	EHV-1_12h_2	RK-13_12h	0.00608837061716643	0.00594613068850632	0.000282742517050427	0.047550673179276	0.000142239928660111	FALSE		cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	12h	12	RK-13	NC_001491.2	-	49433	EHV-1_12h_3	RK-13_12h	0.0061295086278397	0.00594613068850632	0.000282742517050427	0.047550673179276	0.000183377939333385	FALSE		cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	18h	18	RK-13	NC_001491.2	-	64048	EHV-1_18h_1	RK-13_18h	0.0066044216837372	0.00668685366961192	0.000267327023501627	0.0399779981303436	8.24319858747247e-05	FALSE		cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	18h	18	RK-13	NC_001491.2	-	42810	EHV-1_18h_2	RK-13_18h	0.0064704508292455	0.00668685366961192	0.000267327023501627	0.0399779981303436	0.000216402840366419	FALSE		cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	18h	18	RK-13	NC_001491.2	-	38221	EHV-1_18h_3	RK-13_18h	0.00698568849585307	0.00668685366961192	0.000267327023501627	0.0399779981303436	0.000298834826241143	TRUE	3	cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	24h	24	RK-13	NC_001491.2	-	52104	EHV-1_24h_1	RK-13_24h	0.0176569937048979	0.0179879927601549	0.000369995117821034	0.0205690052667026	0.00033099905525702	FALSE		cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	24h	24	RK-13	NC_001491.2	-	36050	EHV-1_24h_2	RK-13_24h	0.0179195561719834	0.0179879927601549	0.000369995117821034	0.0205690052667026	6.84365881715582e-05	FALSE		cluster_5	2	ORF52::2	viral_read.count	TSS
ORF52	L	24h	24	RK-13	NC_001491.2	-	34045	EHV-1_24h_3	RK-13_24h	0.0183874284035835	0.0179879927601549	0.000369995117821034	0.0205690052667026	0.000399435643428574	TRUE	3	cluster_5	3	ORF52::3	viral_read.count	TSS
ORF52	L	48h	48	RK-13	NC_001491.2	-	75252	EHV-1_48h_1	RK-13_48h	0.0204114176367406	0.0211057068874583	0.000981873274574903	0.0465216957579546	0.000198602076456385	FALSE		cluster_5	1	ORF52::1	viral_read.count	TSS
ORF52	L	48h	48	RK-13	NC_001491.2	-	51789	EHV-1_48h_2	RK-13_48h	0.0217999961381761	0.0211057068874583	0.000981873274574903	0.0465216957579546	0.00118997642497912	TRUE	2	cluster_5	2	ORF52::2	viral_read.count	TSS
ORF53	E	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_1	RK-13_1h	0	0	0		0			cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	1h	1	RK-13	NC_001491.2	+	14	EHV-1_1h_2	RK-13_1h	0	0	0		0			cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	1h	1	RK-13	NC_001491.2	+	8	EHV-1_1h_3	RK-13_1h	0	0	0		0			cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	2h	2	RK-13	NC_001491.2	+	2197	EHV-1_2h_1	RK-13_2h	0.0191169776968594	0.0158140591200227	0.00376922641575261	0.238346548924954	0.00330291857683663	FALSE		cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	2h	2	RK-13	NC_001491.2	+	1685	EHV-1_2h_2	RK-13_2h	0.0166172106824926	0.0158140591200227	0.00376922641575261	0.238346548924954	0.000803151562469854	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	2h	2	RK-13	NC_001491.2	+	1452	EHV-1_2h_3	RK-13_2h	0.0117079889807163	0.0158140591200227	0.00376922641575261	0.238346548924954	0.00410607013930648	TRUE	3	cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	4h	4	RK-13	NC_001491.2	+	2051	EHV-1_4h_1	RK-13_4h	0.00438810336421258	0.0038075955955784	0.000958164533665481	0.25164556203872	0.000580507768634179	FALSE		cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	4h	4	RK-13	NC_001491.2	+	2591	EHV-1_4h_2	RK-13_4h	0.00270165959089155	0.0038075955955784	0.000958164533665481	0.25164556203872	0.00110593600468685	TRUE	2	cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	4h	4	RK-13	NC_001491.2	+	3231	EHV-1_4h_3	RK-13_4h	0.00433302383163107	0.0038075955955784	0.000958164533665481	0.25164556203872	0.000525428236052674	FALSE		cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	6h	6	RK-13	NC_001491.2	+	14162	EHV-1_6h_1	RK-13_6h	0.000282445982205903	0.00023627045665987	4.21647900160078e-05	0.178459848988684	4.61755255460331e-05	TRUE	1	cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	6h	6	RK-13	NC_001491.2	+	13242	EHV-1_6h_2	RK-13_6h	0.000226551880380607	0.00023627045665987	4.21647900160078e-05	0.178459848988684	9.71857627926287e-06	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	6h	6	RK-13	NC_001491.2	+	15014	EHV-1_6h_3	RK-13_6h	0.0001998135073931	0.00023627045665987	4.21647900160078e-05	0.178459848988684	3.64569492667703e-05	FALSE		cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	8h	8	RK-13	NC_001491.2	+	15660	EHV-1_8h_1	RK-13_8h	0.000383141762452107	0.000435724141316536	4.64252739397923e-05	0.106547399002311	5.25823788644289e-05	TRUE	1	cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	8h	8	RK-13	NC_001491.2	+	22076	EHV-1_8h_2	RK-13_8h	0.000452980612429788	0.000435724141316536	4.64252739397923e-05	0.106547399002311	1.72564711132518e-05	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	8h	8	RK-13	NC_001491.2	+	25475	EHV-1_8h_3	RK-13_8h	0.000471050049067713	0.000435724141316536	4.64252739397923e-05	0.106547399002311	3.53259077511772e-05	FALSE		cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	12h	12	RK-13	NC_001491.2	+	73125	EHV-1_12h_1	RK-13_12h	0.000505982905982906	0.000382320848802627	0.000107141702996741	0.280240283343933	0.000123662057180279	TRUE	1	cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	12h	12	RK-13	NC_001491.2	+	50424	EHV-1_12h_2	RK-13_12h	0.000317309217832778	0.000382320848802627	0.000107141702996741	0.280240283343933	6.50116309698484e-05	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	12h	12	RK-13	NC_001491.2	+	49433	EHV-1_12h_3	RK-13_12h	0.000323670422592196	0.000382320848802627	0.000107141702996741	0.280240283343933	5.8650426210431e-05	FALSE		cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	18h	18	RK-13	NC_001491.2	+	64048	EHV-1_18h_1	RK-13_18h	6.24531601299026e-05	0.000104290345713118	4.81899886909165e-05	0.46207526076745	4.18371855832153e-05	FALSE		cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	18h	18	RK-13	NC_001491.2	+	42810	EHV-1_18h_2	RK-13_18h	9.34361130576968e-05	0.000104290345713118	4.81899886909165e-05	0.46207526076745	1.08542326554211e-05	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	18h	18	RK-13	NC_001491.2	+	38221	EHV-1_18h_3	RK-13_18h	0.000156981763951754	0.000104290345713118	4.81899886909165e-05	0.46207526076745	5.26914182386364e-05	TRUE	3	cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	24h	24	RK-13	NC_001491.2	+	52104	EHV-1_24h_1	RK-13_24h	0.000134346691232919	0.000207416778916877	8.0512014837151e-05	0.388165389789495	7.3070087683958e-05	FALSE		cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	24h	24	RK-13	NC_001491.2	+	36050	EHV-1_24h_2	RK-13_24h	0.000194174757281553	0.000207416778916877	8.0512014837151e-05	0.388165389789495	1.32420216353233e-05	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF53	E	24h	24	RK-13	NC_001491.2	+	34045	EHV-1_24h_3	RK-13_24h	0.000293728888236158	0.000207416778916877	8.0512014837151e-05	0.388165389789495	8.63121093192813e-05	TRUE	3	cluster_1	3	ORF53::3	viral_read.count	TSS
ORF53	E	48h	48	RK-13	NC_001491.2	+	75252	EHV-1_48h_1	RK-13_48h	0.0002259076170733	0.000170881167628349	7.78191510942874e-05	0.455399223766641	6.09763202855133e-05	TRUE	1	cluster_1	1	ORF53::1	viral_read.count	TSS
ORF53	E	48h	48	RK-13	NC_001491.2	+	51789	EHV-1_48h_2	RK-13_48h	0.000115854718183398	0.000170881167628349	7.78191510942874e-05	0.455399223766641	4.90765786043891e-05	FALSE		cluster_1	2	ORF53::2	viral_read.count	TSS
ORF54	E	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_1	RK-13_1h	0	0	0		0			cluster_5	1	ORF54::1	viral_read.count	TSS
ORF54	E	1h	1	RK-13	NC_001491.2	+	14	EHV-1_1h_2	RK-13_1h	0	0	0		0			cluster_5	2	ORF54::2	viral_read.count	TSS
ORF54	E	1h	1	RK-13	NC_001491.2	+	8	EHV-1_1h_3	RK-13_1h	0	0	0		0			cluster_5	3	ORF54::3	viral_read.count	TSS
ORF54	E	2h	2	RK-13	NC_001491.2	+	2197	EHV-1_2h_1	RK-13_2h	0	0	0		0			cluster_5	1	ORF54::1	viral_read.count	TSS
ORF54	E	2h	2	RK-13	NC_001491.2	+	1685	EHV-1_2h_2	RK-13_2h	0	0	0		0			cluster_5	2	ORF54::2	viral_read.count	TSS
ORF54	E	2h	2	RK-13	NC_001491.2	+	1452	EHV-1_2h_3	RK-13_2h	0	0	0		0			cluster_5	3	ORF54::3	viral_read.count	TSS
