seqnames	gene	sample	group	hpi	Time	cell_line	read_count
NC_001491.2	ORF1	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	25
NC_001491.2	ORF10	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF11	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	86
NC_001491.2	ORF12	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF13	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF14	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	106
NC_001491.2	ORF15	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF16	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF19	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	11
NC_001491.2	ORF17	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF18	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	114
NC_001491.2	ORF2	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF20	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	128
NC_001491.2	ORF21	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF23	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF22	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	46
NC_001491.2	ORF24	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	18
NC_001491.2	ORF25	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	563
NC_001491.2	ORF26	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	30
NC_001491.2	ORF27	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF28	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF29	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	204
NC_001491.2	ORF3	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	75
NC_001491.2	ORF30	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	7
NC_001491.2	ORF31	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	81
NC_001491.2	ORF32	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF33	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF34	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	670
NC_001491.2	ORF35	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF35.5	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	98
NC_001491.2	ORF38	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	24
NC_001491.2	ORF36	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	16
NC_001491.2	ORF37	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	19
NC_001491.2	ORF39	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF4	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	39
NC_001491.2	ORF8	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	47
NC_001491.2	ORF40	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	12
NC_001491.2	ORF41	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF42	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF43	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	30
NC_001491.2	ORF44	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF45	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF46	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	11
NC_001491.2	ORF48	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF49	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF5	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	132
NC_001491.2	ORF50	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	31
NC_001491.2	ORF51	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF52	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF53	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF54	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF55	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	13
NC_001491.2	ORF57	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF56	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF58	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	13
NC_001491.2	ORF59	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	40
NC_001491.2	ORF6	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF60	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF61	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	31
NC_001491.2	ORF62	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	9
NC_001491.2	ORF63	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	34
NC_001491.2	ORF64	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF65	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	162
NC_001491.2	ORF66	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	22
NC_001491.2	ORF67	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	242
NC_001491.2	ORF68	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF69	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	46
NC_001491.2	ORF7	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF70	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	17
NC_001491.2	ORF71	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF72	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF73	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	14
NC_001491.2	ORF74	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF75	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	329
NC_001491.2	ORF76	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF9	EHV-1_6h_1	RK-13_6h	6h	6	RK-13	59
NC_001491.2	CTO	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	118
NC_001491.2	NOIR	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF1	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF10	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	7
NC_001491.2	ORF11	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	79
NC_001491.2	ORF12	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF13	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF14	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	118
NC_001491.2	ORF15	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF16	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF19	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF17	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF18	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	132
NC_001491.2	ORF2	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	18
NC_001491.2	ORF20	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	131
NC_001491.2	ORF21	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	12
NC_001491.2	ORF23	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	25
NC_001491.2	ORF22	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	34
NC_001491.2	ORF24	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	11
NC_001491.2	ORF25	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	554
NC_001491.2	ORF26	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	24
NC_001491.2	ORF27	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF28	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF29	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	164
NC_001491.2	ORF3	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	55
NC_001491.2	ORF30	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF31	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	72
NC_001491.2	ORF32	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF33	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	8
NC_001491.2	ORF34	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	556
NC_001491.2	ORF35	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF35.5	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	101
NC_001491.2	ORF38	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF36	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	17
NC_001491.2	ORF37	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	9
NC_001491.2	ORF39	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF4	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	27
NC_001491.2	ORF8	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	33
NC_001491.2	ORF40	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	17
NC_001491.2	ORF41	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF42	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	19
NC_001491.2	ORF43	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	41
NC_001491.2	ORF44	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF45	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF46	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF48	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF49	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF5	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	134
NC_001491.2	ORF50	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF51	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF52	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF53	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF54	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF55	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	11
NC_001491.2	ORF57	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	7
NC_001491.2	ORF56	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF58	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	8
NC_001491.2	ORF59	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	49
NC_001491.2	ORF6	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF60	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF61	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	37
NC_001491.2	ORF62	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF63	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	37
NC_001491.2	ORF64	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF65	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	144
NC_001491.2	ORF66	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF67	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	190
NC_001491.2	ORF68	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF69	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	55
NC_001491.2	ORF7	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF70	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	13
NC_001491.2	ORF71	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF72	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF73	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	12
NC_001491.2	ORF74	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF75	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	301
NC_001491.2	ORF76	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF9	EHV-1_6h_2	RK-13_6h	6h	6	RK-13	64
NC_001491.2	CTO	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	128
NC_001491.2	NOIR	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	23
NC_001491.2	ORF1	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	34
NC_001491.2	ORF10	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF11	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	100
NC_001491.2	ORF12	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	10
NC_001491.2	ORF13	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF14	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	128
NC_001491.2	ORF15	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF16	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF19	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	15
NC_001491.2	ORF17	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF18	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	134
NC_001491.2	ORF2	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	23
NC_001491.2	ORF20	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	140
NC_001491.2	ORF21	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF23	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	47
NC_001491.2	ORF22	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	57
NC_001491.2	ORF24	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	9
NC_001491.2	ORF25	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	675
NC_001491.2	ORF26	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	16
NC_001491.2	ORF27	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF28	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF29	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	212
NC_001491.2	ORF3	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	71
NC_001491.2	ORF30	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	8
NC_001491.2	ORF31	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	96
NC_001491.2	ORF32	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF33	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF34	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	739
NC_001491.2	ORF35	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF35.5	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	105
NC_001491.2	ORF38	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	23
NC_001491.2	ORF36	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	12
NC_001491.2	ORF37	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	17
NC_001491.2	ORF39	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	4
NC_001491.2	ORF4	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	29
NC_001491.2	ORF8	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	39
NC_001491.2	ORF40	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	15
NC_001491.2	ORF41	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF42	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF43	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	38
NC_001491.2	ORF44	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF45	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	2
NC_001491.2	ORF46	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	7
NC_001491.2	ORF48	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF49	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF5	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	137
NC_001491.2	ORF50	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	21
NC_001491.2	ORF51	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	26
NC_001491.2	ORF52	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF53	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF54	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	6
NC_001491.2	ORF55	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	9
NC_001491.2	ORF57	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF56	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF58	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	8
NC_001491.2	ORF59	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	33
NC_001491.2	ORF6	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF60	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	3
NC_001491.2	ORF61	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	35
NC_001491.2	ORF62	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	11
NC_001491.2	ORF63	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	35
NC_001491.2	ORF64	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF65	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	137
NC_001491.2	ORF66	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	20
NC_001491.2	ORF67	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	185
NC_001491.2	ORF68	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF69	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	50
NC_001491.2	ORF7	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF70	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	18
NC_001491.2	ORF71	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	1
NC_001491.2	ORF72	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	0
NC_001491.2	ORF73	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	12
NC_001491.2	ORF74	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	7
NC_001491.2	ORF75	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	312
NC_001491.2	ORF76	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	5
NC_001491.2	ORF9	EHV-1_6h_3	RK-13_6h	6h	6	RK-13	78
NC_001491.2	CTO	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	366
NC_001491.2	NOIR	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	26
NC_001491.2	ORF1	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	61
NC_001491.2	ORF10	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	17
NC_001491.2	ORF11	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	135
NC_001491.2	ORF12	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	48
NC_001491.2	ORF13	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	45
NC_001491.2	ORF14	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	239
NC_001491.2	ORF15	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	17
NC_001491.2	ORF16	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	1
NC_001491.2	ORF19	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	18
NC_001491.2	ORF17	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	1
NC_001491.2	ORF18	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	291
NC_001491.2	ORF2	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	81
NC_001491.2	ORF20	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	212
NC_001491.2	ORF21	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	45
NC_001491.2	ORF23	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	59
NC_001491.2	ORF22	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	120
NC_001491.2	ORF24	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	30
NC_001491.2	ORF25	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	1775
NC_001491.2	ORF26	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	55
NC_001491.2	ORF27	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	2
NC_001491.2	ORF28	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	9
NC_001491.2	ORF29	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	399
NC_001491.2	ORF3	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	114
NC_001491.2	ORF30	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	5
NC_001491.2	ORF31	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	296
NC_001491.2	ORF32	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	3
NC_001491.2	ORF33	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	74
NC_001491.2	ORF34	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	1002
NC_001491.2	ORF35	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	0
NC_001491.2	ORF35.5	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	369
NC_001491.2	ORF38	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	66
NC_001491.2	ORF36	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	48
NC_001491.2	ORF37	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	17
NC_001491.2	ORF39	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	26
NC_001491.2	ORF4	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	28
NC_001491.2	ORF8	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	74
NC_001491.2	ORF40	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	54
NC_001491.2	ORF41	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	3
NC_001491.2	ORF42	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	320
NC_001491.2	ORF43	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	189
NC_001491.2	ORF44	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	6
NC_001491.2	ORF45	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	11
NC_001491.2	ORF46	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	54
NC_001491.2	ORF48	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	8
NC_001491.2	ORF49	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	10
NC_001491.2	ORF5	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	126
NC_001491.2	ORF50	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	50
NC_001491.2	ORF51	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	30
NC_001491.2	ORF52	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	21
NC_001491.2	ORF53	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	8
NC_001491.2	ORF54	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	20
NC_001491.2	ORF55	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	16
NC_001491.2	ORF57	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	8
NC_001491.2	ORF56	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	7
NC_001491.2	ORF58	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	49
NC_001491.2	ORF59	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	96
NC_001491.2	ORF6	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	38
NC_001491.2	ORF60	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	32
NC_001491.2	ORF61	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	74
NC_001491.2	ORF62	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	88
NC_001491.2	ORF63	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	28
NC_001491.2	ORF64	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	0
NC_001491.2	ORF65	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	95
NC_001491.2	ORF66	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	33
NC_001491.2	ORF67	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	423
NC_001491.2	ORF68	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	14
NC_001491.2	ORF69	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	69
NC_001491.2	ORF7	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	3
NC_001491.2	ORF70	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	88
NC_001491.2	ORF71	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	2
NC_001491.2	ORF72	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	8
NC_001491.2	ORF73	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	40
NC_001491.2	ORF74	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	25
NC_001491.2	ORF75	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	309
NC_001491.2	ORF76	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	7
NC_001491.2	ORF9	EHV-1_8h_1	RK-13_8h	8h	8	RK-13	90
NC_001491.2	CTO	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	521
NC_001491.2	NOIR	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	40
NC_001491.2	ORF1	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	100
NC_001491.2	ORF10	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	30
NC_001491.2	ORF11	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	202
NC_001491.2	ORF12	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	47
NC_001491.2	ORF13	EHV-1_8h_2	RK-13_8h	8h	8	RK-13	68
