seqnames	strand	gene_cluster	gene	Kinetic_class	EHV-1_12h_1	EHV-1_12h_2	EHV-1_12h_3	EHV-1_18h_1	EHV-1_18h_2	EHV-1_18h_3	EHV-1_1h_1	EHV-1_1h_2	EHV-1_1h_3	EHV-1_24h_1	EHV-1_24h_2	EHV-1_24h_3	EHV-1_2h_1	EHV-1_2h_2	EHV-1_2h_3	EHV-1_48h_1	EHV-1_48h_2	EHV-1_48h_3	EHV-1_4h_1	EHV-1_4h_2	EHV-1_4h_3	EHV-1_6h_1	EHV-1_6h_2	EHV-1_6h_3	EHV-1_8h_1	EHV-1_8h_2	EHV-1_8h_3
NC_001491.2	-	ORF37	ORF37	L	31	26	15	14	7	8	0	0	0	7	6	4	1	1	0	16	8	19	4	2	4	21	11	25	18	43	38
NC_001491.2	-	ORF37, ORF36, ORF35, ORF35.5			5805	3774	4688	9801	8787	8273	0	0	0	4996	4729	3942	0	1	1	5161	4599	4894	19	13	9	734	761	755	1468	2001	2451
NC_001491.2	-	ORF37, ORF36, ORF35, ORF35.5	ORF35	L	8	3	4	3	2	2	0	0	0	10	9	8	0	0	0	10	4	12	0	0	0	0	0	0	0	0	0
NC_001491.2	-	ORF37, ORF36, ORF35, ORF35.5	ORF35.5	L	2852	1816	1998	1742	1230	1063	0	0	0	2178	1669	1549	1	0	1	1560	1261	1413	2	11	6	143	148	149	551	812	1196
NC_001491.2	-	ORF4			385	243	315	294	266	286	0	0	0	176	142	101	15	21	20	236	193	224	52	48	67	325	302	251	162	250	326
NC_001491.2	-	ORF4	ORF4	unknown	227	176	187	48	39	31	0	0	1	22	13	20	16	12	16	44	41	29	22	32	47	130	99	119	123	163	218
NC_001491.2	-	ORF40			780	461	584	582	521	478	0	0	0	242	208	176	0	0	0	276	252	294	2	3	5	112	125	111	220	269	420
NC_001491.2	-	ORF40	ORF40	L	276	187	221	78	56	59	0	0	0	88	50	54	0	0	0	53	52	78	1	2	3	16	21	21	86	87	111
NC_001491.2	-	ORF44			1362	852	1151	1750	1521	1377	0	0	0	894	855	702	7	11	8	1174	994	996	35	21	32	202	203	199	282	374	477
NC_001491.2	-	ORF44	ORF44	L	26	19	18	4	4	2	0	0	0	12	12	8	0	0	0	10	4	3	0	0	0	1	0	0	3	8	5
NC_001491.2	-	ORF52			4562	2991	3783	10828	9656	9001	0	0	0	6107	5959	4862	1	2	3	9221	8988	7956	18	17	13	534	536	529	879	1195	1603
NC_001491.2	-	ORF52	ORF52	L	496	366	390	532	401	384	0	0	0	1053	868	762	0	0	0	1748	1395	1383	0	0	0	4	2	4	32	32	53
NC_001491.2	-	ORF56, ORF55			10	8	10	7	3	2	0	0	0	31	25	29	0	0	0	68	43	19	0	0	0	0	0	0	1	0	0
NC_001491.2	-	ORF62, ORF61, ORF60,ORF59			12434	8221	9902	22467	18784	17687	0	0	1	16145	15119	12278	39	33	30	22322	20732	24290	149	165	199	1707	1886	1788	2318	3011	3974
NC_001491.2	-	ORF62, ORF61, ORF60,ORF59	ORF59	L	30	19	21	42	34	35	0	0	0	15	12	8	0	0	1	32	38	45	0	1	0	6	8	5	5	7	13
NC_001491.2	-	ORF62, ORF61, ORF60,ORF59	ORF60	L	1877	1251	1298	789	509	469	0	0	0	1426	1027	956	0	1	0	1677	1303	2055	1	2	1	6	7	6	35	60	64
NC_001491.2	-	ORF62, ORF61, ORF60,ORF59	ORF61	E	321	211	205	46	27	21	0	0	0	68	33	41	41	18	25	55	37	58	41	57	46	42	49	44	83	134	169
NC_001491.2	-	ORF62, ORF61, ORF60,ORF59	ORF62	L	1047	636	646	223	153	142	0	0	0	762	557	451	0	0	0	765	530	485	1	1	2	10	12	13	119	158	164
NC_001491.2	-	ORF63			758	521	612	1219	1105	970	1	0	0	982	894	691	189	190	168	2329	2132	2725	402	338	425	507	528	483	205	229	340
NC_001491.2	-	ORF63	ORF63	E	77	48	68	9	8	6	0	0	0	5	11	4	216	177	162	10	13	19	99	127	149	55	51	51	46	66	83
NC_001491.2	-	ORF64_1			739	581	681	551	401	395	16	24	13	234	217	176	123	102	91	323	297	456	118	114	142	282	294	256	298	367	680
NC_001491.2	-	ORF64_1	ORF64_1	IE	3	21	28	0	0	0	2	0	1	0	0	1	0	1	4	2	2	8	8	0	2	0	1	0	4	4	34
NC_001491.2	-	ORF65_2			1183	919	960	1033	844	791	0	1	1	411	368	250	380	310	315	796	828	1501	953	856	1022	2484	2509	2377	857	1048	1635
NC_001491.2	-	ORF65_2	ORF65_2	E	747	661	697	75	29	28	2	0	1	40	30	22	573	435	365	45	56	284	488	443	622	574	540	490	538	606	1162
NC_001491.2	-	ORF66_2			231	197	225	235	219	145	0	0	0	77	85	55	0	0	0	76	71	100	5	5	8	113	99	105	110	110	152
NC_001491.2	-	ORF66_2	ORF66_2	unknown	154	141	154	63	35	31	0	0	0	18	18	14	0	0	2	8	13	16	0	0	1	42	42	44	78	108	141
NC_001491.2	-	ORF68, ORF67_1			8605	5656	7051	6041	5383	5045	1	1	2	2041	1951	1596	467	406	365	3333	3197	3722	2051	1961	2133	7421	7540	7204	4439	5602	7310
NC_001491.2	-	ORF68, ORF67_1	ORF67_1	L	2595	1552	2018	543	321	291	2	1	1	222	176	163	285	226	200	580	580	1003	229	284	351	717	649	612	851	1564	2761
NC_001491.2	-	ORF68, ORF67_1	ORF68	L	92	109	96	14	6	5	0	0	0	18	10	11	0	0	0	13	18	68	0	0	0	1	1	2	22	18	52
NC_001491.2	-	ORF7,  ORF6,  ORF5			2228	1447	1897	2902	2644	2320	0	1	0	1663	1602	1252	192	170	129	1838	1841	2284	570	550	584	1300	1376	1239	763	985	1373
NC_001491.2	-	ORF7,  ORF6,  ORF5	ORF5	E	346	259	264	53	29	37	0	0	0	32	20	21	223	203	170	53	39	23	167	193	266	167	188	173	162	205	245
NC_001491.2	-	ORF7,  ORF6,  ORF5	ORF6	L	489	294	315	201	158	150	1	0	0	654	490	394	0	0	0	351	278	437	0	0	0	7	5	5	60	74	84
NC_001491.2	-	ORF7,  ORF6,  ORF5	ORF7	E	7	7	9	0	0	0	0	0	0	0	0	1	2	2	0	1	2	1	3	1	0	0	0	0	3	3	5
NC_001491.2	-	ORF9			939	539	688	966	838	728	0	0	0	506	452	387	6	6	4	968	847	1039	34	36	46	435	428	432	334	367	622
NC_001491.2	-	ORF9	ORF9	L	421	243	284	62	62	63	0	0	0	49	36	36	10	13	10	75	51	65	32	38	48	163	183	204	224	303	385
