seqnames	strand	TR_ID	TR_start	TR_end	correct_tss	correct_tes	sample	count
NC_001491.2	-	53	24134	24276	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	+	54	17969	18112	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	55	74045	74186	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	-	56	106532	106674	TRUE	TRUE	EHV1_cage_A	22
NC_001491.2	-	10	66120	66263	TRUE	TRUE	EHV1_cage_A	12
NC_001491.2	+	57	127634	127776	TRUE	TRUE	EHV1_cage_A	16
NC_001491.2	+	58	15085	15225	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	59	11986	12133	TRUE	TRUE	EHV1_cage_B	24
NC_001491.2	+	60	13528	13669	TRUE	TRUE	EHV1_cage_C	5
NC_001491.2	+	61	121003	121363	TRUE	TRUE	EHV1_cage_C	19
NC_001491.2	-	62	4165	4307	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	63	126414	126558	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	64	86365	86508	TRUE	TRUE	EHV1_cage_B	6
NC_001491.2	+	65	17231	17374	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	5	64488	64631	TRUE	TRUE	EHV1_cage_A	80
NC_001491.2	+	66	118878	119021	TRUE	TRUE	EHV1_cage_C	4
NC_001491.2	+	67	50573	50716	TRUE	TRUE	EHV1_cage_A	6
NC_001491.2	+	68	121002	121363	TRUE	TRUE	EHV1_cage_B	19
NC_001491.2	-	69	106535	106677	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	44	125192	125335	TRUE	TRUE	EHV1_cage_B	107
NC_001491.2	-	70	12120	12264	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	71	77359	77501	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	-	72	118699	119214	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	73	111848	111989	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	74	105994	106138	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	75	19661	19804	TRUE	TRUE	EHV1_cage_B	6
NC_001491.2	+	76	50576	50719	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	+	77	78588	78731	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	78	45483	45625	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	79	61981	62124	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	80	131515	131658	TRUE	TRUE	EHV1_cage_B	3
NC_001491.2	+	81	1252	1395	TRUE	TRUE	EHV1_cage_C	9
NC_001491.2	-	44	125192	125335	TRUE	TRUE	EHV1_cage_A	61
NC_001491.2	+	82	71119	71262	TRUE	TRUE	EHV1_cage_A	5
NC_001491.2	-	20	48142	48284	TRUE	TRUE	EHV1_cage_B	40
NC_001491.2	+	83	134346	134487	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	-	84	74041	74183	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	+	85	129051	129194	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	86	81120	81263	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	87	59209	59351	TRUE	TRUE	EHV1_cage_A	4
NC_001491.2	+	88	11990	12126	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	89	31202	31344	TRUE	TRUE	EHV1_cage_B	12
NC_001491.2	-	90	94405	94548	TRUE	TRUE	EHV1_cage_B	5
NC_001491.2	+	91	74720	74863	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	92	91182	91325	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	93	28101	28242	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	29	135564	135707	TRUE	TRUE	EHV1_cage_B	39
NC_001491.2	+	94	17982	18124	TRUE	TRUE	EHV1_cage_A	3
NC_001491.2	-	95	4947	5088	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	96	125195	125335	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	-	97	52475	52618	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	98	12119	12260	TRUE	TRUE	EHV1_cage_A	13
NC_001491.2	+	99	66315	66458	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	33	94408	94550	TRUE	TRUE	EHV1_cage_A	12
NC_001491.2	-	100	10200	10344	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	1	55322	55465	TRUE	TRUE	EHV1_cage_A	37
NC_001491.2	+	101	14364	14507	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	60	13528	13669	TRUE	TRUE	EHV1_cage_B	3
NC_001491.2	-	102	74040	74183	TRUE	TRUE	EHV1_cage_B	13
NC_001491.2	-	103	106532	106672	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	104	47231	47374	TRUE	TRUE	EHV1_cage_C	20
NC_001491.2	+	105	64744	64887	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	+	106	17985	18128	TRUE	TRUE	EHV1_cage_A	6
NC_001491.2	+	107	12760	12902	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	89	31202	31344	TRUE	TRUE	EHV1_cage_C	9
NC_001491.2	+	49	77591	77734	TRUE	TRUE	EHV1_cage_C	29
NC_001491.2	-	108	125195	125340	TRUE	TRUE	EHV1_cage_B	5
NC_001491.2	+	109	136583	136726	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	110	33238	33379	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	-	111	25628	25771	TRUE	TRUE	EHV1_cage_A	3
NC_001491.2	+	112	89189	89332	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	-	113	124330	124473	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	24	25626	25769	TRUE	TRUE	EHV1_cage_A	32
NC_001491.2	+	114	80250	80392	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	115	2669	2810	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	116	122821	122964	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	117	5809	5952	TRUE	TRUE	EHV1_cage_C	9
NC_001491.2	-	20	48142	48284	TRUE	TRUE	EHV1_cage_A	15
NC_001491.2	-	55	74045	74186	TRUE	TRUE	EHV1_cage_B	7
NC_001491.2	-	118	108174	108317	TRUE	TRUE	EHV1_cage_C	21
NC_001491.2	+	119	77593	77736	TRUE	TRUE	EHV1_cage_C	6
NC_001491.2	-	120	123360	123504	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	19	12468	12611	TRUE	TRUE	EHV1_cage_B	12
NC_001491.2	-	56	106532	106674	TRUE	TRUE	EHV1_cage_B	34
NC_001491.2	-	121	48103	48247	TRUE	TRUE	EHV1_cage_C	4
NC_001491.2	+	29	135564	135707	TRUE	TRUE	EHV1_cage_A	44
NC_001491.2	+	122	12471	12613	TRUE	TRUE	EHV1_cage_C	18
NC_001491.2	+	123	61310	61453	TRUE	TRUE	EHV1_cage_A	4
NC_001491.2	-	124	32909	33051	TRUE	TRUE	EHV1_cage_B	8
NC_001491.2	+	125	15083	15225	TRUE	TRUE	EHV1_cage_B	11
NC_001491.2	+	126	7112	7253	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	111	25628	25771	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	57	127634	127776	TRUE	TRUE	EHV1_cage_C	27
NC_001491.2	+	127	131507	131652	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	128	61312	61451	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	129	2668	2813	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	130	81902	82045	TRUE	TRUE	EHV1_cage_B	19
NC_001491.2	-	131	77110	77251	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	132	32909	33053	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	-	133	68433	68575	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	134	77593	77734	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	+	57	127634	127776	TRUE	TRUE	EHV1_cage_B	26
NC_001491.2	+	135	126340	126482	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	136	119443	119587	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	104	47231	47374	TRUE	TRUE	EHV1_cage_B	18
NC_001491.2	+	137	121002	121145	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	125	15083	15225	TRUE	TRUE	EHV1_cage_A	9
NC_001491.2	-	138	47231	47375	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	+	139	16277	16421	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	140	64684	64830	TRUE	TRUE	EHV1_cage_B	3
NC_001491.2	+	141	64487	64630	TRUE	TRUE	EHV1_cage_B	3
NC_001491.2	-	104	47231	47374	TRUE	TRUE	EHV1_cage_A	12
NC_001491.2	+	142	127637	127779	TRUE	TRUE	EHV1_cage_A	5
NC_001491.2	-	143	29178	29321	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	144	111890	112033	TRUE	TRUE	EHV1_cage_A	5
NC_001491.2	+	145	121006	121367	TRUE	TRUE	EHV1_cage_C	108
NC_001491.2	+	146	36498	36641	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	147	82322	82465	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	148	45637	45781	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	52	69780	69923	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	64	86365	86508	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	-	149	54695	54838	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	150	28841	28983	TRUE	TRUE	EHV1_cage_B	16
NC_001491.2	-	10	66120	66263	TRUE	TRUE	EHV1_cage_B	20
NC_001491.2	-	102	74040	74183	TRUE	TRUE	EHV1_cage_A	10
NC_001491.2	+	151	81290	81432	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	152	2397	2511	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	153	117529	117674	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	154	134347	134487	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	155	108590	108735	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	156	2399	2538	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	157	132880	133023	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	158	45486	45629	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	159	126338	126482	TRUE	TRUE	EHV1_cage_C	19
NC_001491.2	-	160	108173	108318	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	+	130	81902	82045	TRUE	TRUE	EHV1_cage_C	20
NC_001491.2	+	161	92409	92553	TRUE	TRUE	EHV1_cage_C	6
NC_001491.2	-	144	111890	112033	TRUE	TRUE	EHV1_cage_C	10
NC_001491.2	-	162	46031	46175	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	163	17984	18125	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	164	90722	90865	TRUE	TRUE	EHV1_cage_B	6
NC_001491.2	+	165	69780	69919	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	90	94405	94548	TRUE	TRUE	EHV1_cage_C	4
NC_001491.2	+	166	36500	36643	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	167	62794	62936	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	168	48921	49064	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	169	17984	18127	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	72	118699	119214	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	23	2397	2540	TRUE	TRUE	EHV1_cage_C	16
NC_001491.2	-	170	20964	21107	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	145	121006	121367	TRUE	TRUE	EHV1_cage_B	83
NC_001491.2	+	171	81902	82043	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	172	49848	49991	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	173	25581	25723	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	174	7257	7400	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	175	80950	81093	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	176	18006	18128	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	177	127659	127776	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	15	61312	61455	TRUE	TRUE	EHV1_cage_B	23
NC_001491.2	+	178	45086	45228	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	179	32910	33053	TRUE	TRUE	EHV1_cage_B	8
NC_001491.2	+	180	96456	96599	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	-	181	6946	7077	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	182	90332	90475	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	183	121035	121363	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	184	7260	7407	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	26	86362	86505	TRUE	TRUE	EHV1_cage_A	14
NC_001491.2	+	61	121003	121363	TRUE	TRUE	EHV1_cage_B	15
NC_001491.2	+	67	50573	50716	TRUE	TRUE	EHV1_cage_C	23
NC_001491.2	+	185	121003	121360	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	186	11071	11214	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	187	3355	3498	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	188	13559	13700	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	189	81902	82046	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	+	190	121783	121926	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	191	127633	127779	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	192	2669	2813	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	-	193	21066	21209	TRUE	TRUE	EHV1_cage_C	7
NC_001491.2	+	194	17697	17839	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	195	15236	15380	TRUE	TRUE	EHV1_cage_C	7
NC_001491.2	+	196	117053	117195	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	197	88869	89010	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	68	121002	121363	TRUE	TRUE	EHV1_cage_A	16
NC_001491.2	+	198	101610	101753	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	145	121006	121367	TRUE	TRUE	EHV1_cage_A	70
NC_001491.2	+	49	77591	77734	TRUE	TRUE	EHV1_cage_B	20
NC_001491.2	-	199	7260	7402	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	200	33143	33285	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	117	5809	5952	TRUE	TRUE	EHV1_cage_B	15
NC_001491.2	-	33	94408	94550	TRUE	TRUE	EHV1_cage_B	19
NC_001491.2	-	124	32909	33051	TRUE	TRUE	EHV1_cage_C	14
NC_001491.2	-	201	117527	117668	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	61	121003	121363	TRUE	TRUE	EHV1_cage_A	10
NC_001491.2	+	202	137820	137967	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	203	74045	74190	TRUE	TRUE	EHV1_cage_B	3
NC_001491.2	+	2	10080	10221	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	+	204	76510	76657	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	159	126338	126482	TRUE	TRUE	EHV1_cage_A	7
NC_001491.2	+	205	119535	119678	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	206	88429	88572	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	102	74040	74183	TRUE	TRUE	EHV1_cage_C	28
NC_001491.2	-	207	32911	33049	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	75	19661	19804	TRUE	TRUE	EHV1_cage_A	3
NC_001491.2	+	208	127631	127774	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	209	15085	15222	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	210	84819	84962	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	211	134347	134490	TRUE	TRUE	EHV1_cage_A	11
NC_001491.2	+	212	64488	64630	TRUE	TRUE	EHV1_cage_A	6
NC_001491.2	+	213	92597	92740	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	214	2693	2812	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	215	55314	55456	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	216	75195	75341	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	217	132676	132820	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	39	4167	4310	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	159	126338	126482	TRUE	TRUE	EHV1_cage_B	8
NC_001491.2	+	218	90683	90826	TRUE	TRUE	EHV1_cage_A	5
NC_001491.2	+	219	92413	92556	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	-	220	2532	2675	TRUE	TRUE	EHV1_cage_A	4
NC_001491.2	-	150	28841	28983	TRUE	TRUE	EHV1_cage_A	14
NC_001491.2	-	3	12119	12263	TRUE	TRUE	EHV1_cage_A	4
NC_001491.2	+	221	81290	81433	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	222	31711	31854	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	223	2395	2538	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	-	174	7257	7400	TRUE	TRUE	EHV1_cage_A	3
NC_001491.2	+	224	38392	38536	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	211	134347	134490	TRUE	TRUE	EHV1_cage_C	14
NC_001491.2	+	122	12471	12613	TRUE	TRUE	EHV1_cage_B	14
NC_001491.2	-	225	66284	66428	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	26	86362	86505	TRUE	TRUE	EHV1_cage_B	8
NC_001491.2	+	119	77593	77736	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	68	121002	121363	TRUE	TRUE	EHV1_cage_C	27
NC_001491.2	+	226	1254	1359	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	227	124725	124872	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	+	146	36498	36641	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	228	100318	100462	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	229	15238	15381	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	45	55255	55398	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	75	19661	19804	TRUE	TRUE	EHV1_cage_C	16
NC_001491.2	+	19	12468	12611	TRUE	TRUE	EHV1_cage_A	7
NC_001491.2	+	230	135564	135685	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	231	55049	55192	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	-	232	2533	2673	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	233	89351	89494	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	234	48758	48900	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	235	108592	108732	TRUE	TRUE	EHV1_cage_A	4
NC_001491.2	-	124	32909	33051	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	-	117	5809	5952	TRUE	TRUE	EHV1_cage_A	8
NC_001491.2	+	236	34797	34940	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	237	10298	10442	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	238	108103	108246	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	80	131515	131658	TRUE	TRUE	EHV1_cage_A	3
NC_001491.2	+	239	10880	11002	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	240	134945	135090	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	241	26127	26270	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	-	242	90368	90511	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	243	2530	2672	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	189	81902	82046	TRUE	TRUE	EHV1_cage_C	3
NC_001491.2	+	9	15234	15375	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	244	17981	18123	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	179	32910	33053	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	+	245	126340	126485	TRUE	TRUE	EHV1_cage_C	4
NC_001491.2	-	246	66118	66261	TRUE	TRUE	EHV1_cage_A	2
NC_001491.2	-	247	135821	135964	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	109	136583	136726	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	94	17982	18124	TRUE	TRUE	EHV1_cage_B	5
NC_001491.2	+	87	59209	59351	TRUE	TRUE	EHV1_cage_C	2
NC_001491.2	-	144	111890	112033	TRUE	TRUE	EHV1_cage_B	6
NC_001491.2	+	248	12463	12610	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	-	249	2561	2674	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	-	250	4169	4312	TRUE	TRUE	EHV1_cage_C	8
NC_001491.2	+	251	15235	15378	TRUE	TRUE	EHV1_cage_C	4
NC_001491.2	-	252	2531	2674	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	253	48143	48284	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	245	126340	126485	TRUE	TRUE	EHV1_cage_B	2
NC_001491.2	+	254	81897	82044	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	255	129758	129896	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	256	94352	94497	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	257	94402	94545	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	+	258	46325	46468	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	+	259	18487	18630	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	218	90683	90826	TRUE	TRUE	EHV1_cage_B	5
NC_001491.2	+	260	2669	2812	TRUE	TRUE	EHV1_cage_B	4
NC_001491.2	+	261	69806	69923	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	262	32909	33046	TRUE	TRUE	EHV1_cage_A	1
NC_001491.2	-	263	111893	112036	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	264	81959	82088	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	+	265	77612	77734	TRUE	TRUE	EHV1_cage_B	1
NC_001491.2	-	266	69431	69574	TRUE	TRUE	EHV1_cage_C	1
NC_001491.2	+	267	79149	79266	TRUE	TRUE	EHV1_cage_C	1
