seqnames	strand	window_start	window_end	group	hpi	Time	cell_line	sum_coverage.hpi	mean_coverage.hpi	sd_coverage.hpi	median_coverage.hpi	min_coverage.hpi	max_coverage.hpi	varcoeff_coverage.hpi
NC_001491.2	+	1051	1100	EHV1_cage_A			RK-13	200	66.6666666666667	76.3762615825973	50	0	150	1.14564392373896
NC_001491.2	+	1101	1150	EHV1_cage_A			RK-13	152	50.6666666666667	51.520222566807	49	0	103	1.01684649802909
NC_001491.2	+	1151	1200	EHV1_cage_A			RK-13	75	25	43.3012701892219	0	0	75	1.73205080756888
NC_001491.2	+	1201	1250	EHV1_cage_A			RK-13	97	32.3333333333333	53.4072404579504	2	1	94	1.65177032344176
NC_001491.2	+	1251	1300	EHV1_cage_A			RK-13	2483	827.666666666667	617.237663573225	636	329	1518	0.745756339395761
NC_001491.2	+	1301	1350	EHV1_cage_A			RK-13	2576	858.666666666667	656.366767389493	650	332	1594	0.764402291214472
NC_001491.2	+	1351	1400	EHV1_cage_A			RK-13	2378	792.666666666667	591.057808791436	650	286	1442	0.745657454320566
NC_001491.2	+	1401	1450	EHV1_cage_A			RK-13	698	232.666666666667	360.556976542312	50	0	648	1.54967181894977
NC_001491.2	+	1451	1500	EHV1_cage_A			RK-13	623	207.666666666667	357.094291936084	3	0	620	1.71955517786236
NC_001491.2	+	1501	1550	EHV1_cage_A			RK-13	562	187.333333333333	324.47085128457	0	0	562	1.73205080756888
NC_001491.2	+	1551	1600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1601	1650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1651	1700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1701	1750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1751	1800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1801	1850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1851	1900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1901	1950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	1951	2000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	2001	2050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	2051	2100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	2101	2150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	2151	2200	EHV1_cage_A			RK-13	5	1.66666666666667	2.88675134594813	0	0	5	1.73205080756888
NC_001491.2	+	2201	2250	EHV1_cage_A			RK-13	79	26.3333333333333	45.6106712659804	0	0	79	1.73205080756888
NC_001491.2	+	2251	2300	EHV1_cage_A			RK-13	100	33.3333333333333	57.7350269189626	0	0	100	1.73205080756888
NC_001491.2	+	2301	2350	EHV1_cage_A			RK-13	93	31	53.6935750346352	0	0	93	1.73205080756888
NC_001491.2	+	2351	2400	EHV1_cage_A			RK-13	20	6.66666666666667	11.5470053837925	0	0	20	1.73205080756888
NC_001491.2	+	2401	2450	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	2451	2500	EHV1_cage_A			RK-13	21	7	12.1243556529821	0	0	21	1.73205080756888
NC_001491.2	+	2501	2550	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	2551	2600	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	2601	2650	EHV1_cage_A			RK-13	26	8.66666666666667	15.0111069989303	0	0	26	1.73205080756888
NC_001491.2	+	2651	2700	EHV1_cage_A			RK-13	2199	733	478.451669450531	709	267	1223	0.652730790519142
NC_001491.2	+	2701	2750	EHV1_cage_A			RK-13	3541	1180.33333333333	771.477370590566	1149	425	1967	0.653609746334848
NC_001491.2	+	2751	2800	EHV1_cage_A			RK-13	4244	1414.66666666667	969.649593066141	1395	455	2394	0.685426196795105
NC_001491.2	+	2801	2850	EHV1_cage_A			RK-13	3252	1084	784.434190993738	1417	188	1647	0.7236477776695
NC_001491.2	+	2851	2900	EHV1_cage_A			RK-13	2485	828.333333333333	776.193489623131	761	88	1636	0.93705451463557
NC_001491.2	+	2901	2950	EHV1_cage_A			RK-13	1959	653	853.309439769654	301	32	1626	1.30675258770238
NC_001491.2	+	2951	3000	EHV1_cage_A			RK-13	843	281	486.706276926855	0	0	843	1.73205080756888
NC_001491.2	+	3001	3050	EHV1_cage_A			RK-13	455	151.666666666667	262.69437248128	0	0	455	1.73205080756888
NC_001491.2	+	3051	3100	EHV1_cage_A			RK-13	284	94.6666666666667	132.428597113061	38	0	246	1.39889363147599
NC_001491.2	+	3101	3150	EHV1_cage_A			RK-13	100	33.3333333333333	28.8675134594813	50	0	50	0.866025403784439
NC_001491.2	+	3151	3200	EHV1_cage_A			RK-13	100	33.3333333333333	28.8675134594813	50	0	50	0.866025403784439
NC_001491.2	+	3201	3250	EHV1_cage_A			RK-13	60	20	26.4575131106459	10	0	50	1.3228756555323
NC_001491.2	+	3251	3300	EHV1_cage_A			RK-13	60	20	25.9807621135332	5	5	50	1.29903810567666
NC_001491.2	+	3301	3350	EHV1_cage_A			RK-13	138	46	6.08276253029822	49	39	50	0.132233968049961
NC_001491.2	+	3351	3400	EHV1_cage_A			RK-13	147	49	49	49	0	98	1
NC_001491.2	+	3401	3450	EHV1_cage_A			RK-13	179	59.6666666666667	33.501243758006	60	26	93	0.561473359072726
NC_001491.2	+	3451	3500	EHV1_cage_A			RK-13	199	66.3333333333333	28.2901631902917	50	50	99	0.426484872215452
NC_001491.2	+	3501	3550	EHV1_cage_A			RK-13	150	50	0	50	50	50	0
NC_001491.2	+	3551	3600	EHV1_cage_A			RK-13	110	36.6666666666667	19.731531449265	46	14	50	0.538132675889045
NC_001491.2	+	3601	3650	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	3651	3700	EHV1_cage_A			RK-13	16	5.33333333333333	9.23760430703401	0	0	16	1.73205080756888
NC_001491.2	+	3701	3750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	3751	3800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	3801	3850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	3851	3900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	3901	3950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	3951	4000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4001	4050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4051	4100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4101	4150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4151	4200	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4201	4250	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4251	4300	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4301	4350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4351	4400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4401	4450	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4451	4500	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4501	4550	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4551	4600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4601	4650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4651	4700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4701	4750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4751	4800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4801	4850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4851	4900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4901	4950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	4951	5000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5001	5050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5051	5100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5101	5150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5151	5200	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5201	5250	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5251	5300	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5301	5350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5351	5400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5401	5450	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5451	5500	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5501	5550	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5551	5600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5601	5650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5651	5700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5701	5750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5751	5800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5801	5850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5851	5900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5901	5950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	5951	6000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6001	6050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6051	6100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6101	6150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6151	6200	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6201	6250	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6251	6300	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6301	6350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6351	6400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6401	6450	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6451	6500	EHV1_cage_A			RK-13	164	54.6666666666667	19.6299091524473	66	32	66	0.359083704008182
NC_001491.2	+	6501	6550	EHV1_cage_A			RK-13	249	83	28.5832118559129	99	50	100	0.344376046456782
NC_001491.2	+	6551	6600	EHV1_cage_A			RK-13	250	83.3333333333333	28.8675134594813	100	50	100	0.346410161513775
NC_001491.2	+	6601	6650	EHV1_cage_A			RK-13	141	47	46.5080638169339	28	13	100	0.989533272700722
NC_001491.2	+	6651	6700	EHV1_cage_A			RK-13	100	33.3333333333333	57.7350269189626	0	0	100	1.73205080756888
NC_001491.2	+	6701	6750	EHV1_cage_A			RK-13	100	33.3333333333333	57.7350269189626	0	0	100	1.73205080756888
NC_001491.2	+	6751	6800	EHV1_cage_A			RK-13	27	9	15.5884572681199	0	0	27	1.73205080756888
NC_001491.2	+	6801	6850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6851	6900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6901	6950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	6951	7000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7001	7050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7051	7100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7101	7150	EHV1_cage_A			RK-13	161	53.6666666666667	24.5831920899897	41	38	82	0.458071902297945
NC_001491.2	+	7151	7200	EHV1_cage_A			RK-13	198	66	29.4618397253125	50	48	100	0.446391510989583
NC_001491.2	+	7201	7250	EHV1_cage_A			RK-13	200	66.6666666666667	28.8675134594813	50	50	100	0.433012701892219
NC_001491.2	+	7251	7300	EHV1_cage_A			RK-13	65	21.6666666666667	24.9466096560902	12	3	50	1.15138198412724
NC_001491.2	+	7301	7350	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	7351	7400	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	7401	7450	EHV1_cage_A			RK-13	6	2	3.46410161513775	0	0	6	1.73205080756888
NC_001491.2	+	7451	7500	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7501	7550	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7551	7600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7601	7650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7651	7700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7701	7750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7751	7800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7801	7850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7851	7900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7901	7950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	7951	8000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8001	8050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8051	8100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8101	8150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8151	8200	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8201	8250	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8251	8300	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8301	8350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8351	8400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8401	8450	EHV1_cage_A			RK-13	24	8	13.856406460551	0	0	24	1.73205080756888
NC_001491.2	+	8451	8500	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	8501	8550	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	8551	8600	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	8601	8650	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	8651	8700	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	8701	8750	EHV1_cage_A			RK-13	3	1	1.73205080756888	0	0	3	1.73205080756888
NC_001491.2	+	8751	8800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8801	8850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8851	8900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8901	8950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	8951	9000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9001	9050	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9051	9100	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9101	9150	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9151	9200	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9201	9250	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9251	9300	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9301	9350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9351	9400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9401	9450	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9451	9500	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9501	9550	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9551	9600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9601	9650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9651	9700	EHV1_cage_A			RK-13	63	21	36.3730669589464	0	0	63	1.73205080756888
NC_001491.2	+	9701	9750	EHV1_cage_A			RK-13	100	33.3333333333333	57.7350269189626	0	0	100	1.73205080756888
NC_001491.2	+	9751	9800	EHV1_cage_A			RK-13	99	33	57.157676649773	0	0	99	1.73205080756888
NC_001491.2	+	9801	9850	EHV1_cage_A			RK-13	30	10	17.3205080756888	0	0	30	1.73205080756888
NC_001491.2	+	9851	9900	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9901	9950	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	9951	10000	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	10001	10050	EHV1_cage_A			RK-13	2	0.666666666666667	1.15470053837925	0	0	2	1.73205080756888
NC_001491.2	+	10051	10100	EHV1_cage_A			RK-13	744	248	122.649908275547	294	109	341	0.494556081756236
NC_001491.2	+	10101	10150	EHV1_cage_A			RK-13	1636	545.333333333333	310.550049643102	698	188	750	0.569468306191508
NC_001491.2	+	10151	10200	EHV1_cage_A			RK-13	1616	538.666666666667	322.057965797049	698	168	750	0.597879886999473
NC_001491.2	+	10201	10250	EHV1_cage_A			RK-13	1164	388	348.406371927954	359	55	750	0.897954566824625
NC_001491.2	+	10251	10300	EHV1_cage_A			RK-13	749	249.666666666667	432.43535162303	0	0	749	1.73205080756888
NC_001491.2	+	10301	10350	EHV1_cage_A			RK-13	749	249.666666666667	432.43535162303	0	0	749	1.73205080756888
NC_001491.2	+	10351	10400	EHV1_cage_A			RK-13	394	131.333333333333	197.12263526377	36	0	358	1.50093377104393
NC_001491.2	+	10401	10450	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	10451	10500	EHV1_cage_A			RK-13	86	28.6666666666667	49.6521231503078	0	0	86	1.73205080756888
NC_001491.2	+	10501	10550	EHV1_cage_A			RK-13	61	20.3333333333333	35.2183664205672	0	0	61	1.73205080756888
NC_001491.2	+	10551	10600	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	10601	10650	EHV1_cage_A			RK-13	10	3.33333333333333	5.77350269189626	0	0	10	1.73205080756888
NC_001491.2	+	10651	10700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	10701	10750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	10751	10800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	10801	10850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	10851	10900	EHV1_cage_A			RK-13	73	24.3333333333333	2.88675134594813	26	21	26	0.118633616956772
NC_001491.2	+	10901	10950	EHV1_cage_A			RK-13	149	49.6666666666667	0.577350269189626	50	49	50	0.0116245020642207
NC_001491.2	+	10951	11000	EHV1_cage_A			RK-13	148	49.3333333333333	1.15470053837925	50	48	50	0.023406091994174
NC_001491.2	+	11001	11050	EHV1_cage_A			RK-13	73	24.3333333333333	24.1729876790879	21	2	50	0.993410452565254
NC_001491.2	+	11051	11100	EHV1_cage_A			RK-13	8	2.66666666666667	4.61880215351701	0	0	8	1.73205080756888
NC_001491.2	+	11101	11150	EHV1_cage_A			RK-13	7	2.33333333333333	4.04145188432738	0	0	7	1.73205080756888
NC_001491.2	+	11151	11200	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	11201	11250	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	11251	11300	EHV1_cage_A			RK-13	40	13.3333333333333	23.094010767585	0	0	40	1.73205080756888
NC_001491.2	+	11301	11350	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11351	11400	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11401	11450	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	11451	11500	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	11501	11550	EHV1_cage_A			RK-13	47	15.6666666666667	27.1354626519124	0	0	47	1.73205080756888
NC_001491.2	+	11551	11600	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11601	11650	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11651	11700	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11701	11750	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11751	11800	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11801	11850	EHV1_cage_A			RK-13	0	0	0	0	0	0	
NC_001491.2	+	11851	11900	EHV1_cage_A			RK-13	21	7	12.1243556529821	0	0	21	1.73205080756888
NC_001491.2	+	11901	11950	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	11951	12000	EHV1_cage_A			RK-13	1726	575.333333333333	334.849717535096	593	232	901	0.582009937778266
NC_001491.2	+	12001	12050	EHV1_cage_A			RK-13	7622	2540.66666666667	1495.41476966537	2500	1066	4056	0.588591486354777
NC_001491.2	+	12051	12100	EHV1_cage_A			RK-13	7709	2569.66666666667	1543.67947882108	2500	1062	4147	0.600731409581431
NC_001491.2	+	12101	12150	EHV1_cage_A			RK-13	6162	2054	1219.96926190786	2499	674	2989	0.593948034034984
NC_001491.2	+	12151	12200	EHV1_cage_A			RK-13	2560	853.333333333333	1405.89805225462	84	0	2476	1.64753677998588
NC_001491.2	+	12201	12250	EHV1_cage_A			RK-13	2490	830	1437.60217028217	0	0	2490	1.73205080756888
NC_001491.2	+	12251	12300	EHV1_cage_A			RK-13	1730	576.666666666667	998.815965698053	0	0	1730	1.73205080756888
NC_001491.2	+	12301	12350	EHV1_cage_A			RK-13	53	17.6666666666667	30.5995642670502	0	0	53	1.73205080756888
NC_001491.2	+	12351	12400	EHV1_cage_A			RK-13	100	33.3333333333333	57.7350269189626	0	0	100	1.73205080756888
NC_001491.2	+	12401	12450	EHV1_cage_A			RK-13	165	55	58.025856305616	22	21	122	1.05501556919302
NC_001491.2	+	12451	12500	EHV1_cage_A			RK-13	6683	2227.66666666667	1530.7022353591	2311	657	3715	0.687132531210128
NC_001491.2	+	12501	12550	EHV1_cage_A			RK-13	10405	3468.33333333333	2392.21912318528	3600	1013	5792	0.689731606877062
NC_001491.2	+	12551	12600	EHV1_cage_A			RK-13	10270	3423.33333333333	2417.84559749653	3600	922	5748	0.706284010953221
NC_001491.2	+	12601	12650	EHV1_cage_A			RK-13	5497	1832.33333333333	1684.06838736832	1715	210	3572	0.919084075332902
NC_001491.2	+	12651	12700	EHV1_cage_A			RK-13	3425	1141.66666666667	1977.42467197447	0	0	3425	1.73205080756888
NC_001491.2	+	12701	12750	EHV1_cage_A			RK-13	3426	1142	1933.14355390385	52	0	3374	1.69277018730635
NC_001491.2	+	12751	12800	EHV1_cage_A			RK-13	1105	368.333333333333	516.705267375255	100	41	964	1.40281973043056
NC_001491.2	+	12801	12850	EHV1_cage_A			RK-13	150	50	50	50	0	100	1
NC_001491.2	+	12851	12900	EHV1_cage_A			RK-13	90	30	26.2868788561898	41	0	49	0.876229295206328
NC_001491.2	+	12901	12950	EHV1_cage_A			RK-13	24	8	12.1655250605964	2	0	22	1.52069063257455
NC_001491.2	+	12951	13000	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	13001	13050	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	13051	13100	EHV1_cage_A			RK-13	25	8.33333333333333	14.4337567297406	0	0	25	1.73205080756888
NC_001491.2	+	13101	13150	EHV1_cage_A			RK-13	40	13.3333333333333	23.094010767585	0	0	40	1.73205080756888
NC_001491.2	+	13151	13200	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	13201	13250	EHV1_cage_A			RK-13	50	16.6666666666667	28.8675134594813	0	0	50	1.73205080756888
NC_001491.2	+	13251	13300	EHV1_cage_A			RK-13	6	2	3.46410161513775	0	0	6	1.73205080756888
