seqnames	strand	correct_tes	prime3	sample	hpi	Time	cell_line	group	count	endtype	pos	start	end
NC_001491.2	+	TRUE	77017	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	77017	77017	77017
NC_001491.2	-	TRUE	125162	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	125162	125162	125162
NC_001491.2	-	TRUE	51761	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	51761	51761	51761
NC_001491.2	+	TRUE	105302	EHV1_cage_B			RK-13	EHV1_cage_B	8	prime3	105302	105302	105302
NC_001491.2	+	TRUE	58101	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	58101	58101	58101
NC_001491.2	+	TRUE	18217	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	18217	18217	18217
NC_001491.2	-	TRUE	118548	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118548	118548	118548
NC_001491.2	+	TRUE	27554	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	27554	27554	27554
NC_001491.2	+	TRUE	17515	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	17515	17515	17515
NC_001491.2	-	TRUE	108020	EHV1_cage_B			RK-13	EHV1_cage_B	8	prime3	108020	108020	108020
NC_001491.2	-	TRUE	106975	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	106975	106975	106975
NC_001491.2	-	TRUE	118577	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118577	118577	118577
NC_001491.2	-	TRUE	103747	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	103747	103747	103747
NC_001491.2	-	TRUE	111740	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	111740	111740	111740
NC_001491.2	+	TRUE	96750	EHV1_cage_B			RK-13	EHV1_cage_B	14	prime3	96750	96750	96750
NC_001491.2	+	TRUE	126512	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	126512	126512	126512
NC_001491.2	-	TRUE	25486	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	25486	25486	25486
NC_001491.2	+	TRUE	102612	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	102612	102612	102612
NC_001491.2	-	TRUE	88716	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	88716	88716	88716
NC_001491.2	+	TRUE	80243	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	80243	80243	80243
NC_001491.2	-	TRUE	47989	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	47989	47989	47989
NC_001491.2	-	TRUE	20915	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	20915	20915	20915
NC_001491.2	+	TRUE	44599	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	44599	44599	44599
NC_001491.2	+	TRUE	80044	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	80044	80044	80044
NC_001491.2	+	TRUE	104032	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	104032	104032	104032
NC_001491.2	+	TRUE	121184	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	121184	121184	121184
NC_001491.2	-	TRUE	100166	EHV1_cage_B			RK-13	EHV1_cage_B	7	prime3	100166	100166	100166
NC_001491.2	+	TRUE	18221	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	18221	18221	18221
NC_001491.2	+	TRUE	88726	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	88726	88726	88726
NC_001491.2	+	TRUE	55553	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	55553	55553	55553
NC_001491.2	+	TRUE	81460	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	81460	81460	81460
NC_001491.2	-	TRUE	44551	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	44551	44551	44551
NC_001491.2	-	TRUE	47118	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	47118	47118	47118
NC_001491.2	+	TRUE	18222	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	18222	18222	18222
NC_001491.2	+	TRUE	84488	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	84488	84488	84488
NC_001491.2	-	TRUE	125087	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	125087	125087	125087
NC_001491.2	-	TRUE	25475	EHV1_cage_B			RK-13	EHV1_cage_B	14	prime3	25475	25475	25475
NC_001491.2	+	TRUE	55560	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	55560	55560	55560
NC_001491.2	+	TRUE	26426	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	26426	26426	26426
NC_001491.2	+	TRUE	129317	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	129317	129317	129317
NC_001491.2	+	TRUE	19501	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	19501	19501	19501
NC_001491.2	+	TRUE	69314	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	69314	69314	69314
NC_001491.2	-	TRUE	66019	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	66019	66019	66019
NC_001491.2	-	TRUE	93643	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	93643	93643	93643
NC_001491.2	-	TRUE	74051	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	74051	74051	74051
NC_001491.2	-	TRUE	112686	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	112686	112686	112686
NC_001491.2	-	TRUE	48213	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime3	48213	48213	48213
NC_001491.2	+	TRUE	119790	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	119790	119790	119790
NC_001491.2	-	TRUE	28752	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	28752	28752	28752
NC_001491.2	+	TRUE	126638	EHV1_cage_B			RK-13	EHV1_cage_B	5	prime3	126638	126638	126638
NC_001491.2	-	TRUE	47461	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	47461	47461	47461
NC_001491.2	-	TRUE	11970	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	11970	11970	11970
NC_001491.2	+	TRUE	65037	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	65037	65037	65037
NC_001491.2	+	TRUE	62716	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	62716	62716	62716
NC_001491.2	-	TRUE	10039	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime3	10039	10039	10039
NC_001491.2	-	TRUE	75976	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	75976	75976	75976
NC_001491.2	+	TRUE	105235	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	105235	105235	105235
NC_001491.2	-	TRUE	48918	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	48918	48918	48918
NC_001491.2	-	TRUE	108433	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	108433	108433	108433
NC_001491.2	-	TRUE	111372	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	111372	111372	111372
NC_001491.2	+	TRUE	19936	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	19936	19936	19936
NC_001491.2	+	TRUE	2889	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	2889	2889	2889
NC_001491.2	+	TRUE	82199	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	82199	82199	82199
NC_001491.2	+	TRUE	19867	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	19867	19867	19867
NC_001491.2	+	TRUE	86816	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	86816	86816	86816
NC_001491.2	-	TRUE	106147	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	106147	106147	106147
NC_001491.2	-	TRUE	124653	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	124653	124653	124653
NC_001491.2	+	TRUE	92674	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	92674	92674	92674
NC_001491.2	+	TRUE	84663	EHV1_cage_B			RK-13	EHV1_cage_B	6	prime3	84663	84663	84663
NC_001491.2	+	TRUE	122084	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	122084	122084	122084
NC_001491.2	+	TRUE	135758	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	135758	135758	135758
NC_001491.2	-	TRUE	111101	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	111101	111101	111101
NC_001491.2	-	TRUE	31053	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	31053	31053	31053
NC_001491.2	-	TRUE	106841	EHV1_cage_B			RK-13	EHV1_cage_B	9	prime3	106841	106841	106841
NC_001491.2	-	TRUE	81603	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	81603	81603	81603
NC_001491.2	+	TRUE	127835	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	127835	127835	127835
NC_001491.2	+	TRUE	126635	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	126635	126635	126635
NC_001491.2	-	TRUE	125104	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	125104	125104	125104
NC_001491.2	-	TRUE	25505	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	25505	25505	25505
NC_001491.2	+	TRUE	46362	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	46362	46362	46362
NC_001491.2	+	TRUE	3147	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	3147	3147	3147
NC_001491.2	+	TRUE	122295	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	122295	122295	122295
NC_001491.2	+	TRUE	33530	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	33530	33530	33530
NC_001491.2	-	TRUE	112598	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	112598	112598	112598
NC_001491.2	+	TRUE	19868	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	19868	19868	19868
NC_001491.2	-	TRUE	25514	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	25514	25514	25514
NC_001491.2	+	TRUE	19956	EHV1_cage_B			RK-13	EHV1_cage_B	7	prime3	19956	19956	19956
NC_001491.2	-	TRUE	118921	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118921	118921	118921
NC_001491.2	+	TRUE	64721	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	64721	64721	64721
NC_001491.2	+	TRUE	65071	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	65071	65071	65071
NC_001491.2	+	TRUE	126710	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	126710	126710	126710
NC_001491.2	+	TRUE	64700	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	64700	64700	64700
NC_001491.2	+	TRUE	55686	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	55686	55686	55686
NC_001491.2	-	TRUE	25478	EHV1_cage_B			RK-13	EHV1_cage_B	6	prime3	25478	25478	25478
NC_001491.2	+	TRUE	41117	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	41117	41117	41117
NC_001491.2	+	TRUE	78600	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	78600	78600	78600
NC_001491.2	-	TRUE	28891	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	28891	28891	28891
NC_001491.2	-	TRUE	111733	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	111733	111733	111733
NC_001491.2	-	TRUE	73896	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	73896	73896	73896
NC_001491.2	-	TRUE	54894	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	54894	54894	54894
NC_001491.2	-	TRUE	88695	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	88695	88695	88695
NC_001491.2	+	TRUE	65040	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	65040	65040	65040
NC_001491.2	+	TRUE	19939	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	19939	19939	19939
NC_001491.2	+	TRUE	136259	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	136259	136259	136259
NC_001491.2	-	TRUE	25580	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	25580	25580	25580
NC_001491.2	-	TRUE	25579	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	25579	25579	25579
NC_001491.2	+	TRUE	80276	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	80276	80276	80276
NC_001491.2	+	TRUE	1248	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	1248	1248	1248
NC_001491.2	+	TRUE	3076	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	3076	3076	3076
NC_001491.2	+	TRUE	104013	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	104013	104013	104013
NC_001491.2	-	TRUE	108435	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime3	108435	108435	108435
NC_001491.2	-	TRUE	25517	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	25517	25517	25517
NC_001491.2	+	TRUE	132573	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	132573	132573	132573
NC_001491.2	-	TRUE	32761	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	32761	32761	32761
NC_001491.2	+	TRUE	61724	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	61724	61724	61724
NC_001491.2	-	TRUE	118557	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118557	118557	118557
NC_001491.2	-	TRUE	47985	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	47985	47985	47985
NC_001491.2	+	TRUE	33444	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	33444	33444	33444
NC_001491.2	-	TRUE	106437	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	106437	106437	106437
NC_001491.2	+	TRUE	18196	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	18196	18196	18196
NC_001491.2	-	TRUE	43884	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	43884	43884	43884
NC_001491.2	-	TRUE	28234	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	28234	28234	28234
NC_001491.2	+	TRUE	127818	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	127818	127818	127818
NC_001491.2	-	TRUE	66184	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	66184	66184	66184
NC_001491.2	-	TRUE	25521	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	25521	25521	25521
NC_001491.2	+	TRUE	16853	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	16853	16853	16853
NC_001491.2	+	TRUE	122376	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	122376	122376	122376
NC_001491.2	+	TRUE	26841	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	26841	26841	26841
NC_001491.2	+	TRUE	84662	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	84662	84662	84662
NC_001491.2	-	TRUE	118563	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118563	118563	118563
NC_001491.2	-	TRUE	32752	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	32752	32752	32752
NC_001491.2	-	TRUE	124388	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	124388	124388	124388
NC_001491.2	+	TRUE	126134	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	126134	126134	126134
NC_001491.2	+	TRUE	64698	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	64698	64698	64698
NC_001491.2	+	TRUE	80744	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	80744	80744	80744
NC_001491.2	+	TRUE	75022	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	75022	75022	75022
NC_001491.2	+	TRUE	12282	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	12282	12282	12282
NC_001491.2	-	TRUE	28895	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	28895	28895	28895
NC_001491.2	+	TRUE	13822	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	13822	13822	13822
NC_001491.2	+	TRUE	12742	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	12742	12742	12742
NC_001491.2	-	TRUE	7960	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	7960	7960	7960
NC_001491.2	-	TRUE	99343	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	99343	99343	99343
NC_001491.2	+	TRUE	10348	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	10348	10348	10348
NC_001491.2	-	TRUE	92343	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	92343	92343	92343
NC_001491.2	-	TRUE	68798	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	68798	68798	68798
NC_001491.2	-	TRUE	51962	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	51962	51962	51962
NC_001491.2	-	TRUE	89149	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	89149	89149	89149
NC_001491.2	+	TRUE	61609	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	61609	61609	61609
NC_001491.2	+	TRUE	122399	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	122399	122399	122399
NC_001491.2	-	TRUE	118550	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118550	118550	118550
NC_001491.2	+	TRUE	64729	EHV1_cage_B			RK-13	EHV1_cage_B	5	prime3	64729	64729	64729
NC_001491.2	-	TRUE	73835	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	73835	73835	73835
NC_001491.2	-	TRUE	73857	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	73857	73857	73857
NC_001491.2	+	TRUE	135841	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	135841	135841	135841
NC_001491.2	+	TRUE	128114	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	128114	128114	128114
NC_001491.2	+	TRUE	119432	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	119432	119432	119432
NC_001491.2	+	TRUE	19133	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	19133	19133	19133
NC_001491.2	-	TRUE	118918	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118918	118918	118918
NC_001491.2	+	TRUE	86583	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	86583	86583	86583
NC_001491.2	+	TRUE	13796	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	13796	13796	13796
NC_001491.2	+	TRUE	25777	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	25777	25777	25777
NC_001491.2	+	TRUE	55563	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	55563	55563	55563
NC_001491.2	-	TRUE	65413	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	65413	65413	65413
NC_001491.2	+	TRUE	93572	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	93572	93572	93572
NC_001491.2	+	TRUE	15304	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	15304	15304	15304
NC_001491.2	-	TRUE	117371	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	117371	117371	117371
NC_001491.2	+	TRUE	92845	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	92845	92845	92845
NC_001491.2	+	TRUE	113413	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	113413	113413	113413
NC_001491.2	-	TRUE	124385	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	124385	124385	124385
NC_001491.2	+	TRUE	13806	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	13806	13806	13806
NC_001491.2	+	TRUE	16850	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	16850	16850	16850
NC_001491.2	-	TRUE	10014	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	10014	10014	10014
NC_001491.2	-	TRUE	64222	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	64222	64222	64222
NC_001491.2	+	TRUE	47779	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	47779	47779	47779
NC_001491.2	+	TRUE	55551	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	55551	55551	55551
NC_001491.2	+	TRUE	122214	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	122214	122214	122214
NC_001491.2	+	TRUE	19563	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	19563	19563	19563
NC_001491.2	-	TRUE	68563	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	68563	68563	68563
NC_001491.2	+	TRUE	122407	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	122407	122407	122407
NC_001491.2	+	TRUE	65003	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	65003	65003	65003
NC_001491.2	+	TRUE	91015	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	91015	91015	91015
NC_001491.2	+	TRUE	64701	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	64701	64701	64701
NC_001491.2	-	TRUE	48411	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	48411	48411	48411
NC_001491.2	+	TRUE	15298	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	15298	15298	15298
NC_001491.2	-	TRUE	73992	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	73992	73992	73992
NC_001491.2	+	TRUE	12752	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	12752	12752	12752
NC_001491.2	+	TRUE	77002	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	77002	77002	77002
NC_001491.2	+	TRUE	105303	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	105303	105303	105303
NC_001491.2	-	TRUE	7240	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	7240	7240	7240
NC_001491.2	+	TRUE	133155	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	133155	133155	133155
NC_001491.2	-	TRUE	11270	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	11270	11270	11270
NC_001491.2	+	TRUE	34875	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	34875	34875	34875
NC_001491.2	-	TRUE	75758	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	75758	75758	75758
NC_001491.2	+	TRUE	3025	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	3025	3025	3025
NC_001491.2	-	TRUE	48572	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	48572	48572	48572
NC_001491.2	+	TRUE	135858	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime3	135858	135858	135858
NC_001491.2	+	TRUE	70050	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	70050	70050	70050
NC_001491.2	+	TRUE	91534	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	91534	91534	91534
NC_001491.2	-	TRUE	125069	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	125069	125069	125069
NC_001491.2	-	TRUE	47077	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime3	47077	47077	47077
NC_001491.2	-	TRUE	55094	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	55094	55094	55094
NC_001491.2	+	TRUE	81289	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	81289	81289	81289
NC_001491.2	+	TRUE	136388	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	136388	136388	136388
NC_001491.2	+	TRUE	2966	EHV1_cage_B			RK-13	EHV1_cage_B	6	prime3	2966	2966	2966
NC_001491.2	-	TRUE	108050	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	108050	108050	108050
NC_001491.2	+	TRUE	130763	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	130763	130763	130763
NC_001491.2	-	TRUE	65323	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	65323	65323	65323
NC_001491.2	-	TRUE	47950	EHV1_cage_B			RK-13	EHV1_cage_B	7	prime3	47950	47950	47950
NC_001491.2	+	TRUE	134594	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	134594	134594	134594
NC_001491.2	-	TRUE	97813	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	97813	97813	97813
NC_001491.2	+	TRUE	41728	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	41728	41728	41728
NC_001491.2	-	TRUE	125042	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	125042	125042	125042
NC_001491.2	-	TRUE	118569	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	118569	118569	118569
NC_001491.2	-	TRUE	69806	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	69806	69806	69806
NC_001491.2	-	TRUE	126061	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	126061	126061	126061
NC_001491.2	-	TRUE	102157	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	102157	102157	102157
NC_001491.2	-	TRUE	108092	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	108092	108092	108092
NC_001491.2	+	TRUE	70046	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	70046	70046	70046
NC_001491.2	+	TRUE	81263	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	81263	81263	81263
NC_001491.2	+	TRUE	70256	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	70256	70256	70256
NC_001491.2	+	TRUE	12751	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	12751	12751	12751
NC_001491.2	-	TRUE	61522	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	61522	61522	61522
NC_001491.2	+	TRUE	56085	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	56085	56085	56085
NC_001491.2	+	TRUE	1553	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	1553	1553	1553
NC_001491.2	-	TRUE	28315	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	28315	28315	28315
NC_001491.2	-	TRUE	124672	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	124672	124672	124672
NC_001491.2	+	TRUE	96732	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	96732	96732	96732
NC_001491.2	-	TRUE	9272	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	9272	9272	9272
NC_001491.2	+	TRUE	129669	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	129669	129669	129669
NC_001491.2	+	TRUE	19759	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	19759	19759	19759
NC_001491.2	+	TRUE	45587	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	45587	45587	45587
NC_001491.2	+	TRUE	136771	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	136771	136771	136771
NC_001491.2	+	TRUE	78987	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	78987	78987	78987
NC_001491.2	+	TRUE	10378	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	10378	10378	10378
NC_001491.2	-	TRUE	47991	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	47991	47991	47991
NC_001491.2	+	TRUE	45599	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	45599	45599	45599
NC_001491.2	+	TRUE	135877	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime3	135877	135877	135877
NC_001491.2	+	TRUE	76953	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	76953	76953	76953
NC_001491.2	+	TRUE	36075	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime3	36075	36075	36075
NC_001491.2	-	TRUE	8531	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime3	8531	8531	8531
