gene	Kinetic_class	cluster	EHV-1_1h_1	EHV-1_1h_2	EHV-1_1h_3	EHV-1_2h_1	EHV-1_2h_2	EHV-1_2h_3	EHV-1_4h_1	EHV-1_4h_2	EHV-1_4h_3	EHV-1_6h_1	EHV-1_6h_2	EHV-1_6h_3	EHV-1_8h_1	EHV-1_8h_2	EHV-1_8h_3	EHV-1_12h_1	EHV-1_12h_2	EHV-1_12h_3	EHV-1_18h_1	EHV-1_18h_2	EHV-1_18h_3	EHV-1_24h_1	EHV-1_24h_2	EHV-1_24h_3	EHV-1_48h_1	EHV-1_48h_2
ORF11	L	cluster_2	0	0	0	0.00050709939148073	0.00131319763624425	0.00151400454201363	0.000543478260869565	0.00132042253521127	0.000697350069735007	0.00353900600092322	0.00408964501881237	0.00421083200232322	0.00850689351716046	0.00911838532862046	0.00819378526014149	0.00628930817610063	0.00539673937587499	0.00541907514450867	0.00179539791880405	0.00223886564140835	0.00230049893938036	0.00254906383938642	0.00192876430500193	0.0018968787722021	0.0027735225348706	0.00263212103179144
ORF12	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0829942039709e-05	0	0	1.83203869265719e-05	0	0	0.000135348522445297	0.000192876430500193	0.000103466114847387	9.67507861001371e-05	2.28880089720995e-05
ORF13	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0.000513347022587269	0.00035858818708058	0.000402973045580729	0.00192687137748181	0.0015806349636454	0.00137734826589595	0.000494650447017441	0.000319837948772622	0.000418272534432793	0.00466952402436273	0.00453259611675453	0.00362131401965856	0.00193501572200274	0.00185392872674006
ORF14	L	cluster_2	0	0	0	0.00101419878296146	0.00196979645436638	0.000757002271006813	0.00271739130434783	0.00132042253521127	0.000348675034867504	0.000692414217571934	0.000899721904138721	0.000871206621170321	0.00638017013787034	0.00624967983197582	0.00595504611802633	0.00377666789986435	0.0030709479293682	0.00334176300578035	0.000806097024769163	0.000799594871931555	0.000717038630456216	0.00178208887886307	0.00151086537225151	0.00120710467321952	0.00120938482625171	0.00107573642168868
ORF15	unknown	cluster_5	0	0	0	0	0	0	0	0	0	0.000230804739190645	0.000163585800752495	7.26005517641934e-05	0.00117336462305661	0.000922083909635777	0.000805946091161458	0.0619990134418547	0.0629092715530868	0.0617548771676301	0.085116517660853	0.0906740584770383	0.0875683427444654	0.10401533949921	0.106628519994857	0.109605104328332	0.0464887527211159	0.0461880021056968
ORF16	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12268838686543e-05	0.000179099131369213	0.0133956098162535	0.0110418642460371	0.0112220014450867	0.00650373735893302	0.00780937658253152	0.00755878222939261	0.02964132641552	0.0303458917320303	0.0289360234523194	0.0172700153188745	0.0157240621638324
ORF17	L	cluster_3	0	0	0	0.00202839756592292	0.00328299409061064	0.00302800908402725	0.000543478260869565	0.000880281690140845	0.000697350069735007	0.000384674565317741	8.17929003762474e-05	0.00021780165529258	7.33352889410384e-05	0.000307361303211926	0.000537297394107639	0.00030829942039709	0.000270965993767782	0.000451589595375723	0.000146563095412575	0.000133265811988592	5.97532192046847e-05	0.000112790435371081	9.64382152500964e-05	6.89774098982583e-05	3.2250262033379e-05	6.86640269162986e-05
ORF18	L	cluster_2	0	0	0	0.0157200811359026	0.00853578463558766	0.00832702498107494	0.0114130434782609	0.00924295774647887	0.0146443514644351	0.00646253269733805	0.00768853263536725	0.00733265572818353	0.0225872689938398	0.0283796936632345	0.0280290140592818	0.015045011715378	0.0145418416655376	0.0163249638728324	0.00214348527040891	0.0017324555558517	0.00170296674733351	0.00207534401082788	0.0018966182332519	0.00227625452664252	0.0023058937353866	0.00235746492412625
ORF19	L	cluster_1	0	0	0	0	0	0	0.000543478260869565	0.000440140845070423	0.00139470013947001	0.000846284043699031	0.000817929003762473	0.00101640772469871	0.00132003520093869	0.00194662158700886	0.00107459478821528	0.000924898261191269	0.000632253985458158	0.000790281791907515	0.000164883482339147	0.000106612649590874	0.000268889486421081	0.000180464696593729	0.000192876430500193	0.000310398344542163	0.000241876965250343	0.000274656107665194
ORF20	E	cluster_1	0	0	0	0.0218052738336714	0.03086014445174	0.0272520817562453	0.0195652173913044	0.0224471830985916	0.0195258019525802	0.00977073395907063	0.0107966628496646	0.0099462755916945	0.0156204165444412	0.015265611392859	0.017417390525656	0.00878653348131705	0.00873865329901098	0.00925758670520231	0.00241829107430749	0.00191902769263573	0.00209136267216396	0.0019625535754568	0.00208949466375209	0.00231074323159165	0.00243489478352012	0.00240324094207045
ORF21	E	cluster_1	0	0	0	0.0106490872210953	0.00525279054497702	0.0060560181680545	0.00543478260869565	0.00572183098591549	0.00557880055788006	0.000769349130635482	0.000981514804514968	0.000363002758820967	0.00352009386916984	0.0048153270836535	0.00362675741022656	0.00332963374028857	0.00264191843923588	0.00320628612716763	0.000311446577751722	0.000453103760761214	8.9629828807027e-05	0.00081209113467178	0.000578629291500579	0.000620796689084325	0.000499879061517375	0.000411984161497791
ORF22	L	cluster_2	0	0	0	0.00152129817444219	0.00262639527248851	0.00378501135503407	0.00326086956521739	0.00572183098591549	0.00662482566248257	0.00346207108785967	0.00278095861279241	0.00421083200232322	0.0085802288061015	0.00927206598022642	0.00940270439688367	0.00940313232211123	0.00939348778394978	0.00867052023121387	0.00478162098783526	0.00517071350515739	0.0048698873651818	0.00888788630724115	0.0082936865115083	0.009346439041214	0.00682093042005966	0.00711817079032295
ORF23	L	cluster_2	0	0	0	0.00101419878296146	0.000656598818122127	0	0	0	0	0.000230804739190645	0.000327171601504989	0.00021780165529258	0.00176004693458492	0.00163926028379694	0.00219396435927286	0.00143359230484647	0.0014903129657228	0.00144508670520231	0.000238165030045435	0.000426450598363496	0.000358519315228108	0.00151139183397248	0.00157515751575158	0.00117261596827039	0.00104813351608482	0.00102996040374448
ORF24	L	cluster_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013432434852691	0.00013873473917869	9.03219979225941e-05	9.03179190751445e-05	0	0	0	4.51161741484322e-05	3.21460717500321e-05	3.44887049491292e-05	0	0
ORF25	L	cluster_2	0	0.2	0.333333333333333	0.00050709939148073	0.00131319763624425	0.000757002271006813	0.00108695652173913	0.000880281690140845	0.000348675034867504	0.0434682258809048	0.0454768526091935	0.0491505735443589	0.13068348489293	0.115158034936735	0.0966239813736903	0.163275373042299	0.183105270288579	0.170429913294798	0.143723435438956	0.14907113729044	0.150189716470975	0.153349875930521	0.155297672624405	0.158613554061045	0.144448923647505	0.131857819688265
ORF26	L	cluster_2	0	0	0	0	0	0.000757002271006813	0	0	0	0.00192337282658871	0.0015540651071487	0.000726005517641934	0.0028600762687005	0.00312483991598791	0.00443270350138802	0.00226600073991861	0.00194192295533577	0.00198699421965318	0.000696174703209732	0.000826248034329273	0.000328642705625766	0.000451161741484322	0.000546483219750547	0.000655285394033454	0.000757881157784407	0.000869744340939782
ORF27	L	cluster_5	0	0	0	0	0	0	0	0.000440140845070423	0	7.69349130635482e-05	0	0	7.33352889410384e-05	0	4.47747828423032e-05	0.000107904797138981	0.000180643995845188	0.000112897398843931	5.49611607797157e-05	2.66531623977185e-05	5.97532192046847e-05	0.000135348522445297	0.000160730358750161	0.000137954819796517	3.2250262033379e-05	0.000137328053832597
ORF28	L	cluster_2	0	0	0	0	0	0	0	0	0	0	0	0	0.000146670577882077	5.12268838686543e-05	4.47747828423032e-05	7.70748550992724e-05	2.25804994806485e-05	9.03179190751445e-05	0	0	0	4.51161741484322e-05	0	0	1.61251310166895e-05	0
ORF29	L	cluster_2	0	0	0	0.00050709939148073	0.00131319763624425	0.000757002271006813	0.00271739130434783	0.0039612676056338	0.00523012552301255	0.0160793968302816	0.0138230001635858	0.01575431973283	0.0293341155764154	0.0297628195276881	0.0247604549117937	0.0169410531508201	0.0172063406042542	0.0163701228323699	0.00549611607797157	0.00514406034275967	0.00567655582444504	0.00737649447326867	0.00700784364150701	0.00751853767891016	0.00295089897605418	0.00240324094207045
ORF30	E	cluster_3	0	0	0	0.0192697768762677	0.0196979645436638	0.0166540499621499	0.00923913043478261	0.00792253521126761	0.0097629009762901	0.000384674565317741	8.17929003762474e-05	0.000363002758820967	0.000293341155764154	0.000153680651605963	0.000447747828423032	0.000200394623258108	0.000135482996883891	0.000225794797687861	1.83203869265719e-05	2.66531623977185e-05	0	2.25580870742161e-05	6.42921435000643e-05	3.44887049491292e-05	3.2250262033379e-05	2.28880089720995e-05
ORF31	E	cluster_1	0	0	0	0.0689655172413793	0.0695994747209455	0.0620741862225587	0.0652173913043478	0.0827464788732394	0.0707810320781032	0.00661640252346515	0.00646163912972354	0.00733265572818353	0.0222205925491346	0.0195174427539573	0.019790454016298	0.0154303859908743	0.0138418461816375	0.0120800216763006	0.00139234940641946	0.00125269863269277	0.00089629828807027	0.00399278141213625	0.00356821396425357	0.00382824624935334	0.00198339111505281	0.00171660067290746
ORF32	E	cluster_5	0	0	0	0	0	0	0	0.000440140845070423	0	0	0	0	7.33352889410384e-05	0.000102453767737309	8.95495656846064e-05	9.24898261191269e-05	6.77414984419455e-05	6.77384393063584e-05	0	0	2.98766096023423e-05	0	6.42921435000643e-05	0	1.61251310166895e-05	0
ORF33	L	cluster_2	0	0	0	0	0	0	0	0	0	7.69349130635482e-05	0.000245378701128742	0	0.00315341742446465	0.00210030223861483	0.00313423479896123	0.00522567517573067	0.00361287991690376	0.00462879335260116	0.000732815477062876	0.00119939230789733	0.000657285411251531	0.00491766298217911	0.0054969782692555	0.00517330574236937	0.00330565185842135	0.00288388913048454
ORF34	unknown	cluster_1	0	0	0	0.100912778904665	0.0991464215364412	0.10219530658592	0.0657608695652174	0.0625	0.0697350069735007	0.0517002615787044	0.0454768526091935	0.0538696094090315	0.0734086242299795	0.072895855745095	0.0771469508372884	0.0487113084227402	0.0458384139457165	0.0478459176300578	0.0195661732375788	0.0203896692342546	0.0205252307968092	0.0157004286036544	0.0149157772920149	0.0165200896706329	0.0154156252519552	0.015403630038223
ORF35.5	L	cluster_2	0	0	0	0.00050709939148073	0	0.000757002271006813	0.000543478260869565	0.00308098591549296	0.00139470013947001	0.00746268656716418	0.00842466873875348	0.0076956584870045	0.026620709885597	0.0251011730956406	0.0274917166651742	0.0284097915895918	0.0285417513435397	0.0275921242774567	0.0199692217499634	0.0203896692342546	0.020077081652774	0.0357094518384841	0.0379002185932879	0.0377306432143473	0.0178021446424252	0.0178297589892655
ORF35	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25804994806485e-05	6.77384393063584e-05	1.83203869265719e-05	0	0	4.51161741484322e-05	0.000160730358750161	0.000103466114847387	4.83753930500685e-05	6.86640269162986e-05
ORF36	L	cluster_2	0	0	0	0.00050709939148073	0	0	0.00108695652173913	0.00176056338028169	0.000697350069735007	0.00123095860901677	0.00122689350564371	0.000943807172934514	0.00315341742446465	0.0035858818708058	0.00322378436464583	0.00289801455173264	0.00316126992729079	0.00291275289017341	0.00100762128096145	0.000799594871931555	0.000985928116877297	0.00187232122715994	0.00183232608975183	0.00155199172271081	0.00119325969523502	0.00096129637682818
ORF37	L	cluster_1	0	0	0	0.00050709939148073	0.000656598818122127	0	0.00108695652173913	0.000440140845070423	0.00104602510460251	0.00115402369595322	0.000736136103386226	0.00116160882822709	0.000806688178351423	0.00128067209671636	0.000985045222530671	0.00030829942039709	0.000383868491171025	0.000316112716763006	0.000183203869265719	0.000106612649590874	5.97532192046847e-05	0.000112790435371081	0.000160730358750161	6.89774098982583e-05	0.000193501572200274	9.15520358883981e-05
ORF38	L	cluster_1	0	0	0	0.00304259634888438	0.00262639527248851	0.00454201362604088	0.00543478260869565	0.00528169014084507	0.00418410041841004	0.00176950300046161	0.00171765090790119	0.00166981269057645	0.00462012320328542	0.00389324317401772	0.00577594698665712	0.00283635466765322	0.00225804994806485	0.00234826589595376	0.000476330060090869	0.000506410085556651	0.000627408801649189	0.000270697044890593	0.000353606789250354	0.00041386445938955	0.000306377489317101	0.000343320134581493
ORF39	L	cluster_2	0	0	0	0	0	0	0	0	0	0	8.17929003762474e-05	0.000145201103528387	0.00198005280140804	0.00153680651605963	0.00147756783379601	0.00232766062399803	0.00187418145689383	0.0017837789017341	0.000183203869265719	0.000239878461579466	8.9629828807027e-05	0.000563952176855403	0.000675067506750675	0.000586307984135196	0.000306377489317101	0.000205992080748896
CTO	unknown	cluster_2	0	0	0	0.0050709939148073	0.000656598818122127	0.0060560181680545	0.00706521739130435	0.00484154929577465	0.00453277545327755	0.010386213263579	0.00997873384590218	0.00972847393640192	0.0269873863303021	0.0272527022181241	0.0259245992656936	0.029766309039339	0.0327191437474597	0.0332821531791908	0.0175326102887293	0.0117806977797916	0.0139225000746915	0.0159034513873224	0.0146264626462646	0.0158992929815485	0.0161896315407563	0.0181273031059028
ORF40	L	cluster_2	0	0	0	0	0	0	0	0.000440140845070423	0.000348675034867504	0.000923218956762579	0.0013904793063962	0.0010890082764629	0.00374009973599296	0.00266379796117002	0.00299991045043432	0.00254347021827599	0.00273224043715847	0.00277727601156069	0.000861058185548879	0.000692982222340681	0.00101580472647964	0.00130836905030453	0.000996528224250996	0.001069149853423	0.000596629847617512	0.000915520358883981
ORF41	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95495656846064e-05	6.16598840794179e-05	0	4.51589595375723e-05	0	0	0	0.000157906609519513	0.000160730358750161	0.000172443524745646	6.4500524066758e-05	2.28880089720995e-05
ORF42	L	cluster_2	0	0	0	0	0	0.00151400454201363	0	0	0	0	8.17929003762474e-05	7.26005517641934e-05	0.00227339395717219	0.00297115926438195	0.00304468523327662	0.0056881243063263	0.00458384139457165	0.00453847543352601	0.0005862523816503	0.000666329059942962	0.0007767918496609	0.0054590570719603	0.00610775363250611	0.00506983962752199	0.00243489478352012	0.00222013687029365
ORF43	L	cluster_2	0	0	0	0	0.00196979645436638	0	0.0016304347826087	0.00176056338028169	0.00139470013947001	0.00230804739190645	0.00351709471617864	0.00319442427762451	0.0136403637430331	0.0117821832897905	0.0125369391958449	0.0171876926871377	0.0148579686582667	0.0158959537572254	0.00729151399677561	0.00738292598416802	0.00726001613336918	0.0129483419806	0.0128584287000129	0.014416278668736	0.0123034749657341	0.0126799569705431
ORF44	L	cluster_2	0	0	0	0	0	0	0	0	0	7.69349130635482e-05	0	0	0.000146670577882077	0.00035858818708058	0.00013432434852691	0.000277469478357381	0.000248385494287134	0.00029353323699422	7.32815477062876e-05	7.99594871931555e-05	2.98766096023423e-05	0.000248138957816377	0.000385752861000386	0.000241420934643904	9.67507861001371e-05	0
ORF46	L	cluster_2	0	0	0	0.00050709939148073	0	0.000757002271006813	0	0.000440140845070423	0	0.000923218956762579	0.000408964501881237	0.000508203862349354	0.00388677031387504	0.00322729368372522	0.00353720784454195	0.00494820569737329	0.00417739240391998	0.00451589595375723	0.00166715521031804	0.00213225299181748	0.00173284335693585	0.00272952853598015	0.00308602288800309	0.00289705121572685	0.00374103039587197	0.00384518550731272
ORF48	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	7.33352889410384e-05	0.000153680651605963	0.00013432434852691	0.000847823406091997	0.000474190489093619	0.000429010115606936	0.000128242708486003	0.000186572136784029	0.000149383048011712	0.000902323482968644	0.000578629291500579	0.000689774098982583	0.000387003144400548	0.000526424206358289
ORF49	L	cluster_1	0	0	0	0.00050709939148073	0	0	0.000543478260869565	0	0	0	0.000245378701128742	7.26005517641934e-05	0.000513347022587269	0.000102453767737309	0.000313423479896123	0.000416204217536071	0.000270965993767782	0.000338692196531792	1.83203869265719e-05	7.99594871931555e-05	2.98766096023423e-05	0.000180464696593729	0.000257168574000257	0.000172443524745646	8.06256550834476e-05	0.000137328053832597
ORF50	L	cluster_1	0	0	0	0.00152129817444219	0.00262639527248851	0.00151400454201363	0.00271739130434783	0.00264084507042254	0.00244072524407252	0.00107708878288968	0.00122689350564371	0.000726005517641934	0.00198005280140804	0.00163926028379694	0.00179099131369213	0.0012177827105685	0.000993541977148534	0.00128703034682081	0.000146563095412575	0.000186572136784029	0.000209136267216396	0.000338371306113242	0.000289314645750289	0.000482841869287808	0.000290252358300411	0.000183104071776796
ORF51	E	cluster_1	0	0	0	0.00050709939148073	0.000656598818122127	0	0.0016304347826087	0.000880281690140845	0.00139470013947001	0.00153869826127096	0.00220840831015868	0.00188761434586903	0.00220005866823115	0.000870857025767123	0.000447747828423032	0.000616598840794179	0.000677414984419455	0.000564486994219653	0.0005862523816503	0.000799594871931555	0.000478025753637477	0.000293255131964809	0.000225022502250225	0.000275909639593033	0.000693380633717649	0.000526424206358289
ORF52	L	cluster_5	0	0	0	0	0	0	0	0	0	0.000230804739190645	0.000163585800752495	0.000290402207056774	0.00154004106776181	0.0012294452128477	0.00174621653084983	0.00590393390060427	0.00629995935510094	0.00607388005780347	0.00705334896673018	0.00684986273621365	0.00737952257177856	0.0189713512294157	0.0194805194805195	0.0202448698051388	0.0217850520035475	0.0236433132681788
ORF53	E	cluster_3	0	0	0	0.0126774847870183	0.0118187787261983	0.00681302043906132	0.00108695652173913	0.00220070422535211	0.00104602510460251	0	8.17929003762474e-05	0	7.33352889410384e-05	0.000307361303211926	0.000179099131369213	0.000369959304476508	0.000180643995845188	0.000135476878612717	0	5.3306324795437e-05	2.98766096023423e-05	0.000112790435371081	0.000128584287000129	0.000103466114847387	0.000129001048133516	9.15520358883981e-05
ORF54	E	cluster_5	0	0	0	0	0	0	0	0	0	0	0.000163585800752495	0.000145201103528387	0.000586682311528307	0.000563495722555197	0.000805946091161458	0.00778456036502651	0.00699995483900104	0.00821893063583815	0.0125128242708486	0.0119406167541779	0.011173851991276	0.0578163771712159	0.0546161759033046	0.0534230039662011	0.0564057082963799	0.0489574511913209
ORF57	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12268838686543e-05	4.47747828423032e-05	6.16598840794179e-05	4.5160998961297e-05	4.51589595375723e-05	1.83203869265719e-05	7.99594871931555e-05	0	0.000338371306113242	9.64382152500964e-05	0.000172443524745646	0.000209626703216964	0.000251768098693095
ORF58	L	cluster_2	0	0	0	0	0	0	0	0	0	0.000615479304508386	0.000490757402257484	0.000508203862349354	0.00249339982399531	0.00312483991598791	0.00295513566759201	0.00487113084227402	0.00435803639976516	0.00514812138728324	0.00260149494357321	0.00279858205176044	0.00343581010426937	0.00331603879990977	0.00263597788350264	0.00324193826521814	0.00401515762315569	0.00407406559703371
ORF59	L	cluster_5	0	0	0	0	0	0	0	0.000440140845070423	0	0.000153869826127096	0.000245378701128742	0.000145201103528387	0.000220005866823115	0.000204907535474617	0.000179099131369213	0.000169564681218399	0.000112902497403243	0.000135476878612717	0.000164883482339147	0.000106612649590874	0.000179259657614054	0.000135348522445297	9.64382152500964e-05	6.89774098982583e-05	0.000129001048133516	0.000274656107665194
ORF60	L	cluster_5	0	0	0	0	0.000656598818122127	0	0	0	0	0.000153869826127096	0.000245378701128742	7.26005517641934e-05	0.00183338222352596	0.00194662158700886	0.00111936957105758	0.019916142557652	0.0210676060154451	0.0192602962427746	0.00989300894034882	0.00930195367680375	0.00920199575752144	0.0250394766523799	0.0241416998842741	0.0252457320227625	0.0204144158671289	0.0206678721018059
ORF61	E	cluster_1	0	0	0	0.0157200811359026	0.00853578463558766	0.0166540499621499	0.0179347826086957	0.0202464788732394	0.0108089260808926	0.00246191721803354	0.0031081302142974	0.00261361986351096	0.00550014667057788	0.00573741099328928	0.00523864959254948	0.00402330743618202	0.00392900690963284	0.0037481936416185	0.000622893155503444	0.000479756923158933	0.000448149144035135	0.00128581096323032	0.0009000900090009	0.00110363855837213	0.000774006288801096	0.000640864251218786
ORF62	L	cluster_2	0	0	0	0	0	0	0	0.000440140845070423	0.000348675034867504	0.000692414217571934	0.000817929003762473	0.000798606069406128	0.00674684658257554	0.00640336048358178	0.00497000089549566	0.0124398816130226	0.0107031567538274	0.0108155708092486	0.00272973765205921	0.00290519470135132	0.00328642705625766	0.0137604331152718	0.0138549569242639	0.0125193998965339	0.00949770216883012	0.0095214117323934
ORF63	E	cluster_3	0	0	0	0.0775862068965517	0.0820748522652659	0.0741862225586677	0.0380434782608696	0.0360915492957747	0.0331241283124128	0.00269272195722419	0.00318992311467365	0.00261361986351096	0.00212672337929011	0.00261257107730137	0.00223873914211516	0.000863238377111851	0.000745156482861401	0.00124187138728324	7.32815477062876e-05	0.000133265811988592	0.000149383048011712	6.76742612226483e-05	0.000225022502250225	0.000103466114847387	0.000129001048133516	0.000114440044860498
ORF64_1	IE	cluster_1	0	0	0	0	0	0.00227100681302044	0.00271739130434783	0	0.000348675034867504	0	8.17929003762474e-05	0	0.000146670577882077	0.000153680651605963	0.0014327930509537	4.62449130595635e-05	0.000361287991690376	0.000496748554913295	0	0	0	0	0	0	0	0
NOIR_1	unknown	cluster_5	0	0	0	0	0	0	0.000543478260869565	0.000440140845070423	0	0.000230804739190645	0	0.000145201103528387	0	0	0	3.0829942039709e-05	6.77414984419455e-05	6.77384393063584e-05	3.66407738531438e-05	7.99594871931555e-05	5.97532192046847e-05	6.76742612226483e-05	6.42921435000643e-05	6.89774098982583e-05	9.67507861001371e-05	9.15520358883981e-05
ORF65_1	E	cluster_4	0.285714285714286	0	0	0.150608519269777	0.137885751805647	0.140802422407267	0.129347826086957	0.101232394366197	0.110878661087866	0.0252346514848438	0.0240471127106167	0.0196021489763322	0.021047227926078	0.0156754264638082	0.0228351392495746	0.00615057343692194	0.00844510680576254	0.00792539739884393	0.00067785431628316	0.000266531623977185	0.000328642705625766	0.000360929393187458	0.00045004500450045	0.000206932229694775	0.000274127227283722	0.000434872170469891
ORF66_1	unknown	cluster_2	0	0	0	0	0	0.000757002271006813	0	0	0.000348675034867504	0.00169256808739806	0.000981514804514968	0.00152461158704806	0.00242006453505427	0.00210030223861483	0.00214918957643055	0.000832408435072142	0.00124192747143567	0.00142250722543353	0.000238165030045435	5.3306324795437e-05	0.000298766096023423	0.000112790435371081	0.000192876430500193	0.000241420934643904	4.83753930500685e-05	4.5776017944199e-05
ORF67_1	L	cluster_4	0.285714285714286	0.1	0	0.105983772819473	0.11096520026264	0.111279333838002	0.0326086956521739	0.0382922535211268	0.0397489539748954	0.0192337282658871	0.0157860297726157	0.0140119064904893	0.0310941625110003	0.0379078940628042	0.0627742455449091	0.0214268097175977	0.0189450390642641	0.0229181719653179	0.00417704821925839	0.0031717263253285	0.00298766096023423	0.00297766749379653	0.00266812395525267	0.00303500603552337	0.00604692413125857	0.00775903504154174
ORF68	L	cluster_2	0	0	0	0	0	0	0	0	0	7.69349130635482e-05	8.17929003762474e-05	7.26005517641934e-05	0.00117336462305661	0.000614722606423851	0.0013432434852691	0.00110987791342952	0.00189676195637447	0.00164830202312139	0.000219844643118863	7.99594871931555e-05	0.000119506438409369	0.000248138957816377	0.000257168574000257	0.000275909639593033	0.000145126179150206	0.000160216062804697
