gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	best_label	labels	rep	rep_gene
ORF17	L	18h	18	RK-13	NC_001491.2	-	54584	EHV-1_18h_1	RK-13_18h	0.000164883482339147	0.000119300837844141	5.39384689606751e-05	0.452121459793452	4.55826444950056e-05	FALSE	NA	1	1	1	ORF17::1
ORF17	L	18h	18	RK-13	NC_001491.2	-	37519	EHV-1_18h_2	RK-13_18h	0.000133265811988592	0.000119300837844141	5.39384689606751e-05	0.452121459793452	1.39649741444511e-05	FALSE	NA	1	1	2	ORF17::2
ORF17	L	18h	18	RK-13	NC_001491.2	-	33471	EHV-1_18h_3	RK-13_18h	5.97532192046847e-05	0.000119300837844141	5.39384689606751e-05	0.452121459793452	5.95476186394567e-05	TRUE	3	1	1	3	ORF17::3
ORF17	L	24h	24	RK-13	NC_001491.2	-	44330	EHV-1_24h_1	RK-13_24h	0.000112790435371081	0.0001141660680065	4.5891940246798e-05	0.401975307095495	1.37563263541933e-06	FALSE	NA	1	1	1	ORF17::1
ORF17	L	24h	24	RK-13	NC_001491.2	-	31108	EHV-1_24h_2	RK-13_24h	0.000160730358750161	0.0001141660680065	4.5891940246798e-05	0.401975307095495	4.65642907436609e-05	TRUE	2	1	1	2	ORF17::2
ORF17	L	24h	24	RK-13	NC_001491.2	-	28995	EHV-1_24h_3	RK-13_24h	6.89774098982583e-05	0.0001141660680065	4.5891940246798e-05	0.401975307095495	4.51886581082415e-05	FALSE	NA	1	1	3	ORF17::3
ORF17	L	48h	48	RK-13	NC_001491.2	-	62015	EHV-1_48h_1	RK-13_48h	3.2250262033379e-05	4.88967689646255e-05	5.90081402153737e-05	1.20679017172	1.66465069312465e-05	FALSE	NA	1	1	1	ORF17::1
ORF17	L	48h	48	RK-13	NC_001491.2	-	43691	EHV-1_48h_2	RK-13_48h	0.000114440044860498	4.88967689646255e-05	5.90081402153737e-05	1.20679017172	6.55432758958721e-05	TRUE	2	1	1	2	ORF17::2
ORF17	L	48h	48	RK-13	NC_001491.2	-	27302	EHV-1_48h_3	RK-13_48h	0	4.88967689646255e-05	5.90081402153737e-05	1.20679017172	4.88967689646255e-05	FALSE	NA	1	1	3	ORF17::3
ORF18	L	1h	1	RK-13	NC_001491.2	-	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	2	2	1	ORF18::1
ORF18	L	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	2	2	2	ORF18::2
ORF18	L	1h	1	RK-13	NC_001491.2	-	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	2	2	3	ORF18::3
ORF18	L	2h	2	RK-13	NC_001491.2	-	1972	EHV-1_2h_1	RK-13_2h	0.0157200811359026	0.0110798298568958	0.00404180161200222	0.364789140646118	0.00464025127900685	TRUE	1	2	2	1	ORF18::1
ORF18	L	2h	2	RK-13	NC_001491.2	-	1523	EHV-1_2h_2	RK-13_2h	0.00919238345370978	0.0110798298568958	0.00404180161200222	0.364789140646118	0.001887446403186	FALSE	NA	2	2	2	ORF18::2
ORF18	L	2h	2	RK-13	NC_001491.2	-	1321	EHV-1_2h_3	RK-13_2h	0.00832702498107494	0.0110798298568958	0.00404180161200222	0.364789140646118	0.00275280487582084	FALSE	NA	2	2	3	ORF18::3
ORF18	L	4h	4	RK-13	NC_001491.2	-	1840	EHV-1_4h_1	RK-13_4h	0.0114130434782609	0.011766784229725	0.00271801635637631	0.230990583604833	0.000353740751464094	FALSE	NA	2	2	1	ORF18::1
ORF18	L	4h	4	RK-13	NC_001491.2	-	2272	EHV-1_4h_2	RK-13_4h	0.00924295774647887	0.011766784229725	0.00271801635637631	0.230990583604833	0.00252382648324609	FALSE	NA	2	2	2	ORF18::2
ORF18	L	4h	4	RK-13	NC_001491.2	-	2868	EHV-1_4h_3	RK-13_4h	0.0146443514644351	0.011766784229725	0.00271801635637631	0.230990583604833	0.00287756723471018	TRUE	3	2	2	3	ORF18::3
ORF18	L	6h	6	RK-13	NC_001491.2	-	12998	EHV-1_6h_1	RK-13_6h	0.00646253269733805	0.00716124035362961	0.000630718942942889	0.0880739804555247	0.00069870765629156	TRUE	1	2	2	1	ORF18::1
ORF18	L	6h	6	RK-13	NC_001491.2	-	12226	EHV-1_6h_2	RK-13_6h	0.00768853263536725	0.00716124035362961	0.000630718942942889	0.0880739804555247	0.000527292281737638	FALSE	NA	2	2	2	ORF18::2
ORF18	L	6h	6	RK-13	NC_001491.2	-	13774	EHV-1_6h_3	RK-13_6h	0.00733265572818353	0.00716124035362961	0.000630718942942889	0.0880739804555247	0.000171415374553922	FALSE	NA	2	2	3	ORF18::3
ORF18	L	8h	8	RK-13	NC_001491.2	-	13636	EHV-1_8h_1	RK-13_8h	0.0225872689938398	0.0263490678667416	0.00326400525066396	0.123875549115112	0.00376179887290175	TRUE	1	2	2	1	ORF18::1
ORF18	L	8h	8	RK-13	NC_001491.2	-	19521	EHV-1_8h_2	RK-13_8h	0.0284309205471031	0.0263490678667416	0.00326400525066396	0.123875549115112	0.00208185268036153	FALSE	NA	2	2	2	ORF18::2
ORF18	L	8h	8	RK-13	NC_001491.2	-	22334	EHV-1_8h_3	RK-13_8h	0.0280290140592818	0.0263490678667416	0.00326400525066396	0.123875549115112	0.00167994619254022	FALSE	NA	2	2	3	ORF18::3
ORF18	L	12h	12	RK-13	NC_001491.2	-	64872	EHV-1_12h_1	RK-13_12h	0.0151066715994574	0.0153395457056923	0.000914085911945783	0.059590155372501	0.000232874106234888	FALSE	NA	2	2	1	ORF18::1
ORF18	L	12h	12	RK-13	NC_001491.2	-	44286	EHV-1_12h_2	RK-13_12h	0.0145644221650183	0.0153395457056923	0.000914085911945783	0.059590155372501	0.000775123540673989	FALSE	NA	2	2	2	ORF18::2
ORF18	L	12h	12	RK-13	NC_001491.2	-	44288	EHV-1_12h_3	RK-13_12h	0.0163475433526012	0.0153395457056923	0.000914085911945783	0.059590155372501	0.00100799764690888	TRUE	3	2	2	3	ORF18::3
ORF18	L	18h	18	RK-13	NC_001491.2	-	54584	EHV-1_18h_1	RK-13_18h	0.00214348527040891	0.00188843798506551	0.000220884808439444	0.116966937853552	0.000255047285343401	TRUE	1	2	2	1	ORF18::1
ORF18	L	18h	18	RK-13	NC_001491.2	-	37519	EHV-1_18h_2	RK-13_18h	0.00175910871824942	0.00188843798506551	0.000220884808439444	0.116966937853552	0.000129329266816089	FALSE	NA	2	2	2	ORF18::2
ORF18	L	18h	18	RK-13	NC_001491.2	-	33471	EHV-1_18h_3	RK-13_18h	0.0017627199665382	0.00188843798506551	0.000220884808439444	0.116966937853552	0.000125718018527312	FALSE	NA	2	2	3	ORF18::3
ORF18	L	24h	24	RK-13	NC_001491.2	-	44330	EHV-1_24h_1	RK-13_24h	0.0020979020979021	0.00209025828593217	0.000189933540247418	0.0908660625941328	7.64381196992478e-06	FALSE	NA	2	2	1	ORF18::1
ORF18	L	24h	24	RK-13	NC_001491.2	-	31108	EHV-1_24h_2	RK-13_24h	0.0018966182332519	0.00209025828593217	0.000189933540247418	0.0908660625941328	0.000193640052680277	TRUE	2	2	2	2	ORF18::2
ORF18	L	24h	24	RK-13	NC_001491.2	-	28995	EHV-1_24h_3	RK-13_24h	0.00227625452664252	0.00209025828593217	0.000189933540247418	0.0908660625941328	0.000185996240710351	FALSE	NA	2	2	3	ORF18::3
ORF18	L	48h	48	RK-13	NC_001491.2	-	62015	EHV-1_48h_1	RK-13_48h	0.0023058937353866	0.00212828142165433	0.000353237914071983	0.165973310896737	0.000177612313732266	FALSE	NA	2	2	1	ORF18::1
ORF18	L	48h	48	RK-13	NC_001491.2	-	43691	EHV-1_48h_2	RK-13_48h	0.00235746492412625	0.00212828142165433	0.000353237914071983	0.165973310896737	0.000229183502471917	FALSE	NA	2	2	2	ORF18::2
ORF18	L	48h	48	RK-13	NC_001491.2	-	27302	EHV-1_48h_3	RK-13_48h	0.00172148560545015	0.00212828142165433	0.000353237914071983	0.165973310896737	0.000406795816204183	TRUE	3	2	2	3	ORF18::3
ORF19	L	1h	1	RK-13	NC_001491.2	+	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	2	2	1	ORF19::1
ORF19	L	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	2	2	2	ORF19::2
ORF19	L	1h	1	RK-13	NC_001491.2	+	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	2	2	3	ORF19::3
ORF19	L	2h	2	RK-13	NC_001491.2	+	1972	EHV-1_2h_1	RK-13_2h	0	0	0		0		NA	2	2	1	ORF19::1
ORF19	L	2h	2	RK-13	NC_001491.2	+	1523	EHV-1_2h_2	RK-13_2h	0	0	0		0		NA	2	2	2	ORF19::2
ORF19	L	2h	2	RK-13	NC_001491.2	+	1321	EHV-1_2h_3	RK-13_2h	0	0	0		0		NA	2	2	3	ORF19::3
ORF19	L	4h	4	RK-13	NC_001491.2	+	1840	EHV-1_4h_1	RK-13_4h	0.000543478260869565	0.000792773081803334	0.000523838517521823	0.660767285804204	0.000249294820933769	FALSE	NA	2	2	1	ORF19::1
ORF19	L	4h	4	RK-13	NC_001491.2	+	2272	EHV-1_4h_2	RK-13_4h	0.000440140845070423	0.000792773081803334	0.000523838517521823	0.660767285804204	0.000352632236732911	FALSE	NA	2	2	2	ORF19::2
ORF19	L	4h	4	RK-13	NC_001491.2	+	2868	EHV-1_4h_3	RK-13_4h	0.00139470013947001	0.000792773081803334	0.000523838517521823	0.660767285804204	0.00060192705766668	TRUE	3	2	2	3	ORF19::3
ORF19	L	6h	6	RK-13	NC_001491.2	+	12998	EHV-1_6h_1	RK-13_6h	0.000846284043699031	0.000917740441308135	0.000148998340901505	0.16235346531	7.14563976091045e-05	FALSE	NA	2	2	1	ORF19::1
