gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	cluster
ORF21	E	4h	4	RK-13	NC_001491.2	-	1840	EHV-1_4h_1	RK-13_4h	0.00543478260869565	0.00557847138416373	0.000143524471720462	0.0257282796373038	0.000143688775468082	TRUE	1	cluster_1
ORF21	E	4h	4	RK-13	NC_001491.2	-	2272	EHV-1_4h_2	RK-13_4h	0.00572183098591549	0.00557847138416373	0.000143524471720462	0.0257282796373038	0.00014335960175176	FALSE	NA	cluster_1
ORF21	E	4h	4	RK-13	NC_001491.2	-	2868	EHV-1_4h_3	RK-13_4h	0.00557880055788006	0.00557847138416373	0.000143524471720462	0.0257282796373038	3.29173716322011e-07	FALSE	NA	cluster_1
ORF21	E	6h	6	RK-13	NC_001491.2	-	12998	EHV-1_6h_1	RK-13_6h	0.000769349130635482	0.000704622231323806	0.000314295189730964	0.446047790942507	6.47268993116765e-05	FALSE	NA	cluster_1
ORF21	E	6h	6	RK-13	NC_001491.2	-	12226	EHV-1_6h_2	RK-13_6h	0.000981514804514968	0.000704622231323806	0.000314295189730964	0.446047790942507	0.000276892573191162	FALSE	NA	cluster_1
ORF21	E	6h	6	RK-13	NC_001491.2	-	13774	EHV-1_6h_3	RK-13_6h	0.000363002758820967	0.000704622231323806	0.000314295189730964	0.446047790942507	0.000341619472502839	TRUE	3	cluster_1
ORF21	E	8h	8	RK-13	NC_001491.2	-	13636	EHV-1_8h_1	RK-13_8h	0.00352009386916984	0.0039873927876833	0.000718992820951949	0.180316527424349	0.000467298918513457	FALSE	NA	cluster_1
ORF21	E	8h	8	RK-13	NC_001491.2	-	19521	EHV-1_8h_2	RK-13_8h	0.0048153270836535	0.0039873927876833	0.000718992820951949	0.180316527424349	0.0008279342959702	TRUE	2	cluster_1
ORF21	E	8h	8	RK-13	NC_001491.2	-	22334	EHV-1_8h_3	RK-13_8h	0.00362675741022656	0.0039873927876833	0.000718992820951949	0.180316527424349	0.000360635377456741	FALSE	NA	cluster_1
ORF21	E	12h	12	RK-13	NC_001491.2	-	64872	EHV-1_12h_1	RK-13_12h	0.00332963374028857	0.00305927943556403	0.000366669209721347	0.119854762353131	0.000270354304724543	FALSE	NA	cluster_1
ORF21	E	12h	12	RK-13	NC_001491.2	-	44286	EHV-1_12h_2	RK-13_12h	0.00264191843923588	0.00305927943556403	0.000366669209721347	0.119854762353131	0.000417360996328149	TRUE	2	cluster_1
ORF21	E	12h	12	RK-13	NC_001491.2	-	44288	EHV-1_12h_3	RK-13_12h	0.00320628612716763	0.00305927943556403	0.000366669209721347	0.119854762353131	0.000147006691603605	FALSE	NA	cluster_1
ORF21	E	18h	18	RK-13	NC_001491.2	-	54584	EHV-1_18h_1	RK-13_18h	0.000311446577751722	0.000284726722439988	0.000183204224305744	0.643438812963395	2.67198553117343e-05	FALSE	NA	cluster_1
ORF21	E	18h	18	RK-13	NC_001491.2	-	37519	EHV-1_18h_2	RK-13_18h	0.000453103760761214	0.000284726722439988	0.000183204224305744	0.643438812963395	0.000168377038321227	FALSE	NA	cluster_1
ORF21	E	18h	18	RK-13	NC_001491.2	-	33471	EHV-1_18h_3	RK-13_18h	8.9629828807027e-05	0.000284726722439988	0.000183204224305744	0.643438812963395	0.000195096893632961	TRUE	3	cluster_1
ORF21	E	24h	24	RK-13	NC_001491.2	-	44330	EHV-1_24h_1	RK-13_24h	0.00081209113467178	0.000670505705085561	0.000124416026934162	0.185555508313364	0.000141585429586219	TRUE	1	cluster_1
ORF21	E	24h	24	RK-13	NC_001491.2	-	31108	EHV-1_24h_2	RK-13_24h	0.000578629291500579	0.000670505705085561	0.000124416026934162	0.185555508313364	9.18764135849825e-05	FALSE	NA	cluster_1
ORF21	E	24h	24	RK-13	NC_001491.2	-	28995	EHV-1_24h_3	RK-13_24h	0.000620796689084325	0.000670505705085561	0.000124416026934162	0.185555508313364	4.97090160012363e-05	FALSE	NA	cluster_1
ORF21	E	48h	48	RK-13	NC_001491.2	-	62015	EHV-1_48h_1	RK-13_48h	0.000499879061517375	0.000455931611507583	6.21510798355611e-05	0.136316671770252	9.82517116924527e-05	FALSE	NA	cluster_1
ORF21	E	48h	48	RK-13	NC_001491.2	-	43691	EHV-1_48h_2	RK-13_48h	0.000411984161497791	0.000455931611507583	6.21510798355611e-05	0.136316671770252	1.03568116728693e-05	FALSE	NA	cluster_1
ORF22	L	1h	1	RK-13	NC_001491.2	-	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_5
ORF22	L	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_5
ORF22	L	1h	1	RK-13	NC_001491.2	-	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_5
ORF22	L	2h	2	RK-13	NC_001491.2	-	1972	EHV-1_2h_1	RK-13_2h	0.00152129817444219	0.00264423493398825	0.00113196202725099	0.428086783326649	0.00112293675954606	FALSE	NA	cluster_5
ORF22	L	2h	2	RK-13	NC_001491.2	-	1523	EHV-1_2h_2	RK-13_2h	0.00262639527248851	0.00264423493398825	0.00113196202725099	0.428086783326649	1.78396614997456e-05	FALSE	NA	cluster_5
ORF22	L	2h	2	RK-13	NC_001491.2	-	1321	EHV-1_2h_3	RK-13_2h	0.00378501135503407	0.00264423493398825	0.00113196202725099	0.428086783326649	0.00114077642104581	TRUE	3	cluster_5
ORF22	L	4h	4	RK-13	NC_001491.2	-	1840	EHV-1_4h_1	RK-13_4h	0.00326086956521739	0.00520250873787182	0.00174106916981111	0.334659537837379	0.00194163917265443	TRUE	1	cluster_5
ORF22	L	4h	4	RK-13	NC_001491.2	-	2272	EHV-1_4h_2	RK-13_4h	0.00572183098591549	0.00520250873787182	0.00174106916981111	0.334659537837379	0.000519322248043676	FALSE	NA	cluster_5
ORF22	L	4h	4	RK-13	NC_001491.2	-	2868	EHV-1_4h_3	RK-13_4h	0.00662482566248257	0.00520250873787182	0.00174106916981111	0.334659537837379	0.00142231692461075	FALSE	NA	cluster_5
ORF22	L	6h	6	RK-13	NC_001491.2	-	12998	EHV-1_6h_1	RK-13_6h	0.00346207108785967	0.00348462056765843	0.000715203353460732	0.205245690190404	2.25494797987621e-05	FALSE	NA	cluster_5
ORF22	L	6h	6	RK-13	NC_001491.2	-	12226	EHV-1_6h_2	RK-13_6h	0.00278095861279241	0.00348462056765843	0.000715203353460732	0.205245690190404	0.000703661954866023	FALSE	NA	cluster_5
ORF22	L	6h	6	RK-13	NC_001491.2	-	13774	EHV-1_6h_3	RK-13_6h	0.00421083200232322	0.00348462056765843	0.000715203353460732	0.205245690190404	0.000726211434664785	TRUE	3	cluster_5
ORF22	L	8h	8	RK-13	NC_001491.2	-	13636	EHV-1_8h_1	RK-13_8h	0.0085802288061015	0.0090849997277372	0.000441997580845636	0.0486513587332517	0.000504770921635702	TRUE	1	cluster_5
ORF22	L	8h	8	RK-13	NC_001491.2	-	19521	EHV-1_8h_2	RK-13_8h	0.00927206598022642	0.0090849997277372	0.000441997580845636	0.0486513587332517	0.000187066252489224	FALSE	NA	cluster_5
ORF22	L	8h	8	RK-13	NC_001491.2	-	22334	EHV-1_8h_3	RK-13_8h	0.00940270439688367	0.0090849997277372	0.000441997580845636	0.0486513587332517	0.000317704669146476	FALSE	NA	cluster_5
ORF22	L	12h	12	RK-13	NC_001491.2	-	64872	EHV-1_12h_1	RK-13_12h	0.00940313232211123	0.0091557134457583	0.000420217319798995	0.0458967312911781	0.000247418876352939	FALSE	NA	cluster_5
ORF22	L	12h	12	RK-13	NC_001491.2	-	44286	EHV-1_12h_2	RK-13_12h	0.00939348778394978	0.0091557134457583	0.000420217319798995	0.0458967312911781	0.000237774338191485	FALSE	NA	cluster_5
ORF22	L	12h	12	RK-13	NC_001491.2	-	44288	EHV-1_12h_3	RK-13_12h	0.00867052023121387	0.0091557134457583	0.000420217319798995	0.0458967312911781	0.000485193214544424	TRUE	3	cluster_5
ORF22	L	18h	18	RK-13	NC_001491.2	-	54584	EHV-1_18h_1	RK-13_18h	0.00478162098783526	0.00494074061939148	0.000203993589318619	0.04128805882219	0.000159119631556221	FALSE	NA	cluster_5
ORF22	L	18h	18	RK-13	NC_001491.2	-	37519	EHV-1_18h_2	RK-13_18h	0.00517071350515739	0.00494074061939148	0.000203993589318619	0.04128805882219	0.000229972885765904	TRUE	2	cluster_5
ORF22	L	18h	18	RK-13	NC_001491.2	-	33471	EHV-1_18h_3	RK-13_18h	0.0048698873651818	0.00494074061939148	0.000203993589318619	0.04128805882219	7.08532542096838e-05	FALSE	NA	cluster_5
ORF22	L	24h	24	RK-13	NC_001491.2	-	44330	EHV-1_24h_1	RK-13_24h	0.00888788630724115	0.00884267061998782	0.000527830764526648	0.0596913293743576	4.52156872533319e-05	FALSE	NA	cluster_5
ORF22	L	24h	24	RK-13	NC_001491.2	-	31108	EHV-1_24h_2	RK-13_24h	0.0082936865115083	0.00884267061998782	0.000527830764526648	0.0596913293743576	0.000548984108479521	TRUE	2	cluster_5
ORF22	L	24h	24	RK-13	NC_001491.2	-	28995	EHV-1_24h_3	RK-13_24h	0.009346439041214	0.00884267061998782	0.000527830764526648	0.0596913293743576	0.000503768421226188	FALSE	NA	cluster_5
ORF22	L	48h	48	RK-13	NC_001491.2	-	62015	EHV-1_48h_1	RK-13_48h	0.00682093042005966	0.00696955060519131	0.00021018068145557	0.0301569919442175	0.000562959804404325	FALSE	NA	cluster_5
ORF22	L	48h	48	RK-13	NC_001491.2	-	43691	EHV-1_48h_2	RK-13_48h	0.00711817079032295	0.00696955060519131	0.00021018068145557	0.0301569919442175	0.000860200174667612	FALSE	NA	cluster_5
ORF23	L	1h	1	RK-13	NC_001491.2	+	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_5
ORF23	L	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_5
ORF23	L	1h	1	RK-13	NC_001491.2	+	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_5
ORF23	L	2h	2	RK-13	NC_001491.2	+	1972	EHV-1_2h_1	RK-13_2h	0.00101419878296146	0.000556932533694529	0.000514392670076887	0.923617563988505	0.000457266249266931	FALSE	NA	cluster_5
ORF23	L	2h	2	RK-13	NC_001491.2	+	1523	EHV-1_2h_2	RK-13_2h	0.000656598818122127	0.000556932533694529	0.000514392670076887	0.923617563988505	9.96662844275981e-05	FALSE	NA	cluster_5
ORF23	L	2h	2	RK-13	NC_001491.2	+	1321	EHV-1_2h_3	RK-13_2h	0	0.000556932533694529	0.000514392670076887	0.923617563988505	0.000556932533694529	TRUE	3	cluster_5
ORF23	L	4h	4	RK-13	NC_001491.2	+	1840	EHV-1_4h_1	RK-13_4h	0	0	0		0		NA	cluster_5
ORF23	L	4h	4	RK-13	NC_001491.2	+	2272	EHV-1_4h_2	RK-13_4h	0	0	0		0		NA	cluster_5
ORF23	L	4h	4	RK-13	NC_001491.2	+	2868	EHV-1_4h_3	RK-13_4h	0	0	0		0		NA	cluster_5
ORF23	L	6h	6	RK-13	NC_001491.2	+	12998	EHV-1_6h_1	RK-13_6h	0.000230804739190645	0.000258592665329405	5.9745902896736e-05	0.23104252713676	2.77879261387601e-05	FALSE	NA	cluster_5
ORF23	L	6h	6	RK-13	NC_001491.2	+	12226	EHV-1_6h_2	RK-13_6h	0.000327171601504989	0.000258592665329405	5.9745902896736e-05	0.23104252713676	6.85789361755846e-05	TRUE	2	cluster_5
ORF23	L	6h	6	RK-13	NC_001491.2	+	13774	EHV-1_6h_3	RK-13_6h	0.00021780165529258	0.000258592665329405	5.9745902896736e-05	0.23104252713676	4.07910100368245e-05	FALSE	NA	cluster_5
ORF23	L	8h	8	RK-13	NC_001491.2	+	13636	EHV-1_8h_1	RK-13_8h	0.00176004693458492	0.00186442385921824	0.000291710575115697	0.15646151151381	0.000104376924633317	FALSE	NA	cluster_5
ORF23	L	8h	8	RK-13	NC_001491.2	+	19521	EHV-1_8h_2	RK-13_8h	0.00163926028379694	0.00186442385921824	0.000291710575115697	0.15646151151381	0.000225163575421302	FALSE	NA	cluster_5
ORF23	L	8h	8	RK-13	NC_001491.2	+	22334	EHV-1_8h_3	RK-13_8h	0.00219396435927286	0.00186442385921824	0.000291710575115697	0.15646151151381	0.000329540500054619	TRUE	3	cluster_5
ORF23	L	12h	12	RK-13	NC_001491.2	+	64872	EHV-1_12h_1	RK-13_12h	0.00143359230484647	0.00145633065859053	2.99854666198362e-05	0.0205897379437557	2.27383537440601e-05	FALSE	NA	cluster_5
ORF23	L	12h	12	RK-13	NC_001491.2	+	44286	EHV-1_12h_2	RK-13_12h	0.0014903129657228	0.00145633065859053	2.99854666198362e-05	0.0205897379437557	3.39823071322748e-05	TRUE	2	cluster_5
ORF23	L	12h	12	RK-13	NC_001491.2	+	44288	EHV-1_12h_3	RK-13_12h	0.00144508670520231	0.00145633065859053	2.99854666198362e-05	0.0205897379437557	1.12439533882149e-05	FALSE	NA	cluster_5
ORF23	L	18h	18	RK-13	NC_001491.2	+	54584	EHV-1_18h_1	RK-13_18h	0.000238165030045435	0.000341044981212346	9.53513401645967e-05	0.279585818344671	0.000102879951166912	TRUE	1	cluster_5
ORF23	L	18h	18	RK-13	NC_001491.2	+	37519	EHV-1_18h_2	RK-13_18h	0.000426450598363496	0.000341044981212346	9.53513401645967e-05	0.279585818344671	8.54056171511497e-05	FALSE	NA	cluster_5
ORF23	L	18h	18	RK-13	NC_001491.2	+	33471	EHV-1_18h_3	RK-13_18h	0.000358519315228108	0.000341044981212346	9.53513401645967e-05	0.279585818344671	1.74743340157618e-05	FALSE	NA	cluster_5
ORF23	L	24h	24	RK-13	NC_001491.2	+	44330	EHV-1_24h_1	RK-13_24h	0.00151139183397248	0.00141972177266482	0.000216361906229469	0.152397399543545	9.16700613076639e-05	FALSE	NA	cluster_5
ORF23	L	24h	24	RK-13	NC_001491.2	+	31108	EHV-1_24h_2	RK-13_24h	0.00157515751575158	0.00141972177266482	0.000216361906229469	0.152397399543545	0.00015543574308676	FALSE	NA	cluster_5
ORF23	L	24h	24	RK-13	NC_001491.2	+	28995	EHV-1_24h_3	RK-13_24h	0.00117261596827039	0.00141972177266482	0.000216361906229469	0.152397399543545	0.000247105804394424	TRUE	3	cluster_5
ORF23	L	48h	48	RK-13	NC_001491.2	+	62015	EHV-1_48h_1	RK-13_48h	0.00104813351608482	0.00103904695991465	1.28503309711193e-05	0.0123674207873866	0.000196717011809436	FALSE	NA	cluster_5
ORF23	L	48h	48	RK-13	NC_001491.2	+	43691	EHV-1_48h_2	RK-13_48h	0.00102996040374448	0.00103904695991465	1.28503309711193e-05	0.0123674207873866	0.000178543899469096	FALSE	NA	cluster_5
ORF24	L	1h	1	RK-13	NC_001491.2	+	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_8
ORF24	L	1h	1	RK-13	NC_001491.2	+	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_8
ORF24	L	1h	1	RK-13	NC_001491.2	+	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_8
ORF24	L	2h	2	RK-13	NC_001491.2	+	1972	EHV-1_2h_1	RK-13_2h	0	0	0		0		NA	cluster_8
ORF24	L	2h	2	RK-13	NC_001491.2	+	1523	EHV-1_2h_2	RK-13_2h	0	0	0		0		NA	cluster_8
ORF24	L	2h	2	RK-13	NC_001491.2	+	1321	EHV-1_2h_3	RK-13_2h	0	0	0		0		NA	cluster_8
ORF24	L	4h	4	RK-13	NC_001491.2	+	1840	EHV-1_4h_1	RK-13_4h	0	0	0		0		NA	cluster_8
ORF24	L	4h	4	RK-13	NC_001491.2	+	2272	EHV-1_4h_2	RK-13_4h	0	0	0		0		NA	cluster_8
ORF24	L	4h	4	RK-13	NC_001491.2	+	2868	EHV-1_4h_3	RK-13_4h	0	0	0		0		NA	cluster_8
ORF24	L	6h	6	RK-13	NC_001491.2	+	12998	EHV-1_6h_1	RK-13_6h	0	0	0		0		NA	cluster_8
ORF24	L	6h	6	RK-13	NC_001491.2	+	12226	EHV-1_6h_2	RK-13_6h	0	0	0		0		NA	cluster_8
ORF24	L	6h	6	RK-13	NC_001491.2	+	13774	EHV-1_6h_3	RK-13_6h	0	0	0		0		NA	cluster_8
ORF24	L	8h	8	RK-13	NC_001491.2	+	13636	EHV-1_8h_1	RK-13_8h	0	4.47747828423032e-05	7.75521987807324e-05	1.73205080756888	4.47747828423032e-05	FALSE	NA	cluster_8
ORF24	L	8h	8	RK-13	NC_001491.2	+	19521	EHV-1_8h_2	RK-13_8h	0	4.47747828423032e-05	7.75521987807324e-05	1.73205080756888	4.47747828423032e-05	FALSE	NA	cluster_8
ORF24	L	8h	8	RK-13	NC_001491.2	+	22334	EHV-1_8h_3	RK-13_8h	0.00013432434852691	4.47747828423032e-05	7.75521987807324e-05	1.73205080756888	8.95495656846064e-05	TRUE	3	cluster_8
ORF24	L	12h	12	RK-13	NC_001491.2	+	64872	EHV-1_12h_1	RK-13_12h	0.00013873473917869	0.000106458218725476	2.79522867326505e-05	0.262565794048565	3.2276520453214e-05	TRUE	1	cluster_8
ORF24	L	12h	12	RK-13	NC_001491.2	+	44286	EHV-1_12h_2	RK-13_12h	9.03219979225941e-05	0.000106458218725476	2.79522867326505e-05	0.262565794048565	1.61362208028823e-05	FALSE	NA	cluster_8
ORF24	L	12h	12	RK-13	NC_001491.2	+	44288	EHV-1_12h_3	RK-13_12h	9.03179190751445e-05	0.000106458218725476	2.79522867326505e-05	0.262565794048565	1.61402996503318e-05	FALSE	NA	cluster_8
ORF24	L	18h	18	RK-13	NC_001491.2	+	54584	EHV-1_18h_1	RK-13_18h	0	0	0		0		NA	cluster_8
ORF24	L	18h	18	RK-13	NC_001491.2	+	37519	EHV-1_18h_2	RK-13_18h	0	0	0		0		NA	cluster_8
ORF24	L	18h	18	RK-13	NC_001491.2	+	33471	EHV-1_18h_3	RK-13_18h	0	0	0		0		NA	cluster_8
ORF24	L	24h	24	RK-13	NC_001491.2	+	44330	EHV-1_24h_1	RK-13_24h	4.51161741484322e-05	3.72503169491978e-05	6.91200149634231e-06	0.185555508313364	7.86585719923437e-06	TRUE	1	cluster_8
ORF24	L	24h	24	RK-13	NC_001491.2	+	31108	EHV-1_24h_2	RK-13_24h	3.21460717500321e-05	3.72503169491978e-05	6.91200149634231e-06	0.185555508313364	5.1042451991657e-06	FALSE	NA	cluster_8
ORF24	L	24h	24	RK-13	NC_001491.2	+	28995	EHV-1_24h_3	RK-13_24h	3.44887049491292e-05	3.72503169491978e-05	6.91200149634231e-06	0.185555508313364	2.76161200006868e-06	FALSE	NA	cluster_8
ORF24	L	48h	48	RK-13	NC_001491.2	+	62015	EHV-1_48h_1	RK-13_48h	0	0	0		1.220911776915e-05	FALSE	NA	cluster_8
ORF24	L	48h	48	RK-13	NC_001491.2	+	43691	EHV-1_48h_2	RK-13_48h	0	0	0		1.220911776915e-05	FALSE	NA	cluster_8
ORF25	L	1h	1	RK-13	NC_001491.2	-	7	EHV-1_1h_1	RK-13_1h	0	0.177777777777778	0.167774098561572	0.943729304408844	0.177777777777778	TRUE	1	cluster_5
ORF25	L	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_2	RK-13_1h	0.2	0.177777777777778	0.167774098561572	0.943729304408844	0.0222222222222222	FALSE	NA	cluster_5
ORF25	L	1h	1	RK-13	NC_001491.2	-	3	EHV-1_1h_3	RK-13_1h	0.333333333333333	0.177777777777778	0.167774098561572	0.943729304408844	0.155555555555556	FALSE	NA	cluster_5
ORF25	L	2h	2	RK-13	NC_001491.2	-	1972	EHV-1_2h_1	RK-13_2h	0.00050709939148073	0.000859099766243933	0.000412633637689633	0.480309335310038	0.000352000374763202	FALSE	NA	cluster_5
ORF25	L	2h	2	RK-13	NC_001491.2	-	1523	EHV-1_2h_2	RK-13_2h	0.00131319763624425	0.000859099766243933	0.000412633637689633	0.480309335310038	0.000454097870000322	TRUE	2	cluster_5
ORF25	L	2h	2	RK-13	NC_001491.2	-	1321	EHV-1_2h_3	RK-13_2h	0.000757002271006813	0.000859099766243933	0.000412633637689633	0.480309335310038	0.00010209749523712	FALSE	NA	cluster_5
ORF25	L	4h	4	RK-13	NC_001491.2	-	1840	EHV-1_4h_1	RK-13_4h	0.00108695652173913	0.00077197108224916	0.000380871736022437	0.49337565199043	0.000314985439489971	FALSE	NA	cluster_5
ORF25	L	4h	4	RK-13	NC_001491.2	-	2272	EHV-1_4h_2	RK-13_4h	0.000880281690140845	0.00077197108224916	0.000380871736022437	0.49337565199043	0.000108310607891685	FALSE	NA	cluster_5
ORF25	L	4h	4	RK-13	NC_001491.2	-	2868	EHV-1_4h_3	RK-13_4h	0.000348675034867504	0.00077197108224916	0.000380871736022437	0.49337565199043	0.000423296047381656	TRUE	3	cluster_5
ORF25	L	6h	6	RK-13	NC_001491.2	-	12998	EHV-1_6h_1	RK-13_6h	0.0434682258809048	0.0460318840114857	0.00288154709058149	0.0625989388108142	0.00256365813058099	FALSE	NA	cluster_5
ORF25	L	6h	6	RK-13	NC_001491.2	-	12226	EHV-1_6h_2	RK-13_6h	0.0454768526091935	0.0460318840114857	0.00288154709058149	0.0625989388108142	0.000555031402292218	FALSE	NA	cluster_5
ORF25	L	6h	6	RK-13	NC_001491.2	-	13774	EHV-1_6h_3	RK-13_6h	0.0491505735443589	0.0460318840114857	0.00288154709058149	0.0625989388108142	0.0031186895328732	TRUE	3	cluster_5
ORF25	L	8h	8	RK-13	NC_001491.2	-	13636	EHV-1_8h_1	RK-13_8h	0.13068348489293	0.114155167067785	0.0170518841471027	0.149374615140962	0.0165283178251453	FALSE	NA	cluster_5
ORF25	L	8h	8	RK-13	NC_001491.2	-	19521	EHV-1_8h_2	RK-13_8h	0.115158034936735	0.114155167067785	0.0170518841471027	0.149374615140962	0.0010028678689496	FALSE	NA	cluster_5
ORF25	L	8h	8	RK-13	NC_001491.2	-	22334	EHV-1_8h_3	RK-13_8h	0.0966239813736903	0.114155167067785	0.0170518841471027	0.149374615140962	0.0175311856940949	TRUE	3	cluster_5
ORF25	L	12h	12	RK-13	NC_001491.2	-	64872	EHV-1_12h_1	RK-13_12h	0.163275373042299	0.172270185541892	0.0100422187616619	0.0582934228001974	0.00899481249959302	FALSE	NA	cluster_5
ORF25	L	12h	12	RK-13	NC_001491.2	-	44286	EHV-1_12h_2	RK-13_12h	0.183105270288579	0.172270185541892	0.0100422187616619	0.0582934228001974	0.0108350847466871	TRUE	2	cluster_5
ORF25	L	12h	12	RK-13	NC_001491.2	-	44288	EHV-1_12h_3	RK-13_12h	0.170429913294798	0.172270185541892	0.0100422187616619	0.0582934228001974	0.00184027224709404	FALSE	NA	cluster_5
ORF25	L	18h	18	RK-13	NC_001491.2	-	54584	EHV-1_18h_1	RK-13_18h	0.143723435438956	0.147661429733457	0.00345595922189781	0.0234046170901647	0.00393799429450048	TRUE	1	cluster_5
ORF25	L	18h	18	RK-13	NC_001491.2	-	37519	EHV-1_18h_2	RK-13_18h	0.14907113729044	0.147661429733457	0.00345595922189781	0.0234046170901647	0.00140970755698255	FALSE	NA	cluster_5
ORF25	L	18h	18	RK-13	NC_001491.2	-	33471	EHV-1_18h_3	RK-13_18h	0.150189716470975	0.147661429733457	0.00345595922189781	0.0234046170901647	0.00252828673751793	FALSE	NA	cluster_5
ORF25	L	24h	24	RK-13	NC_001491.2	-	44330	EHV-1_24h_1	RK-13_24h	0.153349875930521	0.15575370087199	0.00266130572978485	0.0170866291772553	0.00240382494146937	FALSE	NA	cluster_5
ORF25	L	24h	24	RK-13	NC_001491.2	-	31108	EHV-1_24h_2	RK-13_24h	0.155297672624405	0.15575370087199	0.00266130572978485	0.0170866291772553	0.000456028247585172	FALSE	NA	cluster_5
ORF25	L	24h	24	RK-13	NC_001491.2	-	28995	EHV-1_24h_3	RK-13_24h	0.158613554061045	0.15575370087199	0.00266130572978485	0.0170866291772553	0.00285985318905455	TRUE	3	cluster_5
ORF25	L	48h	48	RK-13	NC_001491.2	-	62015	EHV-1_48h_1	RK-13_48h	0.144448923647505	0.138153371667885	0.00890325499220291	0.0644447173797971	0.0370242330686314	FALSE	NA	cluster_5
ORF25	L	48h	48	RK-13	NC_001491.2	-	43691	EHV-1_48h_2	RK-13_48h	0.131857819688265	0.138153371667885	0.00890325499220291	0.0644447173797971	0.0244331291093921	FALSE	NA	cluster_5
ORF26	L	1h	1	RK-13	NC_001491.2	-	7	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	cluster_2
ORF26	L	1h	1	RK-13	NC_001491.2	-	10	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	cluster_2
ORF26	L	1h	1	RK-13	NC_001491.2	-	3	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	cluster_2
ORF26	L	2h	2	RK-13	NC_001491.2	-	1972	EHV-1_2h_1	RK-13_2h	0	0.000252334090335604	0.000437055464942942	1.73205080756888	0.000252334090335604	FALSE	NA	cluster_2
ORF26	L	2h	2	RK-13	NC_001491.2	-	1523	EHV-1_2h_2	RK-13_2h	0	0.000252334090335604	0.000437055464942942	1.73205080756888	0.000252334090335604	FALSE	NA	cluster_2
ORF26	L	2h	2	RK-13	NC_001491.2	-	1321	EHV-1_2h_3	RK-13_2h	0.000757002271006813	0.000252334090335604	0.000437055464942942	1.73205080756888	0.000504668180671209	TRUE	3	cluster_2
ORF26	L	4h	4	RK-13	NC_001491.2	-	1840	EHV-1_4h_1	RK-13_4h	0	0	0		0		NA	cluster_2
ORF26	L	4h	4	RK-13	NC_001491.2	-	2272	EHV-1_4h_2	RK-13_4h	0	0	0		0		NA	cluster_2
ORF26	L	4h	4	RK-13	NC_001491.2	-	2868	EHV-1_4h_3	RK-13_4h	0	0	0		0		NA	cluster_2
ORF26	L	6h	6	RK-13	NC_001491.2	-	12998	EHV-1_6h_1	RK-13_6h	0.00192337282658871	0.00140114781712645	0.000613155682779195	0.437609562163605	0.000522225009462259	FALSE	NA	cluster_2
ORF26	L	6h	6	RK-13	NC_001491.2	-	12226	EHV-1_6h_2	RK-13_6h	0.0015540651071487	0.00140114781712645	0.000613155682779195	0.437609562163605	0.000152917290022253	FALSE	NA	cluster_2
ORF26	L	6h	6	RK-13	NC_001491.2	-	13774	EHV-1_6h_3	RK-13_6h	0.000726005517641934	0.00140114781712645	0.000613155682779195	0.437609562163605	0.000675142299484513	TRUE	3	cluster_2
ORF26	L	8h	8	RK-13	NC_001491.2	-	13636	EHV-1_8h_1	RK-13_8h	0.0028600762687005	0.00347253989535881	0.000841997957235345	0.242473227841301	0.000612463626658311	FALSE	NA	cluster_2
ORF26	L	8h	8	RK-13	NC_001491.2	-	19521	EHV-1_8h_2	RK-13_8h	0.00312483991598791	0.00347253989535881	0.000841997957235345	0.242473227841301	0.000347699979370899	FALSE	NA	cluster_2
ORF26	L	8h	8	RK-13	NC_001491.2	-	22334	EHV-1_8h_3	RK-13_8h	0.00443270350138802	0.00347253989535881	0.000841997957235345	0.242473227841301	0.000960163606029209	TRUE	3	cluster_2
ORF26	L	12h	12	RK-13	NC_001491.2	-	64872	EHV-1_12h_1	RK-13_12h	0.00226600073991861	0.00206497263830252	0.000175547936320308	0.0850122336074217	0.000201028101616089	TRUE	1	cluster_2
ORF26	L	12h	12	RK-13	NC_001491.2	-	44286	EHV-1_12h_2	RK-13_12h	0.00194192295533577	0.00206497263830252	0.000175547936320308	0.0850122336074217	0.000123049682966748	FALSE	NA	cluster_2
