gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
CTO	2	0.973579782622251	0.99067941553761	0.944866111718908	0.00681222648924421	0.00289639516307088	0.00263056196613665	-1.97481039358213	0.377819676883852	0.202083600407089	1	0.428466994584464	14	13.621746140635	0.610492646691221
NOIR_1	5	0.96484108483718	0.986683400460726	0.945128053440576	0.00856966752304397	0.00391542884430076	0.00258538552597665	-1.90809871981822	0.308753392313219	0.432102790255787	8	0.118453343097355	7	2.67357291565707	0.119822861808623
NOIR_2	1	0.994189593071259	0.998314234879005	0.96604806070625	0.00211250254239973	0.000725102152849325	0.00217381267840546	-2.37865328827907	0.553009122841945	0.590266623451083	3	0.414638391758937	7	9.79922048129478	0.439176592000239
ORF1	1	0.994189593071259	0.998314234879005	0.96604806070625	0.00211250254239973	0.000725102152849325	0.00217381267840546	-2.37865328827907	0.553009122841945	0.590266623451083	3	0.493102086428594	3	5.36034599041862	0.240237321785737
ORF10	1	0.994189593071259	0.998314234879005	0.96604806070625	0.00211250254239973	0.000725102152849325	0.00217381267840546	-2.37865328827907	0.553009122841945	0.590266623451083	2	0.474535118217515	4	10.4661772191729	0.469067927511265
ORF11	2	0.973579782622251	0.99067941553761	0.944866111718908	0.00681222648924421	0.00289639516307088	0.00263056196613665	-1.97481039358213	0.377819676883852	0.202083600407089	1	0.761568705814597	1	3.02468393345625	0.135558780854952
ORF12	4	0.953874301724708	0.996982751290518	0.391352904161155	0.00846056094400356	0.00079788582824245	0.00522444946134602	-1.23505317449564	1.51084780467217	0.0684545464047365	2	0.385586246358014	10	6.82295690521194	0.305787890650619
ORF13	4	0.953874301724708	0.996982751290518	0.391352904161155	0.00846056094400356	0.00079788582824245	0.00522444946134602	-1.23505317449564	1.51084780467217	0.0684545464047365	10	0.684319845110685	1	4.33681269774583	0.194365115508424
ORF14	2	0.973579782622251	0.99067941553761	0.944866111718908	0.00681222648924421	0.00289639516307088	0.00263056196613665	-1.97481039358213	0.377819676883852	0.202083600407089	1	0.607746865254297	9	8.69815085351095	0.389829400801906
ORF15	4	0.953874301724708	0.996982751290518	0.391352904161155	0.00846056094400356	0.00079788582824245	0.00522444946134602	-1.23505317449564	1.51084780467217	0.0684545464047365	2	0.628526550209539	6	14.1291580161456	0.633233579875916
ORF16	4	0.953874301724708	0.996982751290518	0.391352904161155	0.00846056094400356	0.00079788582824245	0.00522444946134602	-1.23505317449564	1.51084780467217	0.0684545464047365	10	0.654982706370418	3	8.45622240328395	0.378986771790607
