gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	cluster
CTO	unknown	1h	1	RK-13	0	0		cluster_2
CTO	unknown	2h	2	RK-13	6.33333333333333	4.72581562625261	0.746181414671464	cluster_2
CTO	unknown	4h	4	RK-13	17.6666666666667	3.78593889720018	0.214298428143407	cluster_2
CTO	unknown	6h	6	RK-13	164.333333333333	12.0968315410827	0.0736115509599353	cluster_2
CTO	unknown	8h	8	RK-13	624	137.226090813664	0.21991360707318	cluster_2
CTO	unknown	12h	12	RK-13	2008	369.833746432096	0.184180152605626	cluster_2
CTO	unknown	18h	18	RK-13	833.333333333333	322.77752916418	0.387333034997017	cluster_2
CTO	unknown	24h	24	RK-13	778.666666666667	194.227529802892	0.249436039986591	cluster_2
CTO	unknown	48h	48	RK-13	1271.5	270.821897194448	0.212994020601217	cluster_2
NOIR_1	unknown	1h	1	RK-13	0	0		cluster_5
NOIR_1	unknown	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	cluster_5
NOIR_1	unknown	4h	4	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	cluster_5
NOIR_1	unknown	6h	6	RK-13	1.66666666666667	1.52752523165195	0.916515138991168	cluster_5
NOIR_1	unknown	8h	8	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	cluster_5
NOIR_1	unknown	12h	12	RK-13	4.66666666666667	0.577350269189626	0.123717914826348	cluster_5
NOIR_1	unknown	18h	18	RK-13	3.66666666666667	0.577350269189626	0.157459164324443	cluster_5
NOIR_1	unknown	24h	24	RK-13	3	1	0.333333333333333	cluster_5
NOIR_1	unknown	48h	48	RK-13	7	0	0	cluster_5
NOIR_2	unknown	1h	1	RK-13	0	0		cluster_1
NOIR_2	unknown	2h	2	RK-13	13	2	0.153846153846154	cluster_1
NOIR_2	unknown	4h	4	RK-13	7	5	0.714285714285714	cluster_1
NOIR_2	unknown	6h	6	RK-13	36.3333333333333	3.78593889720018	0.10420015313395	cluster_1
NOIR_2	unknown	8h	8	RK-13	49	13.5277492584687	0.276076515478953	cluster_1
NOIR_2	unknown	12h	12	RK-13	96.3333333333333	15.6950098226581	0.162923977397835	cluster_1
NOIR_2	unknown	18h	18	RK-13	37	17	0.45945945945946	cluster_1
NOIR_2	unknown	24h	24	RK-13	31.6666666666667	7.50555349946514	0.237017478930478	cluster_1
NOIR_2	unknown	48h	48	RK-13	89.5	27.5771644662754	0.308124742639948	cluster_1
ORF1	unknown	1h	1	RK-13	0	0		cluster_1
ORF1	unknown	2h	2	RK-13	19.6666666666667	3.21455025366432	0.16345170781344	cluster_1
ORF1	unknown	4h	4	RK-13	17	4.35889894354067	0.256405820208275	cluster_1
ORF1	unknown	6h	6	RK-13	29.3333333333333	7.57187779440037	0.258132197536376	cluster_1
ORF1	unknown	8h	8	RK-13	89	20.0748598998847	0.22556022359421	cluster_1
ORF1	unknown	12h	12	RK-13	155.333333333333	31.0859024854247	0.200123835743077	cluster_1
ORF1	unknown	18h	18	RK-13	53.6666666666667	14.6401275039985	0.272797406906804	cluster_1
ORF1	unknown	24h	24	RK-13	39	10.4403065089106	0.267700166895142	cluster_1
ORF1	unknown	48h	48	RK-13	101.5	20.5060966544099	0.202030508910442	cluster_1
ORF10	L	1h	1	RK-13	0	0		cluster_1
ORF10	L	2h	2	RK-13	20.6666666666667	1.52752523165195	0.0739125112089652	cluster_1
ORF10	L	4h	4	RK-13	11	1	0.0909090909090909	cluster_1
ORF10	L	6h	6	RK-13	9	4.35889894354067	0.484322104837853	cluster_1
ORF10	L	8h	8	RK-13	44.6666666666667	30.2709982216202	0.677708915409408	cluster_1
ORF10	L	12h	12	RK-13	105.666666666667	31.5647482697603	0.298720015171233	cluster_1
ORF10	L	18h	18	RK-13	55.3333333333333	18.8237438713273	0.340188142252904	cluster_1
ORF10	L	24h	24	RK-13	116	18.2482875908947	0.157312824059437	cluster_1
ORF10	L	48h	48	RK-13	252	57.9827560572969	0.23009030181467	cluster_1
ORF11	L	1h	1	RK-13	0	0		cluster_2
ORF11	L	2h	2	RK-13	1.66666666666667	0.577350269189626	0.346410161513775	cluster_2
ORF11	L	4h	4	RK-13	2.33333333333333	1.15470053837925	0.494871659305393	cluster_2
ORF11	L	6h	6	RK-13	65	8.18535277187245	0.125928504182653	cluster_2
ORF11	L	8h	8	RK-13	209.666666666667	57.8388566046506	0.275861001294041	cluster_2
ORF11	L	12h	12	RK-13	410	125.191852770058	0.305345982365996	cluster_2
ORF11	L	18h	18	RK-13	113	17.0880074906351	0.151221305226859	cluster_2
ORF11	L	24h	24	RK-13	103.333333333333	41.3077878048841	0.399752785208556	cluster_2
ORF11	L	48h	48	RK-13	205	49.4974746830583	0.241451096014919	cluster_2
ORF12	L	1h	1	RK-13	0	0		cluster_4
ORF12	L	2h	2	RK-13	0	0		cluster_4
ORF12	L	4h	4	RK-13	0.666666666666667	1.15470053837925	1.73205080756888	cluster_4
ORF12	L	6h	6	RK-13	10.3333333333333	0.577350269189626	0.0558726066957702	cluster_4
ORF12	L	8h	8	RK-13	55.6666666666667	7.23417813807024	0.129955295893477	cluster_4
ORF12	L	12h	12	RK-13	456.666666666667	146.315868357924	0.32039971173268	cluster_4
ORF12	L	18h	18	RK-13	393.666666666667	78.4495591659592	0.199279151141302	cluster_4
ORF12	L	24h	24	RK-13	783.333333333333	232.637772799976	0.29698439080848	cluster_4
ORF12	L	48h	48	RK-13	989.5	273.650324319194	0.276554142818791	cluster_4
ORF13	L	1h	1	RK-13	0	0		cluster_4
ORF13	L	2h	2	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	cluster_4
ORF13	L	4h	4	RK-13	0	0		cluster_4
ORF13	L	6h	6	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	cluster_4
ORF13	L	8h	8	RK-13	15.6666666666667	2.3094010767585	0.147408579367564	cluster_4
ORF13	L	12h	12	RK-13	203.666666666667	72.2518742548132	0.354755520072732	cluster_4
ORF13	L	18h	18	RK-13	104.666666666667	51.597803570824	0.492972645581121	cluster_4
ORF13	L	24h	24	RK-13	380.333333333333	121.763431839503	0.320149251111752	cluster_4
ORF13	L	48h	48	RK-13	419	135.764501987817	0.324020291140375	cluster_4
ORF14	L	1h	1	RK-13	0	0		cluster_2
ORF14	L	2h	2	RK-13	2	1	0.5	cluster_2
ORF14	L	4h	4	RK-13	3	2	0.666666666666667	cluster_2
ORF14	L	6h	6	RK-13	13	1.73205080756888	0.133234677505298	cluster_2
ORF14	L	8h	8	RK-13	129.666666666667	28.1484161780611	0.217082901116153	cluster_2
ORF14	L	12h	12	RK-13	202.333333333333	59.0790430976445	0.291988680877979	cluster_2
ORF14	L	18h	18	RK-13	42.3333333333333	17.3877351409933	0.410733900968346	cluster_2
ORF14	L	24h	24	RK-13	60	26.5141471671257	0.441902452785428	cluster_2
ORF14	L	48h	48	RK-13	71.5	24.7487373415292	0.346136186594813	cluster_2
ORF15	unknown	1h	1	RK-13	0	0		cluster_4
ORF15	unknown	2h	2	RK-13	0	0		cluster_4
ORF15	unknown	4h	4	RK-13	0	0		cluster_4
ORF15	unknown	6h	6	RK-13	2	1	0.5	cluster_4
ORF15	unknown	8h	8	RK-13	19.6666666666667	2.08166599946613	0.105847423701668	cluster_4
ORF15	unknown	12h	12	RK-13	3450.66666666667	792.193368650188	0.229576903588733	cluster_4
ORF15	unknown	18h	18	RK-13	3976.66666666667	997.23634777987	0.250771923163421	cluster_4
ORF15	unknown	24h	24	RK-13	4029.33333333333	853.234043702742	0.211755636259781	cluster_4
ORF15	unknown	48h	48	RK-13	2697.5	686.600684532138	0.254532227815436	cluster_4
ORF16	L	1h	1	RK-13	0	0		cluster_4
ORF16	L	2h	2	RK-13	0	0		cluster_4
ORF16	L	4h	4	RK-13	0	0		cluster_4
ORF16	L	6h	6	RK-13	0	0		cluster_4
